source,source_type,target,target_type,weight
today,concept,some,concept,1
own,concept,trader,concept,3
var,concept,event,concept,1
understand,concept,real,concept,1
application,concept,var,concept,1
back,concept,let,concept,1
make,concept,money,concept,1
times,concept,know,concept,1
like,concept,company,concept,1
enron,concept,power,concept,2
number,concept,number,concept,1
time,concept,company,concept,1
working,concept,john,agent,1
customers,concept,take,concept,1
station,concept,station,concept,2
transmission,concept,distribution,concept,2
index,concept,index,concept,3
some,concept,let,concept,1
america,concept,under,concept,1
company,concept,available,concept,2
desk,concept,desk,concept,1
customers,concept,want,concept,1
want,concept,know,concept,2
pm,concept,agreed,concept,1
gas,concept,company,concept,4
email,concept,review,concept,1
meeting,concept,work,concept,1
next,concept,enron,concept,3
utility,concept,through,concept,1
think,concept,use,concept,1
take,concept,look,concept,6
think,concept,working,concept,1
immediately,concept,delete,concept,2
people,concept,houston,location,2
well,concept,job,concept,1
number,concept,days,concept,4
know,concept,discuss,concept,1
today,concept,review,concept,1
corporation,concept,director,concept,1
jeff,agent,said,concept,1
decision,concept,monday,concept,1
meeting,concept,monday,concept,1
give,concept,call,concept,10
taking,concept,upon,concept,1
talking,concept,earlier,concept,1
day,concept,want,concept,1
trader,concept,buying,concept,2
meeting,concept,california,location,1
ferc,concept,comments,concept,1
tomorrow,concept,list,concept,1
questions,concept,want,concept,1
sign,concept,agreements,concept,2
following,concept,people,concept,1
provide,concept,services,concept,2
under,concept,ercot,concept,1
correct,concept,agreements,concept,1
power,concept,without,concept,2
call,concept,jeff,agent,1
utilities,concept,direct,concept,1
working,concept,well,concept,1
greg,agent,related,concept,1
energy,concept,back,concept,1
went,concept,did,concept,1
way,concept,power,concept,2
review,concept,let,concept,1
contact,concept,know,concept,1
want,concept,market,concept,1
trading,concept,desk,concept,2
city,concept,problem,concept,2
revised,concept,term,concept,1
senior,concept,corp,concept,13
then,concept,work,concept,1
list,concept,enron,concept,1
ferc,concept,yet,concept,1
paso,concept,contracts,concept,1
power,concept,email,concept,1
hear,concept,order,concept,2
john,agent,going,concept,1
deal,concept,going,concept,1
correct,concept,list,concept,1
provide,concept,contact,concept,2
more,concept,send,concept,2
daily,concept,meeting,concept,1
said,concept,energy,concept,2
more,concept,market,concept,1
houston,location,email,concept,2
notice,concept,energy,concept,1
give,concept,access,concept,1
take,concept,language,concept,1
ferc,concept,issues,concept,1
var,concept,added,concept,1
order,concept,well,concept,1
trading,concept,need,concept,1
well,concept,last,concept,1
let,concept,work,concept,1
like,concept,gas,concept,1
enron,concept,north,concept,42
let,concept,like,concept,1
debra,agent,america,concept,17
morning,concept,said,concept,1
retail,concept,product,concept,1
back,concept,plan,concept,1
let,concept,need,concept,6
energy,concept,director,concept,1
know,concept,status,concept,1
deal,concept,market,concept,1
use,concept,found,concept,1
contracts,concept,open,concept,1
talked,concept,making,concept,1
click,concept,id,concept,6
like,concept,did,concept,1
provide,concept,ferc,concept,1
enron,concept,employee,concept,2
monday,concept,houston,location,1
access,concept,time,concept,1
price,concept,gas,concept,3
time,concept,upon,concept,4
market,concept,think,concept,2
click,concept,complete,concept,1
available,concept,pjm,concept,1
call,concept,tomorrow,concept,4
gas,concept,transmission,concept,1
went,concept,like,concept,1
review,concept,work,concept,1
pipeline,concept,ca,concept,1
more,concept,blackberry,concept,1
enron,concept,america,concept,39
call,concept,desk,concept,6
available,concept,pipeline,concept,1
email,concept,make,concept,1
revised,concept,section,concept,1
weeks,concept,issues,concept,1
next,concept,following,concept,1
back,concept,ferc,concept,1
pm,concept,ercot,concept,1
start,concept,john,agent,1
bill,agent,mary,agent,1
start,concept,day,concept,1
received,concept,said,concept,1
sign,concept,energy,concept,1
lot,concept,revised,concept,1
day,concept,good,concept,6
settlement,concept,without,concept,3
call,concept,john,agent,1
want,concept,more,concept,1
work,concept,like,concept,1
hour,concept,issues,concept,2
total,concept,plant,concept,1
energy,concept,state,concept,2
commission,concept,order,concept,1
next,concept,north,concept,1
visit,concept,section,concept,1
happy,concept,week,concept,1
plant,concept,days,concept,1
capacity,concept,required,concept,1
transmission,concept,utility,concept,1
tomorrow,concept,give,concept,1
know,concept,time,concept,1
specific,concept,help,concept,1
work,concept,want,concept,1
update,concept,issues,concept,1
director,concept,gary,agent,1
give,concept,date,concept,1
buying,concept,desk,concept,1
mary,agent,work,concept,1
deal,concept,want,concept,1
pjm,concept,year,concept,1
still,concept,having,concept,1
next,concept,debra,agent,1
office,concept,monday,concept,1
area,concept,working,concept,1
ercot,concept,market,concept,2
parties,concept,judge,concept,1
need,concept,gas,concept,1
monday,concept,back,concept,1
section,concept,give,concept,1
way,concept,event,concept,1
use,concept,contact,concept,1
help,concept,having,concept,1
governor,concept,jones,agent,1
did,concept,look,concept,1
think,concept,some,concept,1
access,concept,customers,concept,2
email,concept,message,concept,3
filing,concept,comments,concept,1
list,concept,need,concept,1
amount,concept,against,concept,2
decision,concept,contracts,concept,1
page,concept,contact,concept,1
north,concept,smith,agent,19
well,concept,more,concept,1
management,concept,anyone,concept,1
copies,concept,people,concept,1
job,concept,time,concept,1
physical,concept,desk,concept,1
sure,concept,id,concept,5
state,concept,meeting,concept,2
prices,concept,change,concept,2
past,concept,made,concept,1
special,concept,issues,concept,1
comments,concept,enron,concept,1
america,concept,houston,location,17
resources,concept,without,concept,1
revised,concept,year,concept,1
contract,concept,enron,concept,2
gas,concept,trading,concept,3
rates,concept,subject,concept,2
looks,concept,hr,concept,1
world,concept,value,concept,1
under,concept,following,concept,1
know,concept,today,concept,1
give,concept,copy,concept,1
gary,agent,senior,concept,1
enron,concept,know,concept,1
greg,agent,sales,concept,4
price,concept,california,location,2
call,concept,let,concept,1
ferc,concept,changes,concept,1
take,concept,off,concept,1
like,concept,discuss,concept,4
said,concept,market,concept,1
resources,concept,necessary,concept,1
original,concept,message,concept,1
full,concept,amount,concept,1
debra,agent,james,agent,2
company,concept,information,concept,1
ferc,concept,approved,concept,1
officials,concept,big,concept,1
like,concept,know,concept,4
correct,concept,general,concept,1
provide,concept,gas,concept,1
make,concept,off,concept,1
commission,concept,gas,concept,2
order,concept,commission,concept,1
make,concept,more,concept,6
call,concept,know,concept,2
prices,concept,january,concept,1
still,concept,chris,agent,1
last,concept,opportunity,concept,1
like,concept,enron,concept,1
some,concept,right,concept,2
prices,concept,subject,concept,3
upon,concept,copy,concept,1
trades,concept,corporation,concept,1
electric,concept,officials,concept,1
let,concept,today,concept,1
debra,agent,agreed,concept,2
mw,concept,capacity,concept,1
more,concept,visit,concept,2
why,concept,eol,concept,1
market,concept,said,concept,1
through,concept,utility,concept,1
far,concept,decision,concept,1
office,concept,time,concept,4
copies,concept,notice,concept,1
look,concept,market,concept,6
state,concept,under,concept,1
customers,concept,enron,concept,1
energy,concept,transmission,concept,1
procedures,concept,pge,concept,1
notify,concept,original,concept,1
last,concept,week,concept,10
zufferli,concept,zufferli,concept,7
rates,concept,utilities,concept,1
need,concept,id,concept,6
subject,concept,line,concept,1
issues,concept,meetings,concept,1
some,concept,comments,concept,3
america,concept,eb,concept,17
help,concept,work,concept,3
need,concept,people,concept,1
physical,concept,delivery,concept,1
ken,agent,following,concept,1
let,concept,take,concept,1
give,concept,enron,concept,1
understand,concept,took,concept,1
utilities,concept,provide,concept,1
necessary,concept,resources,concept,1
process,concept,corp,concept,3
energy,concept,market,concept,1
right,concept,market,concept,2
start,concept,term,concept,3
pipeline,concept,system,concept,4
general,concept,enron,concept,5
old,concept,through,concept,1
know,concept,people,concept,1
like,concept,today,concept,1
without,concept,notice,concept,1
california,location,market,concept,2
want,concept,let,concept,1
take,concept,good,concept,1
discuss,concept,friday,concept,2
mark,concept,performance,concept,1
signed,concept,copies,concept,3
marketing,concept,company,concept,1
power,concept,north,concept,1
provided,concept,monday,concept,1
every,concept,turn,concept,1
look,concept,working,concept,3
market,concept,work,concept,1
gas,concept,market,concept,5
copy,concept,afternoon,concept,1
jeff,agent,steve,agent,1
gas,concept,desk,concept,1
agree,concept,utility,concept,1
tomorrow,concept,number,concept,1
provide,concept,complete,concept,1
sender,concept,email,concept,2
language,concept,public,concept,1
page,concept,found,concept,1
capacity,concept,energy,concept,1
commission,concept,week,concept,1
review,concept,call,concept,1
working,concept,desk,concept,1
parties,concept,pipeline,concept,1
start,concept,week,concept,3
amount,concept,load,concept,1
reply,concept,delete,concept,1
click,concept,then,concept,6
utilities,concept,officials,concept,1
related,concept,own,concept,1
know,concept,enron,concept,1
statement,concept,release,concept,1
meetings,concept,books,concept,1
provide,concept,info,concept,2
look,concept,like,concept,2
some,concept,some,concept,1
like,concept,email,concept,2
canada,concept,canada,concept,1
retail,concept,pjm,concept,1
tomorrow,concept,call,concept,4
america,concept,smith,agent,17
working,concept,issues,concept,1
think,concept,change,concept,1
last,concept,order,concept,1
commission,concept,power,concept,4
good,concept,more,concept,1
access,concept,help,concept,5
well,concept,market,concept,1
line,concept,product,concept,2
given,concept,amount,concept,1
questions,concept,why,concept,1
west,concept,year,concept,1
state,concept,rates,concept,1
north,concept,under,concept,1
time,concept,make,concept,2
file,concept,file,concept,1
rates,concept,need,concept,1
canada,concept,corp,concept,2
wholesale,concept,products,concept,1
day,concept,days,concept,3
today,concept,tomorrow,concept,2
jeff,agent,jeff,agent,1
under,concept,area,concept,1
copies,concept,signed,concept,1
want,concept,review,concept,1
reports,concept,senior,concept,1
california,location,report,concept,2
power,concept,issues,concept,3
capacity,concept,capacity,concept,2
call,concept,morning,concept,1
working,concept,through,concept,1
plants,concept,plants,concept,1
make,concept,blackberry,concept,1
review,concept,enron,concept,1
james,agent,marketing,concept,2
like,concept,make,concept,2
power,concept,different,concept,1
need,concept,need,concept,1
think,concept,next,concept,1
discuss,concept,plan,concept,2
said,concept,different,concept,1
enron,concept,use,concept,2
power,concept,need,concept,1
company,concept,company,concept,1
special,concept,section,concept,1
pipeline,concept,pipeline,concept,1
like,concept,sure,concept,2
plants,concept,making,concept,1
company,concept,like,concept,3
capacity,concept,ercot,concept,1
said,concept,day,concept,1
plant,concept,plant,concept,1
some,concept,questions,concept,1
changes,concept,prices,concept,1
call,concept,questions,concept,7
trading,concept,management,concept,1
enron,concept,utilities,concept,2
some,concept,know,concept,1
number,concept,back,concept,1
some,concept,issues,concept,1
meeting,concept,pm,concept,1
city,concept,city,concept,1
big,concept,required,concept,1
let,concept,information,concept,3
visit,concept,procedures,concept,1
then,concept,yes,concept,2
through,concept,want,concept,1
steve,agent,steve,agent,1
change,concept,pipeline,concept,1
given,concept,transmission,concept,1
received,concept,related,concept,3
full,concept,capacity,concept,2
make,concept,meeting,concept,1
chris,agent,chris,agent,1
texas,location,well,concept,1
week,concept,week,concept,1
upon,concept,information,concept,1
currently,concept,mike,agent,1
paso,concept,meeting,concept,1
price,concept,think,concept,1
time,concept,scheduled,concept,1
time,concept,time,concept,1
number,concept,password,concept,7
market,concept,working,concept,1
program,concept,senior,concept,2
world,concept,utilities,concept,1
review,concept,issues,concept,1
different,concept,different,concept,3
model,concept,transmission,concept,1
net,concept,using,concept,1
number,concept,morning,concept,1
gas,concept,gas,concept,2
paso,concept,required,concept,1
said,concept,said,concept,1
mike,agent,meeting,concept,1
market,concept,some,concept,1
know,concept,far,concept,3
let,concept,date,concept,1
provide,concept,information,concept,2
director,concept,senior,concept,1
fact,concept,ercot,concept,1
meeting,concept,review,concept,1
did,concept,rates,concept,1
pretty,concept,happy,concept,1
happy,concept,hour,concept,4
problem,concept,problem,concept,1
following,concept,need,concept,1
enron,concept,sales,concept,1
well,concept,big,concept,2
against,concept,future,concept,2
paso,concept,energy,concept,4
plants,concept,supply,concept,1
off,concept,access,concept,1
take,concept,know,concept,3
add,concept,permit,concept,1
specific,concept,market,concept,1
federal,concept,energy,concept,6
utilities,concept,proposal,concept,1
mary,agent,elizabeth,agent,1
final,concept,decision,concept,2
although,concept,larry,concept,1
id,concept,questions,concept,5
people,concept,need,concept,2
lunch,concept,next,concept,3
call,concept,greg,agent,1
next,concept,jones,agent,1
company,concept,good,concept,1
know,concept,like,concept,1
enron,concept,like,concept,1
know,concept,week,concept,1
special,concept,officials,concept,1
commercial,concept,real,concept,1
then,concept,id,concept,6
governor,concept,said,concept,1
good,concept,look,concept,2
message,concept,use,concept,1
making,concept,run,concept,1
yes,concept,think,concept,1
phillip,agent,sales,concept,2
under,concept,information,concept,1
next,concept,year,concept,2
take,concept,give,concept,1
going,concept,order,concept,1
commission,concept,independent,concept,1
state,concept,power,concept,5
meeting,concept,day,concept,1
think,concept,need,concept,3
commission,concept,direct,concept,1
good,concept,work,concept,2
tell,concept,business,concept,2
state,concept,utility,concept,1
thank,concept,look,concept,2
against,concept,ferc,concept,1
energy,concept,report,concept,2
agreement,concept,back,concept,1
sure,concept,time,concept,1
information,concept,correct,concept,1
days,concept,customers,concept,1
state,concept,according,concept,1
operations,concept,next,concept,1
questions,concept,access,concept,5
meeting,concept,energy,concept,1
basis,concept,commission,concept,1
more,concept,info,concept,2
send,concept,know,concept,1
date,concept,rates,concept,1
call,concept,committee,concept,1
make,concept,enron,concept,3
transmission,concept,ercot,concept,1
hear,concept,list,concept,1
monday,concept,said,concept,1
under,concept,ca,concept,1
add,concept,section,concept,1
revised,concept,once,concept,1
mark,concept,understand,concept,1
call,concept,going,concept,1
order,concept,friday,concept,1
power,concept,prices,concept,2
said,concept,start,concept,4
made,concept,law,concept,2
senior,concept,did,concept,1
opportunity,concept,least,concept,1
business,concept,customers,concept,1
gas,concept,under,concept,1
buying,concept,trader,concept,2
issues,concept,event,concept,2
call,concept,information,concept,1
thing,concept,monday,concept,1
information,concept,gas,concept,1
know,concept,questions,concept,12
addition,concept,staff,concept,1
california,location,said,concept,4
give,concept,discuss,concept,2
basis,concept,market,concept,1
know,concept,help,concept,3
message,concept,some,concept,1
back,concept,corp,concept,1
coming,concept,meeting,concept,1
details,concept,lunch,concept,1
time,concept,under,concept,1
opportunity,concept,load,concept,1
every,concept,dynegy,concept,3
ask,concept,planning,concept,1
energy,concept,said,concept,1
copies,concept,message,concept,2
look,concept,let,concept,1
according,concept,filing,concept,1
plan,concept,next,concept,3
amount,concept,money,concept,1
ferc,concept,ok,concept,1
know,concept,more,concept,2
opportunity,concept,daily,concept,1
office,concept,services,concept,1
reports,concept,did,concept,1
last,concept,enron,concept,1
like,concept,friday,concept,2
having,concept,everything,concept,1
judge,concept,decision,concept,1
make,concept,changes,concept,1
utility,concept,made,concept,1
make,concept,real,concept,2
morning,concept,list,concept,1
start,concept,jones,agent,1
working,concept,day,concept,3
sara,agent,questions,concept,1
desk,concept,update,concept,2
west,concept,energy,concept,2
said,concept,want,concept,4
energy,concept,dan,concept,1
morning,concept,call,concept,1
understand,concept,response,concept,1
good,concept,company,concept,1
good,concept,week,concept,1
system,concept,power,concept,1
decision,concept,full,concept,1
information,concept,time,concept,1
enron,concept,want,concept,1
changes,concept,back,concept,1
good,concept,event,concept,1
section,concept,use,concept,1
mw,concept,later,concept,1
settlement,concept,think,concept,1
received,concept,back,concept,1
big,concept,understand,concept,1
city,concept,manager,concept,1
revised,concept,password,concept,2
retail,concept,sales,concept,1
email,concept,copies,concept,2
deal,concept,look,concept,1
week,concept,order,concept,1
last,concept,take,concept,1
notice,concept,information,concept,1
every,concept,market,concept,1
market,concept,issues,concept,3
everything,concept,make,concept,1
good,concept,sure,concept,1
last,concept,back,concept,1
week,concept,proposed,concept,1
given,concept,gas,concept,1
contact,concept,email,concept,2
want,concept,development,concept,1
corporate,concept,market,concept,1
let,concept,add,concept,1
wholesale,concept,office,concept,1
required,concept,rates,concept,1
ercot,concept,way,concept,2
cover,concept,houston,location,1
error,concept,notify,concept,2
jim,agent,take,concept,1
big,concept,energy,concept,1
why,concept,report,concept,1
add,concept,upon,concept,1
like,concept,site,concept,1
gas,concept,co,concept,2
through,concept,enron,concept,1
agreed,concept,pjm,concept,2
customers,concept,january,concept,1
following,concept,list,concept,1
good,concept,meetings,concept,1
document,concept,like,concept,1
federal,concept,regulatory,concept,4
more,concept,contact,concept,1
going,concept,lot,concept,1
reply,concept,copies,concept,2
heard,concept,friend,concept,1
houston,location,parties,concept,1
staff,concept,plan,concept,1
product,concept,contact,concept,1
list,concept,week,concept,2
energy,concept,corp,concept,1
enron,concept,ferc,concept,1
ferc,concept,days,concept,1
special,concept,site,concept,1
email,concept,confidential,concept,1
need,concept,message,concept,1
send,concept,commercial,concept,1
model,concept,call,concept,1
then,concept,click,concept,6
next,concept,good,concept,3
friday,concept,meeting,concept,2
past,concept,services,concept,2
access,concept,business,concept,1
email,concept,delete,concept,1
let,concept,discuss,concept,1
gas,concept,like,concept,2
picture,concept,independent,concept,3
capacity,concept,fact,concept,1
copies,concept,currently,concept,1
electric,concept,plan,concept,1
energy,concept,company,concept,1
date,concept,day,concept,3
fact,concept,bank,concept,1
debt,concept,members,concept,1
process,concept,list,concept,1
help,concept,know,concept,1
having,concept,signed,concept,1
james,agent,agreed,concept,2
ercot,concept,agreed,concept,1
list,concept,some,concept,3
questions,concept,meeting,concept,1
california,location,last,concept,2
pjm,concept,approved,concept,1
talked,concept,change,concept,1
contact,concept,call,concept,1
under,concept,through,concept,1
down,concept,given,concept,1
dave,agent,federal,concept,1
agreement,concept,proposal,concept,3
look,concept,steve,agent,1
heard,concept,pretty,concept,1
utilities,concept,pipeline,concept,1
need,concept,plan,concept,3
area,concept,sheet,concept,1
meetings,concept,take,concept,1
some,concept,california,location,1
total,concept,price,concept,3
did,concept,know,concept,1
officials,concept,said,concept,3
daily,concept,review,concept,1
california,location,oct,concept,1
working,concept,number,concept,1
file,concept,early,concept,3
judge,concept,said,concept,1
rates,concept,services,concept,1
chris,agent,desk,concept,1
provide,concept,business,concept,1
provide,concept,some,concept,1
later,concept,necessary,concept,1
email,concept,mail,concept,1
filed,concept,market,concept,1
update,concept,hr,concept,1
sorry,concept,make,concept,1
markets,concept,working,concept,2
time,concept,hear,concept,1
far,concept,yes,concept,1
list,concept,work,concept,1
permit,concept,upon,concept,1
time,concept,meeting,concept,1
need,concept,leave,concept,1
filing,concept,enron,concept,1
ercot,concept,like,concept,1
sure,concept,still,concept,1
future,concept,through,concept,1
year,concept,longer,concept,1
regulatory,concept,commission,concept,3
company,concept,details,concept,2
discussed,concept,issues,concept,1
senior,concept,north,concept,15
through,concept,direct,concept,1
following,concept,necessary,concept,1
morning,concept,copy,concept,1
filing,concept,like,concept,1
regulatory,concept,director,concept,1
update,concept,section,concept,1
energy,concept,trading,concept,2
approved,concept,year,concept,2
price,concept,without,concept,2
questions,concept,report,concept,1
report,concept,gas,concept,2
required,concept,need,concept,1
buying,concept,floor,concept,1
early,concept,week,concept,2
morning,concept,ews,concept,6
california,location,filed,concept,1
markets,concept,transmission,concept,1
judge,concept,paso,concept,2
way,concept,ews,concept,1
traders,concept,lot,concept,1
kim,agent,way,concept,1
think,concept,issue,concept,1
planning,concept,plant,concept,1
following,concept,complete,concept,2
date,concept,trade,concept,1
electric,concept,high,concept,1
under,concept,plan,concept,1
power,concept,contracts,concept,4
given,concept,power,concept,2
gas,concept,without,concept,1
discuss,concept,issues,concept,1
members,concept,program,concept,2
pretty,concept,message,concept,1
pjm,concept,staff,concept,1
commission,concept,necessary,concept,1
want,concept,take,concept,1
ferc,concept,gas,concept,2
sales,concept,co,concept,2
visit,concept,discuss,concept,1
access,concept,office,concept,1
add,concept,terms,concept,1
send,concept,like,concept,1
under,concept,contract,concept,1
distribution,concept,proposal,concept,1
need,concept,information,concept,2
ercot,concept,california,location,2
issue,concept,california,location,1
day,concept,according,concept,1
amount,concept,help,concept,1
copy,concept,comments,concept,1
jeff,agent,july,concept,1
high,concept,manager,concept,1
issue,concept,need,concept,1
response,concept,today,concept,1
final,concept,friday,concept,1
senior,concept,edison,agent,1
time,concept,going,concept,1
ercot,concept,trades,concept,1
send,concept,distribution,concept,1
desk,concept,agreed,concept,1
back,concept,today,concept,1
need,concept,number,concept,6
company,concept,energy,concept,1
meeting,concept,information,concept,1
sure,concept,password,concept,5
monday,concept,pm,concept,1
going,concept,response,concept,1
time,concept,money,concept,1
participants,concept,said,concept,1
effective,concept,july,concept,1
sales,concept,under,concept,1
desk,concept,socal,concept,2
office,concept,available,concept,1
morning,concept,back,concept,1
trading,concept,load,concept,1
immediately,concept,know,concept,1
issues,concept,power,concept,1
know,concept,need,concept,12
good,concept,start,concept,1
available,concept,issue,concept,1
found,concept,contact,concept,1
deal,concept,today,concept,2
ferc,concept,give,concept,1
amount,concept,making,concept,1
called,concept,upon,concept,2
traders,concept,ercot,concept,1
info,concept,customers,concept,1
contact,concept,sara,agent,1
prior,concept,date,concept,1
open,concept,file,concept,1
order,concept,enron,concept,1
using,concept,city,concept,2
north,concept,load,concept,1
work,concept,said,concept,1
contracts,concept,agreements,concept,1
immediately,concept,let,concept,1
york,concept,utilities,concept,1
good,concept,info,concept,1
governor,concept,state,concept,1
specific,concept,performance,concept,2
tomorrow,concept,discuss,concept,2
state,concept,independent,concept,1
know,concept,thing,concept,1
program,concept,issues,concept,2
senior,concept,account,concept,2
happy,concept,last,concept,1
opportunity,concept,officials,concept,1
california,location,pipeline,concept,2
performance,concept,sold,concept,4
signed,concept,contracts,concept,2
pipeline,concept,prices,concept,1
making,concept,debt,concept,1
want,concept,make,concept,2
cover,concept,future,concept,1
ready,concept,hear,concept,1
thank,concept,take,concept,1
general,concept,manager,concept,1
high,concept,electric,concept,1
people,concept,file,concept,1
think,concept,going,concept,3
next,concept,time,concept,1
good,concept,want,concept,1
hey,concept,know,concept,1
line,concept,bill,agent,1
market,concept,energy,concept,2
well,concept,information,concept,1
energy,concept,high,concept,2
picture,concept,like,concept,1
give,concept,agreement,concept,1
give,concept,time,concept,2
energy,concept,big,concept,1
paso,concept,fact,concept,1
visit,concept,paso,concept,1
north,concept,working,concept,1
account,concept,made,concept,1
time,concept,well,concept,1
discuss,concept,event,concept,1
later,concept,tomorrow,concept,2
wholesale,concept,energy,concept,1
add,concept,using,concept,1
agency,concept,found,concept,1
pipeline,concept,operations,concept,1
utilities,concept,open,concept,1
happy,concept,report,concept,1
regulatory,concept,commercial,concept,1
program,concept,level,concept,2
utilities,concept,richard,agent,1
some,concept,people,concept,1
water,concept,director,concept,1
supply,concept,market,concept,1
time,concept,week,concept,1
morning,concept,market,concept,1
participants,concept,discuss,concept,1
deal,concept,change,concept,1
week,concept,later,concept,1
know,concept,meeting,concept,1
meeting,concept,afternoon,concept,2
system,concept,available,concept,1
agency,concept,company,concept,1
customers,concept,business,concept,1
utility,concept,purchase,concept,1
future,concept,send,concept,1
found,concept,gas,concept,1
every,concept,weeks,concept,1
call,concept,comments,concept,1
sorry,concept,going,concept,1
state,concept,energy,concept,1
year,concept,comments,concept,1
management,concept,issues,concept,1
know,concept,power,concept,4
like,concept,necessary,concept,1
