source,source_type,target,target_type,weight
trading,concept,desk,concept,1
some,concept,next,concept,3
sara,agent,sara,agent,1
utility,concept,gas,concept,2
let,concept,time,concept,3
utility,concept,company,concept,2
energy,concept,energy,concept,6
services,concept,company,concept,3
frank,agent,frank,agent,2
well,concept,like,concept,1
issues,concept,scheduled,concept,1
provide,concept,response,concept,1
prices,concept,look,concept,1
last,concept,well,concept,4
term,concept,cash,concept,2
gary,agent,gary,agent,2
more,concept,today,concept,1
time,concept,trading,concept,3
james,agent,james,agent,6
services,concept,well,concept,1
jim,agent,jim,agent,2
more,concept,work,concept,2
market,concept,price,concept,10
power,concept,call,concept,5
john,agent,john,agent,6
amount,concept,cash,concept,2
steve,agent,steve,agent,2
gas,concept,transmission,concept,8
call,concept,let,concept,2
time,concept,more,concept,2
market,concept,agreement,concept,1
right,concept,gas,concept,1
friday,concept,friday,concept,1
corporate,concept,staff,concept,1
next,concept,meeting,concept,3
sorry,concept,sorry,concept,3
good,concept,good,concept,1
work,concept,time,concept,2
center,concept,corporate,concept,1
said,concept,report,concept,1
off,concept,prices,concept,5
off,concept,under,concept,4
page,concept,every,concept,1
some,concept,like,concept,2
issues,concept,report,concept,1
said,concept,committee,concept,5
market,concept,office,concept,5
days,concept,yet,concept,1
did,concept,sure,concept,1
monday,concept,october,concept,7
comments,concept,section,concept,2
call,concept,power,concept,5
dynegy,concept,dynegy,concept,1
under,concept,electric,concept,4
transmission,concept,under,concept,8
give,concept,work,concept,1
call,concept,email,concept,1
date,concept,weeks,concept,1
california,location,market,concept,5
taking,concept,hear,concept,1
event,concept,event,concept,1
information,concept,well,concept,1
never,concept,know,concept,1
book,concept,money,concept,2
commission,concept,california,location,4
energy,concept,bill,agent,1
time,concept,time,concept,3
power,concept,gas,concept,2
email,concept,copies,concept,4
pipeline,concept,north,concept,1
working,concept,california,location,1
give,concept,special,concept,1
back,concept,back,concept,1
number,concept,monday,concept,1
list,concept,customers,concept,1
business,concept,customers,concept,2
today,concept,pacific,concept,6
next,concept,houston,location,1
company,concept,more,concept,1
like,concept,more,concept,1
retail,concept,rates,concept,4
know,concept,need,concept,11
actually,concept,planning,concept,2
make,concept,number,concept,1
did,concept,want,concept,1
enron,concept,smith,agent,16
agreement,concept,agreement,concept,2
electric,concept,operations,concept,4
message,concept,last,concept,1
more,concept,well,concept,1
call,concept,enron,concept,1
discuss,concept,help,concept,1
oct,concept,hours,concept,1
well,concept,message,concept,1
then,concept,good,concept,1
good,concept,message,concept,1
commission,concept,direct,concept,2
under,concept,gas,concept,6
time,concept,general,concept,1
good,concept,working,concept,2
order,concept,high,concept,5
purchase,concept,high,concept,5
upon,concept,volumes,concept,1
enron,concept,services,concept,1
time,concept,next,concept,1
provide,concept,monday,concept,1
today,concept,monday,concept,2
commission,concept,take,concept,3
earlier,concept,talking,concept,1
give,concept,working,concept,1
release,concept,proposed,concept,2
off,concept,power,concept,5
business,concept,call,concept,1
monday,concept,work,concept,4
contracts,concept,said,concept,1
generators,concept,market,concept,4
need,concept,day,concept,1
let,concept,like,concept,4
eol,concept,call,concept,1
morning,concept,work,concept,2
weeks,concept,price,concept,5
energy,concept,california,location,10
full,concept,amount,concept,2
generators,concept,said,concept,3
said,concept,did,concept,5
although,concept,details,concept,1
available,concept,lunch,concept,1
electric,concept,provide,concept,2
take,concept,monday,concept,1
took,concept,bad,concept,1
know,concept,like,concept,3
transmission,concept,business,concept,6
physical,concept,trading,concept,1
provide,concept,time,concept,3
time,concept,let,concept,1
according,concept,report,concept,5
markets,concept,took,concept,1
long-term,concept,according,concept,5
well,concept,least,concept,1
thank,concept,working,concept,1
mail,concept,message,concept,1
well,concept,last,concept,1
meeting,concept,send,concept,1
power,concept,supply,concept,7
contact,concept,pipeline,concept,2
energy,concept,well,concept,1
plants,concept,energy,concept,1
use,concept,markets,concept,1
planning,concept,buying,concept,1
provide,concept,future,concept,1
houston,location,far,concept,1
section,concept,change,concept,1
hours,concept,day,concept,3
changes,concept,call,concept,1
john,agent,october,concept,1
make,concept,contracts,concept,1
going,concept,email,concept,1
more,concept,meeting,concept,1
questions,concept,paso,concept,2
eol,concept,tomorrow,concept,1
texas,location,know,concept,1
own,concept,power,concept,5
debra,agent,america,concept,11
time,concept,good,concept,2
enron,concept,still,concept,1
still,concept,pipeline,concept,1
think,concept,power,concept,1
department,concept,gas,concept,2
plant,concept,scheduled,concept,2
back,concept,know,concept,2
committee,concept,energy,concept,1
planning,concept,later,concept,1
need,concept,morning,concept,2
ferc,concept,market,concept,6
committee,concept,under,concept,1
contracts,concept,power,concept,5
password,concept,following,concept,1
enron,concept,like,concept,1
number,concept,contracts,concept,1
talking,concept,bank,concept,1
did,concept,demand,concept,1
management,concept,off,concept,1
proposed,concept,under,concept,2
later,concept,next,concept,1
generators,concept,corp,concept,8
houston,location,texas,location,14
decision,concept,included,concept,1
mw,concept,value,concept,1
requested,concept,following,concept,2
meeting,concept,decision,concept,2
energy,concept,enron,concept,3
more,concept,send,concept,1
business,concept,need,concept,5
issues,concept,questions,concept,2
system,concept,market,concept,5
central,concept,services,concept,1
capacity,concept,time,concept,1
through,concept,friday,concept,3
language,concept,agreement,concept,2
meeting,concept,next,concept,5
meeting,concept,pjm,concept,1
enron,concept,through,concept,3
sender,concept,reply,concept,4
federal,concept,state,concept,3
gas,concept,like,concept,1
some,concept,want,concept,2
immediately,concept,enron,concept,1
run,concept,look,concept,1
plan,concept,fuel,concept,1
let,concept,work,concept,2
need,concept,call,concept,2
issues,concept,run,concept,1
gas,concept,some,concept,1
dow,concept,friday,concept,5
never,concept,term,concept,4
cash,concept,debt,concept,1
related,concept,work,concept,1
meeting,concept,more,concept,1
regulatory,concept,corp,concept,1
work,concept,deal,concept,2
understand,concept,time,concept,1
america,concept,texas,location,11
supply,concept,customers,concept,2
want,concept,think,concept,1
call,concept,kim,agent,1
following,concept,information,concept,1
list,concept,trading,concept,1
friday,concept,pm,concept,1
plan,concept,plan,concept,2
october,concept,call,concept,1
paid,concept,using,concept,2
call,concept,later,concept,2
questions,concept,monday,concept,1
commission,concept,contract,concept,1
world,concept,center,concept,1
gas,concept,customers,concept,4
value,concept,individual,concept,1
meeting,concept,discuss,concept,2
hour,concept,lunch,concept,2
provide,concept,run,concept,1
contracts,concept,market,concept,1
date,concept,time,concept,1
discuss,concept,area,concept,1
report,concept,weeks,concept,1
houston,location,report,concept,1
direct,concept,access,concept,18
call,concept,information,concept,1
like,concept,start,concept,1
way,concept,program,concept,1
dow,concept,jones,agent,8
anyone,concept,prior,concept,1
real,concept,deal,concept,1
good,concept,elizabeth,agent,2
north,concept,smith,agent,11
said,concept,commission,concept,1
though,concept,pipeline,concept,1
morning,concept,following,concept,1
power,concept,available,concept,6
importance,concept,changes,concept,1
market,concept,energy,concept,4
gisb,concept,department,concept,1
day,concept,good,concept,2
center,concept,today,concept,1
call,concept,members,concept,4
contract,concept,change,concept,1
agreement,concept,enron,concept,4
presentation,concept,meeting,concept,1
california,location,plant,concept,1
comments,concept,change,concept,1
july,concept,proposal,concept,1
delete,concept,message,concept,1
gas,concept,utility,concept,3
information,concept,original,concept,1
money,concept,use,concept,1
market,concept,report,concept,5
power,concept,contract,concept,2
following,concept,access,concept,1
senate,concept,committee,concept,3
use,concept,model,concept,1
energy,concept,company,concept,4
scheduled,concept,october,concept,3
energy,concept,power,concept,2
discussion,concept,reports,concept,1
think,concept,call,concept,1
list,concept,time,concept,1
think,concept,trading,concept,1
resources,concept,direct,concept,1
list,concept,kim,agent,1
trades,concept,today,concept,1
commission,concept,customers,concept,1
need,concept,talking,concept,1
buying,concept,hour,concept,1
trading,concept,enron,concept,3
customers,concept,electric,concept,1
california,location,system,concept,5
issues,concept,prior,concept,1
some,concept,contracts,concept,1
think,concept,eol,concept,1
information,concept,email,concept,3
electric,concept,currently,concept,2
talked,concept,morning,concept,3
click,concept,section,concept,1
delivery,concept,customers,concept,2
down,concept,delivery,concept,1
contracts,concept,edison,agent,1
sell,concept,morning,concept,1
california,location,power,concept,1
commission,concept,san,concept,1
making,concept,work,concept,1
plan,concept,work,concept,2
back,concept,gas,concept,2
load,concept,general,concept,1
know,concept,permit,concept,1
take,concept,time,concept,3
happy,concept,once,concept,1
revised,concept,committee,concept,1
decision,concept,more,concept,2
still,concept,like,concept,2
add,concept,list,concept,1
then,concept,time,concept,1
help,concept,unit,concept,1
power,concept,energy,concept,1
direct,concept,prices,concept,1
state,concept,officials,concept,1
report,concept,price,concept,5
energy,concept,market,concept,4
buying,concept,power,concept,6
transaction,concept,socal,concept,1
houston,location,more,concept,1
provide,concept,comments,concept,2
price,concept,price,concept,2
made,concept,electric,concept,1
enron,concept,filed,concept,1
customers,concept,access,concept,1
company,concept,report,concept,1
company,concept,retail,concept,2
going,concept,leave,concept,3
actually,concept,enron,concept,1
decision,concept,proposal,concept,1
well,concept,never,concept,3
total,concept,contract,concept,1
take,concept,off,concept,2
off,concept,friday,concept,2
corporate,concept,unit,concept,1
power,concept,long-term,concept,5
date,concept,last,concept,2
law,concept,against,concept,1
participants,concept,utility,concept,4
need,concept,notify,concept,2
california,location,utility,concept,1
different,concept,volume,concept,1
trade,concept,resources,concept,1
said,concept,edison,agent,1
company,concept,pipeline,concept,1
customers,concept,information,concept,1
want,concept,time,concept,2
marketing,concept,sign,concept,2
revised,concept,game,concept,1
different,concept,operating,concept,1
pacific,concept,california,location,1
rates,concept,load,concept,2
some,concept,desk,concept,1
off,concept,planning,concept,2
work,concept,market,concept,3
think,concept,like,concept,1
money,concept,utility,concept,1
signed,concept,full,concept,2
currently,concept,state,concept,2
like,concept,like,concept,1
company,concept,electric,concept,3
know,concept,edison,agent,2
prices,concept,sell,concept,1
ever,concept,send,concept,3
way,concept,electric,concept,1
electric,concept,california,location,9
currently,concept,utility,concept,2
gas,concept,currently,concept,4
gas,concept,electric,concept,40
effective,concept,july,concept,2
market,concept,gas,concept,1
work,concept,product,concept,3
like,concept,bill,agent,1
gas,concept,california,location,5
trading,concept,program,concept,2
signed,concept,july,concept,2
order,concept,purchase,concept,5
send,concept,going,concept,1
time,concept,market,concept,1
west,concept,trading,concept,1
more,concept,use,concept,2
document,concept,document,concept,1
know,concept,enron,concept,4
error,concept,error,concept,1
issue,concept,line,concept,1
though,concept,lot,concept,1
help,concept,staff,concept,1
error,concept,delete,concept,5
said,concept,way,concept,1
bill,agent,next,concept,1
call,concept,know,concept,2
know,concept,make,concept,1
north,concept,houston,location,13
some,concept,help,concept,2
services,concept,book,concept,4
like,concept,monday,concept,1
ask,concept,time,concept,1
sell,concept,gas,concept,2
business,concept,notice,concept,1
process,concept,plan,concept,2
monday,concept,call,concept,1
issue,concept,issue,concept,2
open,concept,settlement,concept,2
want,concept,public,concept,1
currently,concept,load,concept,2
send,concept,list,concept,3
time,concept,under,concept,1
did,concept,did,concept,3
notify,concept,immediately,concept,3
message,concept,work,concept,1
more,concept,committee,concept,1
commission,concept,today,concept,1
supply,concept,demand,concept,5
contact,concept,company,concept,1
hour,concept,some,concept,2
afternoon,concept,october,concept,1
information,concept,california,location,1
give,concept,give,concept,1
sell,concept,pacific,concept,2
last,concept,time,concept,1
like,concept,give,concept,1
comments,concept,eol,concept,1
gas,concept,file,concept,2
approval,concept,approval,concept,1
independent,concept,generators,concept,1
discuss,concept,plan,concept,4
plants,concept,call,concept,5
right,concept,run,concept,1
think,concept,desk,concept,1
product,concept,product,concept,2
provide,concept,list,concept,1
sell,concept,sell,concept,1
good,concept,last,concept,1
id,concept,last,concept,1
questions,concept,ask,concept,1
government,concept,commercial,concept,1
price,concept,information,concept,2
date,concept,date,concept,1
hour,concept,then,concept,2
did,concept,info,concept,1
decision,concept,back,concept,1
utilities,concept,short,concept,1
plan,concept,hour,concept,1
john,agent,think,concept,1
need,concept,early,concept,1
people,concept,going,concept,1
state,concept,department,concept,2
available,concept,available,concept,1
let,concept,know,concept,86
did,concept,good,concept,1
operating,concept,purchase,concept,5
change,concept,problem,concept,2
last,concept,good,concept,1
transaction,concept,transaction,concept,3
today,concept,gas,concept,7
then,concept,look,concept,1
like,concept,everyone,concept,2
received,concept,document,concept,1
access,concept,prices,concept,1
ercot,concept,ercot,concept,2
market,concept,order,concept,5
eol,concept,eol,concept,1
some,concept,people,concept,4
review,concept,message,concept,1
desk,concept,still,concept,1
business,concept,last,concept,1
electric,concept,products,concept,1
picture,concept,picture,concept,1
date,concept,back,concept,3
review,concept,use,concept,6
need,concept,some,concept,3
management,concept,through,concept,2
prices,concept,energy,concept,1
operations,concept,operations,concept,1
today,concept,hour,concept,2
following,concept,bit,concept,2
everyone,concept,enron,concept,1
de,concept,de,concept,23
copies,concept,ready,concept,1
plants,concept,plants,concept,1
market,concept,purchase,concept,5
change,concept,later,concept,1
date,concept,sold,concept,2
access,concept,send,concept,1
use,concept,office,concept,1
gas,concept,agreement,concept,6
committee,concept,today,concept,2
click,concept,start,concept,1
purchase,concept,power,concept,1
take,concept,friday,concept,1
off,concept,state,concept,1
send,concept,send,concept,2
plan,concept,electric,concept,2
california,location,utilities,concept,4
proposed,concept,committee,concept,1
intended,concept,information,concept,4
more,concept,application,concept,1
available,concept,then,concept,1
make,concept,review,concept,1
electric,concept,did,concept,1
start,concept,trading,concept,3
meeting,concept,meeting,concept,1
provide,concept,copy,concept,1
state,concept,state,concept,1
mike,agent,bill,agent,1
problem,concept,anyone,concept,2
make,concept,work,concept,1
california,location,california,location,1
went,concept,lunch,concept,2
think,concept,want,concept,1
call,concept,decision,concept,1
call,concept,jim,agent,1
lunch,concept,next,concept,1
parties,concept,parties,concept,1
sure,concept,people,concept,1
look,concept,proposal,concept,1
send,concept,email,concept,3
work,concept,business,concept,2
room,concept,office,concept,1
intended,concept,intended,concept,2
intended,concept,said,concept,1
down,concept,down,concept,1
working,concept,hour,concept,1
mark,concept,know,concept,1
confidential,concept,information,concept,6
corporation,concept,longer,concept,2
access,concept,energy,concept,1
going,concept,need,concept,2
problem,concept,day,concept,1
distribution,concept,message,concept,1
going,concept,california,location,1
gas,concept,commission,concept,2
fact,concept,gas,concept,1
some,concept,some,concept,2
west,concept,floor,concept,1
changes,concept,customer,concept,1
houston,location,week,concept,2
job,concept,job,concept,1
access,concept,decision,concept,1
way,concept,send,concept,1
meeting,concept,working,concept,2
gas,concept,company,concept,39
under,concept,agreement,concept,6
afternoon,concept,afternoon,concept,1
more,concept,cash,concept,1
sell,concept,contracts,concept,5
corporate,concept,corp,concept,1
steve,agent,governor,concept,2
like,concept,list,concept,1
commission,concept,power,concept,2
issues,concept,office,concept,1
october,concept,october,concept,2
working,concept,rates,concept,1
office,concept,said,concept,5
tell,concept,more,concept,1
plan,concept,cash,concept,1
never,concept,message,concept,1
order,concept,work,concept,1
intended,concept,employee,concept,1
scheduled,concept,houston,location,1
station,concept,release,concept,1
number,concept,number,concept,1
more,concept,specific,concept,2
short,concept,term,concept,3
report,concept,enron,concept,1
want,concept,info,concept,1
always,concept,like,concept,1
through,concept,order,concept,1
eol,concept,changes,concept,1
federal,concept,federal,concept,1
currently,concept,under,concept,2
through,concept,email,concept,1
decision,concept,plant,concept,1
want,concept,know,concept,2
trading,concept,list,concept,1
special,concept,job,concept,1
system,concept,own,concept,5
pacific,concept,gas,concept,44
said,concept,energy,concept,2
days,concept,days,concept,1
make,concept,customers,concept,2
following,concept,trading,concept,1
call,concept,today,concept,1
provide,concept,customer,concept,1
central,concept,time,concept,2
found,concept,original,concept,1
utility,concept,although,concept,1
utility,concept,book,concept,2
questions,concept,know,concept,3
marketing,concept,contract,concept,2
bill,agent,week,concept,1
discussed,concept,need,concept,1
upon,concept,through,concept,1
operations,concept,people,concept,1
need,concept,more,concept,1
provide,concept,questions,concept,1
gary,agent,said,concept,1
decision,concept,commission,concept,2
amount,concept,net,concept,3
like,concept,tomorrow,concept,1
corporation,concept,lot,concept,1
more,concept,decision,concept,1
sara,agent,smith,agent,5
said,concept,without,concept,2
anyone,concept,need,concept,1
notify,concept,delete,concept,4
know,concept,company,concept,1
way,concept,gas,concept,1
back,concept,pacific,concept,2
down,concept,following,concept,2
enron,concept,trade,concept,2
send,concept,proposal,concept,2
operations,concept,volumes,concept,1
start,concept,click,concept,2
down,concept,well,concept,2
going,concept,pretty,concept,1
sales,concept,products,concept,1
agreed,concept,help,concept,2
steve,agent,mark,concept,1
according,concept,last,concept,1
energy,concept,contract,concept,1
need,concept,off,concept,5
email,concept,use,concept,5
run,concept,unit,concept,1
currently,concept,department,concept,2
meeting,concept,big,concept,2
purchase,concept,market,concept,1
discussion,concept,dave,agent,1
energy,concept,business,concept,3
energy,concept,said,concept,1
deal,concept,trading,concept,1
under,concept,time,concept,1
review,concept,access,concept,1
presentation,concept,week,concept,1
know,concept,questions,concept,15
know,concept,time,concept,4
power,concept,purchase,concept,1
manager,concept,enron,concept,1
contract,concept,included,concept,1
power,concept,said,concept,3
transmission,concept,gas,concept,8
discuss,concept,issues,concept,2
call,concept,back,concept,4
then,concept,market,concept,1
meeting,concept,presentation,concept,5
morning,concept,access,concept,1
good,concept,everything,concept,1
proposal,concept,october,concept,1
way,concept,high,concept,1
ferc,concept,said,concept,4
then,concept,went,concept,2
page,concept,document,concept,1
full,concept,using,concept,2
said,concept,rates,concept,2
bad,concept,thing,concept,2
mark,concept,taylor,agent,3
change,concept,password,concept,1
know,concept,available,concept,2
going,concept,well,concept,5
company,concept,presentation,concept,2
gary,agent,generators,concept,1
thank,concept,gas,concept,1
related,concept,although,concept,1
edison,agent,issue,concept,1
information,concept,still,concept,1
power,concept,enron,concept,1
questions,concept,think,concept,1
questions,concept,call,concept,4
hour,concept,time,concept,1
enron,concept,market,concept,1
let,concept,business,concept,1
issue,concept,back,concept,1
included,concept,under,concept,1
load,concept,system,concept,1
product,concept,eol,concept,1
houston,location,next,concept,3
plan,concept,gas,concept,2
power,concept,proposed,concept,1
sell,concept,back,concept,2
lot,concept,more,concept,1
know,concept,want,concept,2
san,concept,ca,concept,1
picture,concept,know,concept,1
ever,concept,weather,concept,1
operating,concept,questions,concept,1
called,concept,week,concept,2
information,concept,prior,concept,1
enron,concept,against,concept,1
markets,concept,bad,concept,1
agreement,concept,mike,agent,1
know,concept,talking,concept,1
provide,concept,specific,concept,1
help,concept,business,concept,1
week,concept,deal,concept,2
know,concept,let,concept,2
off,concept,actually,concept,2
mike,agent,mark,concept,1
long-term,concept,customers,concept,2
individual,concept,commercial,concept,1
review,concept,distribution,concept,5
help,concept,provide,concept,1
ca,concept,senate,concept,1
list,concept,contracts,concept,1
currently,concept,like,concept,1
bring,concept,san,concept,1
paid,concept,full,concept,2
officials,concept,question,concept,1
event,concept,suite,concept,3
groups,concept,close,concept,2
want,concept,price,concept,1
later,concept,available,concept,1
october,concept,houston,location,1
corporation,concept,electric,concept,2
mark,concept,well,concept,1
several,concept,then,concept,1
delivery,concept,change,concept,1
sorry,concept,meetings,concept,1
know,concept,business,concept,1
comments,concept,monday,concept,2
days,concept,then,concept,1
every,concept,start,concept,1
complete,concept,california,location,1
think,concept,review,concept,1
going,concept,tomorrow,concept,1
contract,concept,firm,concept,2
july,concept,full,concept,2
day,concept,game,concept,1
help,concept,gas,concept,1
ercot,concept,delivery,concept,3
call,concept,products,concept,1
update,concept,own,concept,1
make,concept,more,concept,2
business,concept,units,concept,8
last,concept,deal,concept,1
some,concept,good,concept,3
power,concept,commission,concept,1
kim,agent,manager,concept,1
need,concept,meeting,concept,1
some,concept,general,concept,1
status,concept,events,concept,1
agreement,concept,upon,concept,1
company,concept,filed,concept,2
debra,agent,north,concept,11
trade,concept,transaction,concept,1
intended,concept,questions,concept,5
provide,concept,some,concept,2
thank,concept,manager,concept,1
traders,concept,price,concept,2
delivery,concept,gas,concept,2
model,concept,application,concept,1
bill,agent,regulatory,concept,1
terms,concept,book,concept,2
enron,concept,employee,concept,3
var,concept,trading,concept,1
available,concept,help,concept,1
response,concept,order,concept,1
last,concept,contract,concept,1
business,concept,notify,concept,2
taking,concept,today,concept,1
message,concept,never,concept,1
sell,concept,energy,concept,1
delete,concept,original,concept,2
reply,concept,email,concept,4
actually,concept,run,concept,1
san,concept,area,concept,1
rates,concept,terms,concept,4
retail,concept,gas,concept,4
review,concept,public,concept,1
access,concept,understand,concept,1
run,concept,some,concept,1
gas,concept,gisb,concept,1
energy,concept,review,concept,1
line,concept,power,concept,1
think,concept,discuss,concept,1
week,concept,like,concept,2
message,concept,sender,concept,2
pacific,concept,company,concept,33
work,concept,date,concept,1
trade,concept,earlier,concept,1
use,concept,appreciate,concept,2
line,concept,market,concept,5
director,concept,business,concept,1
did,concept,commission,concept,1
release,concept,plan,concept,3
list,concept,let,concept,2
retail,concept,state,concept,2
some,concept,gas,concept,2
money,concept,against,concept,1
review,concept,send,concept,2
discuss,concept,enron,concept,2
took,concept,volumes,concept,1
without,concept,notice,concept,1
trading,concept,general,concept,1
texas,location,never,concept,1
plan,concept,members,concept,4
company,concept,plan,concept,8
public,concept,proposal,concept,1
open,concept,made,concept,1
market,concept,jones,agent,1
energy,concept,state,concept,2
enron,concept,power,concept,2
bill,agent,requested,concept,1
week,concept,available,concept,1
retail,concept,wholesale,concept,1
number,concept,like,concept,1
utilities,concept,commission,concept,4
real,concept,market,concept,1
today,concept,corporation,concept,4
more,concept,mw,concept,1
need,concept,prior,concept,1
plan,concept,week,concept,1
real,concept,gas,concept,1
going,concept,today,concept,4
need,concept,information,concept,2
monday,concept,time,concept,2
issue,concept,california,location,5
approval,concept,agreement,concept,1
work,concept,list,concept,1
did,concept,money,concept,1
copies,concept,message,concept,4
price,concept,unit,concept,1
think,concept,issues,concept,2
following,concept,start,concept,1
message,concept,intended,concept,8
own,concept,future,concept,1
plant,concept,san,concept,1
center,concept,approval,concept,1
units,concept,notify,concept,2
corporation,concept,commission,concept,1
monday,concept,friday,concept,2
tell,concept,call,concept,1
proposal,concept,need,concept,1
error,concept,distribution,concept,1
without,concept,general,concept,1
provided,concept,electric,concept,2
public,concept,make,concept,1
information,concept,intended,concept,6
manager,concept,copies,concept,1
paid,concept,management,concept,1
contracts,concept,dow,concept,5
questions,concept,meeting,concept,1
last,concept,four,concept,1
taylor,agent,question,concept,1
down,concept,right,concept,1
provide,concept,under,concept,1
trading,concept,north,concept,3
time,concept,gas,concept,7
fact,concept,information,concept,1
load,concept,well,concept,1
why,concept,did,concept,5
list,concept,know,concept,1
intended,concept,email,concept,4
time,concept,agreement,concept,1
way,concept,issue,concept,2
central,concept,still,concept,1
commission,concept,meeting,concept,7
power,concept,approval,concept,1
did,concept,year,concept,1
weeks,concept,off,concept,1
transmission,concept,pacific,concept,4
customers,concept,full,concept,2
week,concept,more,concept,2
agreed,concept,need,concept,1
lunch,concept,tomorrow,concept,1
federal,concept,pipeline,concept,2
look,concept,comments,concept,2
services,concept,enron,concept,1
john,agent,send,concept,1
san,concept,office,concept,1
enron,concept,corp,concept,8
hear,concept,everything,concept,1
power,concept,under,concept,11
provided,concept,weeks,concept,1
rates,concept,long-term,concept,2
agreement,concept,necessary,concept,1
sell,concept,under,concept,4
gas,concept,issues,concept,3
access,concept,office,concept,1
proposal,concept,public,concept,1
manager,concept,west,concept,1
epmi,concept,portland,concept,1
want,concept,some,concept,3
time,concept,know,concept,1
energy,concept,services,concept,11
several,concept,generators,concept,5
work,concept,members,concept,2
north,concept,portland,concept,1
independent,concept,energy,concept,3
electric,concept,business,concept,6
purchase,concept,proposal,concept,1
want,concept,call,concept,2
day,concept,energy,concept,1
call,concept,like,concept,3
capacity,concept,hours,concept,1
review,concept,application,concept,2
last,concept,energy,concept,1
bill,agent,approval,concept,1
yes,concept,days,concept,1
looks,concept,like,concept,6
made,concept,work,concept,1
prices,concept,participants,concept,4
working,concept,jim,agent,1
process,concept,public,concept,1
contract,concept,water,concept,1
contracts,concept,according,concept,5
agency,concept,provided,concept,1
gas,concept,contract,concept,2
always,concept,said,concept,1
amount,concept,short,concept,1
need,concept,give,concept,3
gas,concept,plant,concept,2
currently,concept,deal,concept,1
ca,concept,office,concept,1
john,agent,ask,concept,1
demand,concept,retail,concept,1
california,location,electric,concept,2
proposed,concept,power,concept,1
energy,concept,law,concept,1
take,concept,give,concept,1
run,concept,then,concept,1
planning,concept,ready,concept,2
contact,concept,information,concept,4
book,concept,index,concept,1
market,concept,utility,concept,5
california,location,today,concept,1
sell,concept,power,concept,10
