source,source_type,target,target_type,weight
like,concept,more,concept,3
day,concept,last,concept,4
report,concept,office,concept,1
know,concept,enron,concept,5
look,concept,think,concept,1
going,concept,some,concept,2
want,concept,make,concept,4
know,concept,need,concept,11
plants,concept,plants,concept,1
enron,concept,meeting,concept,1
call,concept,going,concept,2
price,concept,company,concept,4
deal,concept,going,concept,2
discuss,concept,pipeline,concept,1
going,concept,time,concept,1
last,concept,trading,concept,4
send,concept,use,concept,1
commission,concept,gas,concept,1
john,agent,office,concept,3
business,concept,file,concept,1
transmission,concept,transmission,concept,1
company,concept,gas,concept,8
information,concept,intended,concept,3
said,concept,energy,concept,1
want,concept,more,concept,1
power,concept,prices,concept,3
upon,concept,upon,concept,1
enron,concept,houston,location,8
need,concept,day,concept,2
daily,concept,related,concept,1
company,concept,agreement,concept,2
san,concept,issue,concept,1
want,concept,short,concept,1
houston,location,office,concept,1
always,concept,always,concept,3
sold,concept,basis,concept,1
charge,concept,individual,concept,1
power,concept,system,concept,1
mark,concept,office,concept,1
north,concept,smith,agent,7
company,concept,price,concept,3
prices,concept,gas,concept,2
order,concept,need,concept,1
final,concept,sunday,concept,1
price,concept,sure,concept,1
gas,concept,enron,concept,6
different,concept,different,concept,1
var,concept,var,concept,1
gas,concept,then,concept,2
parties,concept,original,concept,2
east,concept,central,concept,1
review,concept,monday,concept,1
power,concept,purchase,concept,2
houston,location,texas,location,12
working,concept,texas,location,1
filing,concept,area,concept,2
desk,concept,call,concept,1
some,concept,still,concept,2
system,concept,run,concept,1
net,concept,short,concept,4
business,concept,last,concept,3
provide,concept,some,concept,1
customer,concept,company,concept,2
did,concept,send,concept,1
need,concept,operations,concept,1
distribution,concept,against,concept,1
scheduled,concept,without,concept,2
number,concept,enron,concept,1
well,concept,sure,concept,1
need,concept,make,concept,3
agree,concept,terms,concept,1
early,concept,hours,concept,2
think,concept,want,concept,2
questions,concept,questions,concept,2
america,concept,heard,concept,1
let,concept,questions,concept,8
sheet,concept,sheet,concept,1
questions,concept,need,concept,3
information,concept,under,concept,1
did,concept,email,concept,1
thing,concept,water,concept,1
price,concept,gas,concept,12
east,concept,east,concept,1
way,concept,high,concept,1
under,concept,order,concept,1
company,concept,number,concept,1
west,concept,west,concept,1
like,concept,meeting,concept,4
start,concept,down,concept,1
access,concept,call,concept,1
business,concept,date,concept,2
monday,concept,need,concept,2
transaction,concept,corp,concept,1
review,concept,following,concept,1
year,concept,year,concept,3
frank,agent,discussion,concept,1
date,concept,day,concept,2
week,concept,more,concept,1
report,concept,october,concept,1
development,concept,hr,concept,1
gas,concept,like,concept,2
think,concept,system,concept,1
page,concept,update,concept,1
still,concept,gas,concept,1
pm,concept,pm,concept,1
amount,concept,san,concept,1
enron,concept,enron,concept,6
state,concept,year,concept,1
know,concept,love,concept,1
plan,concept,friday,concept,1
party,concept,gas,concept,2
know,concept,questions,concept,8
october,concept,number,concept,1
fact,concept,joe,agent,2
work,concept,date,concept,2
plan,concept,meeting,concept,1
issue,concept,tomorrow,concept,1
file,concept,prices,concept,1
high,concept,total,concept,1
report,concept,following,concept,1
smith,agent,texas,location,11
world,concept,under,concept,1
prior,concept,last,concept,3
deal,concept,use,concept,1
enron,concept,points,concept,1
sure,concept,info,concept,1
some,concept,gas,concept,3
date,concept,start,concept,2
pipeline,concept,pipeline,concept,3
know,concept,good,concept,1
people,concept,people,concept,3
day,concept,trading,concept,2
event,concept,suite,concept,1
help,concept,working,concept,1
more,concept,money,concept,1
following,concept,monday,concept,1
currently,concept,working,concept,1
enron,concept,power,concept,3
discuss,concept,more,concept,1
week,concept,next,concept,2
said,concept,market,concept,1
then,concept,prices,concept,1
send,concept,contract,concept,1
sure,concept,products,concept,2
issue,concept,still,concept,1
work,concept,well,concept,2
wholesale,concept,texas,location,2
let,concept,like,concept,2
mark,concept,think,concept,1
down,concept,some,concept,1
provide,concept,gas,concept,3
good,concept,deal,concept,1
going,concept,notice,concept,1
then,concept,agreement,concept,1
still,concept,work,concept,2
money,concept,term,concept,1
san,concept,afternoon,concept,1
rates,concept,like,concept,1
status,concept,today,concept,2
prices,concept,prior,concept,1
did,concept,know,concept,1
know,concept,changes,concept,4
sunday,concept,without,concept,2
hey,concept,correct,concept,1
today,concept,early,concept,1
file,concept,next,concept,1
know,concept,hey,concept,1
joe,agent,early,concept,2
information,concept,order,concept,1
want,concept,going,concept,2
california,location,more,concept,5
like,concept,discuss,concept,3
through,concept,fact,concept,1
currently,concept,city,concept,2
through,concept,let,concept,1
back,concept,day,concept,1
texas,location,east,concept,2
transaction,concept,price,concept,2
actually,concept,yet,concept,1
physical,concept,contracts,concept,1
gas,concept,report,concept,4
click,concept,copy,concept,1
help,concept,some,concept,2
like,concept,let,concept,3
var,concept,prior,concept,1
need,concept,trade,concept,2
hear,concept,going,concept,1
copies,concept,october,concept,1
power,concept,early,concept,2
some,concept,energy,concept,1
trading,concept,day,concept,2
hey,concept,happy,concept,1
make,concept,jeff,agent,1
prior,concept,date,concept,2
given,concept,future,concept,1
company,concept,california,location,2
enron,concept,need,concept,3
board,concept,related,concept,1
work,concept,email,concept,1
marketing,concept,use,concept,2
next,concept,week,concept,10
more,concept,gas,concept,3
susan,agent,know,concept,1
intended,concept,message,concept,3
smith,agent,like,concept,1
office,concept,enron,concept,1
sign,concept,off,concept,2
like,concept,use,concept,3
water,concept,agreement,concept,2
why,concept,need,concept,2
day,concept,contract,concept,2
gas,concept,system,concept,4
help,concept,hour,concept,1
gas,concept,north,concept,2
look,concept,working,concept,1
filing,concept,settlement,concept,1
need,concept,access,concept,2
bad,concept,thing,concept,1
energy,concept,meeting,concept,2
going,concept,well,concept,3
some,concept,company,concept,1
response,concept,made,concept,1
physical,concept,related,concept,1
contract,concept,transaction,concept,1
said,concept,chris,agent,1
price,concept,high,concept,2
take,concept,corporate,concept,1
found,concept,right,concept,1
let,concept,need,concept,8
payment,concept,charge,concept,1
day,concept,date,concept,2
discuss,concept,going,concept,3
heard,concept,manager,concept,1
mark,concept,wholesale,concept,1
still,concept,kim,agent,1
ask,concept,groups,concept,1
following,concept,date,concept,1
following,concept,customers,concept,1
time,concept,still,concept,1
energy,concept,report,concept,1
need,concept,give,concept,2
purchase,concept,did,concept,1
provide,concept,demand,concept,2
customer,concept,without,concept,2
having,concept,some,concept,1
like,concept,following,concept,2
work,concept,state,concept,2
still,concept,then,concept,1
without,concept,events,concept,2
made,concept,prior,concept,2
file,concept,comments,concept,2
delivery,concept,add,concept,1
date,concept,last,concept,2
run,concept,report,concept,1
volume,concept,pipeline,concept,1
then,concept,price,concept,4
know,concept,always,concept,1
full,concept,day,concept,1
energy,concept,enron,concept,6
available,concept,days,concept,1
going,concept,work,concept,2
still,concept,need,concept,5
discussion,concept,questions,concept,1
gas,concept,next,concept,1
some,concept,process,concept,1
good,concept,america,concept,1
weather,concept,desk,concept,1
think,concept,make,concept,1
demand,concept,pipeline,concept,1
agreement,concept,power,concept,4
think,concept,well,concept,2
mw,concept,power,concept,2
through,concept,comments,concept,1
know,concept,like,concept,3
use,concept,related,concept,1
still,concept,contracts,concept,2
report,concept,today,concept,1
public,concept,agreement,concept,2
some,concept,discussion,concept,2
pick,concept,curve,concept,1
more,concept,well,concept,1
party,concept,questions,concept,1
net,concept,meeting,concept,1
report,concept,mark,concept,1
desk,concept,physical,concept,2
take,concept,let,concept,1
past,concept,york,concept,2
information,concept,company,concept,1
enron,concept,west,concept,1
make,concept,without,concept,1
currently,concept,san,concept,2
gas,concept,energy,concept,2
corporate,concept,symbol,concept,2
board,concept,members,concept,2
tomorrow,concept,morning,concept,1
monday,concept,full,concept,1
delete,concept,message,concept,3
prior,concept,time,concept,1
number,concept,october,concept,2
next,concept,weeks,concept,6
california,location,gas,concept,3
deal,concept,know,concept,1
requested,concept,effective,concept,1
change,concept,items,concept,1
company,concept,charge,concept,1
order,concept,work,concept,1
notify,concept,immediately,concept,6
high,concept,term,concept,1
meeting,concept,committee,concept,1
process,concept,did,concept,1
through,concept,enron,concept,1
sure,concept,why,concept,1
least,concept,sure,concept,1
general,concept,use,concept,1
trades,concept,today,concept,1
payment,concept,some,concept,1
approval,concept,yes,concept,1
game,concept,week,concept,1
price,concept,transaction,concept,2
want,concept,email,concept,2
transmission,concept,given,concept,2
business,concept,prior,concept,2
back,concept,think,concept,1
future,concept,said,concept,1
against,concept,federal,concept,1
time,concept,last,concept,1
parties,concept,think,concept,1
back,concept,bill,agent,1
business,concept,model,concept,2
back,concept,last,concept,3
pacific,concept,electric,concept,3
following,concept,next,concept,1
talking,concept,business,concept,1
power,concept,enron,concept,2
change,concept,delivery,concept,1
well,concept,state,concept,2
enron,concept,file,concept,5
power,concept,last,concept,1
cover,concept,gas,concept,2
changes,concept,members,concept,1
following,concept,information,concept,1
company,concept,time,concept,4
demand,concept,charge,concept,3
more,concept,trading,concept,1
volumes,concept,day,concept,1
like,concept,information,concept,1
trade,concept,products,concept,1
york,concept,power,concept,2
john,agent,sure,concept,1
immediately,concept,delete,concept,7
without,concept,currently,concept,1
going,concept,decision,concept,1
october,concept,october,concept,3
send,concept,response,concept,1
work,concept,let,concept,1
friday,concept,think,concept,1
meeting,concept,weather,concept,1
following,concept,gas,concept,2
related,concept,november,concept,1
use,concept,sale,concept,1
following,concept,day,concept,2
east,concept,desk,concept,1
transmission,concept,fact,concept,2
department,concept,always,concept,1
people,concept,week,concept,1
provide,concept,pipeline,concept,1
gas,concept,index,concept,1
next,concept,work,concept,3
back,concept,close,concept,1
year,concept,ews,concept,1
people,concept,give,concept,1
utility,concept,section,concept,1
some,concept,then,concept,1
weeks,concept,said,concept,1
let,concept,oct,concept,1
course,concept,went,concept,1
work,concept,still,concept,1
guy,concept,look,concept,1
gas,concept,marketing,concept,1
know,concept,information,concept,3
experience,concept,working,concept,1
back,concept,week,concept,1
never,concept,least,concept,2
think,concept,back,concept,2
sure,concept,think,concept,1
mike,agent,file,concept,1
big,concept,sunday,concept,2
gas,concept,pipeline,concept,18
morning,concept,made,concept,1
know,concept,gas,concept,1
mark,concept,number,concept,1
pjm,concept,least,concept,1
total,concept,load,concept,1
october,concept,cash,concept,1
planning,concept,monday,concept,2
need,concept,work,concept,2
sure,concept,jeff,agent,1
bank,concept,america,concept,1
money,concept,money,concept,2
company,concept,information,concept,1
today,concept,look,concept,1
number,concept,days,concept,1
power,concept,marketing,concept,4
provide,concept,good,concept,1
course,concept,prior,concept,1
contracts,concept,power,concept,2
need,concept,enron,concept,1
some,concept,level,concept,1
power,concept,gas,concept,2
called,concept,enron,concept,5
help,concept,prices,concept,1
contracts,concept,contract,concept,3
pipeline,concept,provide,concept,1
change,concept,make,concept,1
make,concept,short,concept,1
make,concept,call,concept,1
more,concept,more,concept,5
like,concept,send,concept,3
ken,agent,ken,agent,2
firm,concept,company,concept,1
period,concept,delivery,concept,2
some,concept,corporate,concept,2
error,concept,delete,concept,7
provide,concept,payment,concept,1
know,concept,california,location,1
department,concept,water,concept,2
contracts,concept,gas,concept,1
taking,concept,day,concept,1
email,concept,send,concept,2
date,concept,friday,concept,1
notify,concept,delete,concept,6
proposed,concept,site,concept,2
longer,concept,having,concept,2
like,concept,ask,concept,1
work,concept,through,concept,1
price,concept,under,concept,2
why,concept,why,concept,1
october,concept,board,concept,2
contact,concept,info,concept,1
know,concept,west,concept,1
message,concept,comments,concept,1
tom,agent,paso,concept,1
file,concept,file,concept,1
know,concept,proposed,concept,1
meeting,concept,going,concept,1
contracts,concept,still,concept,2
meeting,concept,let,concept,1
mark,concept,pipeline,concept,2
pipeline,concept,office,concept,1
some,concept,hour,concept,1
then,concept,sure,concept,1
energy,concept,power,concept,2
email,concept,email,concept,3
power,concept,provide,concept,1
work,concept,send,concept,1
regulatory,concept,fact,concept,2
people,concept,york,concept,1
mail,concept,send,concept,1
sara,agent,sara,agent,1
hours,concept,price,concept,2
received,concept,back,concept,2
participants,concept,october,concept,2
company,concept,like,concept,4
october,concept,immediately,concept,1
rates,concept,rates,concept,1
general,concept,wholesale,concept,1
click,concept,click,concept,2
like,concept,week,concept,1
everyone,concept,help,concept,1
today,concept,next,concept,1
agreement,concept,gas,concept,2
mary,agent,senior,concept,1
then,concept,then,concept,1
regulatory,concept,good,concept,2
plan,concept,sunday,concept,2
still,concept,hour,concept,1
prices,concept,california,location,2
down,concept,having,concept,1
back,concept,today,concept,2
houston,location,under,concept,2
amount,concept,issue,concept,1
hey,concept,well,concept,1
via,concept,via,concept,1
october,concept,copy,concept,1
sure,concept,purchase,concept,1
issue,concept,through,concept,1
future,concept,meeting,concept,1
file,concept,under,concept,1
ferc,concept,ferc,concept,1
america,concept,houston,location,7
use,concept,following,concept,1
west,concept,business,concept,1
report,concept,click,concept,1
october,concept,through,concept,1
today,concept,today,concept,1
last,concept,report,concept,3
line,concept,line,concept,1
some,concept,people,concept,1
want,concept,right,concept,1
employee,concept,questions,concept,1
off,concept,power,concept,1
some,concept,staff,concept,1
curve,concept,curve,concept,1
enron,concept,october,concept,2
price,concept,prices,concept,3
michelle,agent,still,concept,1
mark,concept,more,concept,1
questions,concept,let,concept,5
contact,concept,contact,concept,1
hear,concept,time,concept,1
lunch,concept,hour,concept,1
mark,concept,enron,concept,3
texas,location,texas,location,1
number,concept,contracts,concept,2
open,concept,open,concept,2
anyone,concept,changes,concept,1
portland,concept,talking,concept,1
open,concept,charge,concept,1
question,concept,var,concept,1
help,concept,supply,concept,2
october,concept,friday,concept,1
contract,concept,called,concept,1
cover,concept,central,concept,1
houston,location,found,concept,2
review,concept,let,concept,1
customers,concept,currently,concept,1
order,concept,order,concept,1
permit,concept,own,concept,1
access,concept,products,concept,1
number,concept,basis,concept,1
office,concept,take,concept,1
info,concept,eol,concept,1
notify,concept,original,concept,4
gas,concept,year,concept,1
number,concept,changes,concept,1
call,concept,questions,concept,8
look,concept,look,concept,1
need,concept,fact,concept,1
good,concept,good,concept,1
sure,concept,good,concept,1
contracts,concept,cash,concept,1
good,concept,energy,concept,2
job,concept,job,concept,1
price,concept,meeting,concept,1
edison,agent,everyone,concept,1
smith,agent,houston,location,17
day,concept,following,concept,3
gas,concept,document,concept,1
prices,concept,prices,concept,1
year,concept,requested,concept,3
company,concept,firm,concept,1
next,concept,governor,concept,2
people,concept,through,concept,4
ferc,concept,bob,agent,1
high,concept,prices,concept,2
email,concept,back,concept,4
power,concept,contracts,concept,5
short,concept,order,concept,1
send,concept,business,concept,1
make,concept,still,concept,1
enron,concept,business,concept,3
hours,concept,take,concept,1
report,concept,firm,concept,2
desk,concept,today,concept,1
work,concept,day,concept,1
work,concept,mark,concept,1
pretty,concept,order,concept,1
market,concept,gas,concept,3
governor,concept,well,concept,2
basis,concept,different,concept,2
enron,concept,north,concept,16
pipeline,concept,help,concept,1
north,concept,west,concept,1
day,concept,time,concept,1
work,concept,number,concept,3
email,concept,transmission,concept,4
last,concept,prices,concept,1
report,concept,cash,concept,1
some,concept,enron,concept,1
process,concept,prices,concept,1
gas,concept,day,concept,9
thing,concept,way,concept,2
index,concept,changes,concept,1
trading,concept,well,concept,3
problem,concept,contract,concept,1
still,concept,final,concept,1
time,concept,going,concept,1
hear,concept,tomorrow,concept,1
items,concept,desk,concept,1
desk,concept,term,concept,1
following,concept,currently,concept,1
access,concept,following,concept,1
number,concept,people,concept,1
time,concept,blackberry,concept,1
special,concept,test,concept,1
way,concept,year,concept,1
ews,concept,access,concept,1
without,concept,change,concept,3
every,concept,curve,concept,1
specific,concept,next,concept,1
want,concept,know,concept,1
november,concept,monday,concept,2
total,concept,points,concept,2
items,concept,staff,concept,1
said,concept,weeks,concept,1
resources,concept,agreement,concept,2
price,concept,contract,concept,3
days,concept,work,concept,1
effective,concept,day,concept,1
weeks,concept,back,concept,1
prior,concept,settlement,concept,1
people,concept,game,concept,1
mark,concept,elizabeth,agent,1
file,concept,then,concept,1
system,concept,price,concept,1
did,concept,contract,concept,1
friday,concept,take,concept,1
committee,concept,board,concept,1
some,concept,lunch,concept,1
questions,concept,canada,concept,1
like,concept,date,concept,1
regulatory,concept,real,concept,2
prices,concept,then,concept,3
discuss,concept,enron,concept,1
heard,concept,once,concept,1
thank,concept,look,concept,1
next,concept,more,concept,1
monday,concept,afternoon,concept,1
room,concept,power,concept,1
some,concept,money,concept,1
took,concept,job,concept,3
eol,concept,id,concept,1
market,concept,energy,concept,2
price,concept,desk,concept,1
york,concept,going,concept,1
think,concept,week,concept,1
sorry,concept,did,concept,1
utility,concept,electric,concept,2
effective,concept,need,concept,1
gas,concept,today,concept,1
some,concept,items,concept,1
gas,concept,electric,concept,4
socal,concept,course,concept,1
open,concept,want,concept,1
net,concept,time,concept,1
generators,concept,regulatory,concept,2
earlier,concept,requested,concept,3
contract,concept,price,concept,5
working,concept,deal,concept,1
necessary,concept,customers,concept,1
basis,concept,using,concept,1
early,concept,next,concept,6
why,concept,enron,concept,3
amount,concept,water,concept,1
work,concept,time,concept,2
received,concept,sender,concept,4
call,concept,work,concept,2
following,concept,november,concept,2
discuss,concept,some,concept,2
next,concept,know,concept,1
give,concept,day,concept,1
number,concept,trade,concept,1
copy,concept,day,concept,1
energy,concept,via,concept,1
then,concept,delete,concept,2
books,concept,currently,concept,1
utility,concept,agreement,concept,2
need,concept,change,concept,2
working,concept,items,concept,1
enron,concept,call,concept,1
business,concept,ken,agent,2
information,concept,next,concept,3
next,concept,complete,concept,1
gas,concept,days,concept,1
like,concept,good,concept,1
requested,concept,included,concept,1
last,concept,days,concept,1
pjm,concept,members,concept,1
enron,concept,time,concept,2
meeting,concept,more,concept,1
like,concept,customer,concept,1
need,concept,then,concept,1
least,concept,well,concept,2
sell,concept,physical,concept,1
email,concept,like,concept,1
run,concept,well,concept,1
demand,concept,gas,concept,1
take,concept,time,concept,1
why,concept,contract,concept,2
marketing,concept,model,concept,1
back,concept,some,concept,2
model,concept,use,concept,1
price,concept,today,concept,2
load,concept,prices,concept,1
called,concept,agreement,concept,1
future,concept,want,concept,1
services,concept,need,concept,3
enron,concept,like,concept,7
make,concept,info,concept,1
open,concept,desk,concept,1
business,concept,day,concept,9
agreement,concept,let,concept,1
contract,concept,comments,concept,1
people,concept,sign,concept,1
right,concept,yes,concept,1
more,concept,call,concept,3
provided,concept,transaction,concept,1
today,concept,trades,concept,2
know,concept,received,concept,1
provide,concept,prices,concept,3
enron,concept,eb,concept,7
status,concept,mark,concept,1
way,concept,blackberry,concept,1
though,concept,agreed,concept,1
original,concept,transaction,concept,2
think,concept,right,concept,1
know,concept,time,concept,1
under,concept,trading,concept,2
issues,concept,want,concept,1
following,concept,access,concept,4
operations,concept,experience,concept,1
meeting,concept,questions,concept,1
year,concept,file,concept,3
charge,concept,contract,concept,1
took,concept,meeting,concept,2
need,concept,response,concept,1
back,concept,gas,concept,1
proposed,concept,mw,concept,2
access,concept,market,concept,2
term,concept,cash,concept,2
picture,concept,independent,concept,2
want,concept,today,concept,1
comments,concept,commission,concept,1
october,concept,know,concept,1
order,concept,some,concept,1
need,concept,time,concept,3
click,concept,following,concept,4
via,concept,debt,concept,1
meeting,concept,enron,concept,2
friend,concept,america,concept,1
make,concept,send,concept,1
send,concept,original,concept,1
physical,concept,call,concept,5
questions,concept,call,concept,2
mike,agent,day,concept,1
some,concept,frank,agent,1
good,concept,short,concept,1
called,concept,mw,concept,1
agree,concept,right,concept,1
pipeline,concept,like,concept,2
error,concept,information,concept,2
staff,concept,gas,concept,1
then,concept,run,concept,2
daily,concept,physical,concept,2
purchase,concept,gas,concept,1
sell,concept,gas,concept,4
work,concept,know,concept,1
changes,concept,never,concept,1
more,concept,details,concept,1
review,concept,send,concept,1
committee,concept,october,concept,1
send,concept,enron,concept,1
made,concept,good,concept,1
went,concept,back,concept,1
meeting,concept,morning,concept,1
back,concept,more,concept,2
friend,concept,called,concept,1
filed,concept,company,concept,1
send,concept,notice,concept,1
volume,concept,co,concept,1
close,concept,line,concept,1
gas,concept,said,concept,1
time,concept,company,concept,2
report,concept,looks,concept,1
talked,concept,know,concept,1
price,concept,index,concept,2
event,concept,price,concept,2
unit,concept,called,concept,1
rates,concept,still,concept,1
leave,concept,state,concept,2
mark,concept,down,concept,1
information,concept,working,concept,1
need,concept,products,concept,1
america,concept,eb,concept,7
today,concept,issues,concept,1
good,concept,friend,concept,1
discussion,concept,items,concept,1
given,concept,items,concept,1
year,concept,longer,concept,1
regulatory,concept,commission,concept,1
pick,concept,business,concept,1
need,concept,through,concept,2
individual,concept,event,concept,1
like,concept,copy,concept,3
back,concept,early,concept,1
law,concept,change,concept,1
ask,concept,direct,concept,1
message,concept,send,concept,1
hours,concept,unit,concept,1
houston,location,take,concept,1
date,concept,said,concept,1
changes,concept,pjm,concept,1
gas,concept,prices,concept,4
question,concept,trades,concept,1
next,concept,several,concept,1
monday,concept,november,concept,1
questions,concept,changes,concept,1
full,concept,work,concept,1
send,concept,copies,concept,1
program,concept,information,concept,1
requested,concept,against,concept,3
planning,concept,taking,concept,1
bank,concept,called,concept,1
work,concept,enron,concept,5
scheduled,concept,november,concept,1
access,concept,need,concept,1
long-term,concept,still,concept,2
early,concept,unit,concept,1
price,concept,term,concept,1
information,concept,know,concept,2
know,concept,mark,concept,1
think,concept,close,concept,1
pretty,concept,sure,concept,1
transaction,concept,agreement,concept,1
location,concept,think,concept,1
steve,agent,currently,concept,1
info,concept,energy,concept,1
take,concept,judge,concept,1
today,concept,down,concept,3
pacific,concept,california,location,2
opportunity,concept,future,concept,1
enron,concept,debt,concept,2
send,concept,email,concept,3
actually,concept,show,concept,2
power,concept,contract,concept,2
james,agent,north,concept,1
last,concept,know,concept,1
friday,concept,off,concept,1
some,concept,power,concept,1
enron,concept,market,concept,10
review,concept,committee,concept,4
changes,concept,call,concept,1
money,concept,did,concept,2
changes,concept,necessary,concept,2
info,concept,regulatory,concept,1
management,concept,meeting,concept,1
provided,concept,presentation,concept,2
make,concept,pipeline,concept,1
price,concept,agreed,concept,2
daily,concept,upon,concept,1
period,concept,transaction,concept,3
last,concept,period,concept,1
plant,concept,least,concept,2
friday,concept,monday,concept,1
review,concept,report,concept,1
everything,concept,looks,concept,2
event,concept,change,concept,2
today,concept,energy,concept,1
still,concept,net,concept,4
heard,concept,meeting,concept,2
take,concept,office,concept,1
enron,concept,customers,concept,1
changes,concept,east,concept,1
management,concept,system,concept,2
transaction,concept,trade,concept,1
time,concept,date,concept,3
san,concept,past,concept,2
gas,concept,think,concept,1
look,concept,report,concept,1
system,concept,october,concept,1
frank,agent,experience,concept,1
year,concept,enron,concept,4
steve,agent,know,concept,1
sign,concept,comments,concept,1
curve,concept,event,concept,1
sure,concept,look,concept,1
power,concept,regulatory,concept,2
gas,concept,commission,concept,1
immediately,concept,gas,concept,2
steve,agent,sold,concept,1
enron,concept,energy,concept,4
did,concept,year,concept,1
trade,concept,energy,concept,2
delivery,concept,transaction,concept,2
water,concept,resources,concept,2
some,concept,let,concept,1
off,concept,early,concept,2
think,concept,application,concept,1
october,concept,power,concept,4
contracts,concept,agreements,concept,2
california,location,ca,concept,1
good,concept,work,concept,1
immediately,concept,original,concept,4
office,concept,net,concept,1
payment,concept,following,concept,1
meeting,concept,make,concept,1
make,concept,bring,concept,1
company,concept,energy,concept,4
price,concept,requested,concept,1
going,concept,big,concept,2
power,concept,plant,concept,6
day,concept,like,concept,2
today,concept,discuss,concept,4
course,concept,send,concept,1
order,concept,make,concept,1
meeting,concept,tomorrow,concept,2
make,concept,year,concept,1
today,concept,like,concept,2
plants,concept,pipeline,concept,1
start,concept,monday,concept,1
fact,concept,kim,agent,1
bob,agent,morning,concept,1
email,concept,gas,concept,1
company,concept,market,concept,2
call,concept,ask,concept,3
market,concept,today,concept,1
last,concept,think,concept,1
contracts,concept,approval,concept,2
employee,concept,deal,concept,1
more,concept,then,concept,1
central,concept,time,concept,3
following,concept,company,concept,1
access,concept,daily,concept,1
energy,concept,company,concept,9
need,concept,october,concept,1
call,concept,like,concept,1
gas,concept,market,concept,4
ask,concept,information,concept,3
board,concept,committee,concept,1
working,concept,report,concept,1
fact,concept,early,concept,2
period,concept,enron,concept,2
let,concept,mark,concept,1
ferc,concept,least,concept,1
working,concept,agreement,concept,2
every,concept,michelle,agent,1
committee,concept,pjm,concept,1
everyone,concept,why,concept,1
take,concept,look,concept,1
well,concept,october,concept,1
working,concept,related,concept,1
energy,concept,law,concept,1
let,concept,response,concept,1
different,concept,some,concept,1
week,concept,look,concept,1
people,concept,list,concept,1
run,concept,prior,concept,1
having,concept,basis,concept,1
know,concept,necessary,concept,1
mark,concept,status,concept,1
review,concept,need,concept,1
short,concept,contracts,concept,2
area,concept,next,concept,2
open,concept,items,concept,1
status,concept,report,concept,1
taking,concept,market,concept,2
price,concept,down,concept,1
power,concept,management,concept,1
deal,concept,payment,concept,1
prices,concept,market,concept,1
having,concept,today,concept,1
why,concept,heard,concept,1
term,concept,way,concept,1
ole,concept,independent,concept,2
copy,concept,revised,concept,1
down,concept,tomorrow,concept,1
period,concept,via,concept,1
mark,concept,greg,agent,1
houston,location,some,concept,2
anyone,concept,questions,concept,2
requested,concept,file,concept,3
