source,source_type,target,target_type,weight
open,concept,july,concept,1
some,concept,gas,concept,1
information,concept,gas,concept,1
down,concept,make,concept,1
need,concept,some,concept,3
filing,concept,upon,concept,1
through,concept,high,concept,1
through,concept,enron,concept,2
gas,concept,last,concept,3
like,concept,back,concept,1
more,concept,contracts,concept,1
review,concept,order,concept,1
power,concept,review,concept,1
development,concept,development,concept,1
company,concept,business,concept,1
people,concept,enron,concept,1
need,concept,know,concept,4
think,concept,make,concept,1
use,concept,information,concept,2
good,concept,did,concept,1
use,concept,agreement,concept,1
afternoon,concept,short,concept,1
call,concept,power,concept,1
know,concept,like,concept,1
more,concept,information,concept,2
know,concept,available,concept,2
having,concept,tom,agent,1
enron,concept,capacity,concept,1
know,concept,email,concept,1
under,concept,contract,concept,2
bring,concept,fuel,concept,2
more,concept,pipeline,concept,1
know,concept,day,concept,1
services,concept,services,concept,1
know,concept,information,concept,2
want,concept,make,concept,3
back,concept,information,concept,1
management,concept,management,concept,1
way,concept,down,concept,1
line,concept,distribution,concept,1
gas,concept,time,concept,1
houston,location,like,concept,2
visit,concept,website,concept,4
list,concept,following,concept,1
plan,concept,next,concept,1
work,concept,day,concept,1
next,concept,week,concept,8
some,concept,help,concept,1
know,concept,need,concept,6
pipeline,concept,some,concept,1
let,concept,going,concept,2
energy,concept,management,concept,3
received,concept,through,concept,1
using,concept,line,concept,1
enron,concept,gas,concept,1
rates,concept,rates,concept,1
trades,concept,development,concept,1
meeting,concept,enron,concept,1
look,concept,some,concept,2
some,concept,good,concept,1
said,concept,message,concept,1
energy,concept,november,concept,1
look,concept,following,concept,1
purchase,concept,price,concept,1
deal,concept,still,concept,1
charge,concept,charge,concept,5
special,concept,november,concept,2
know,concept,special,concept,1
questions,concept,let,concept,3
distribution,concept,access,concept,1
friday,concept,through,concept,1
price,concept,said,concept,1
think,concept,know,concept,1
access,concept,access,concept,1
gas,concept,call,concept,1
week,concept,week,concept,1
well,concept,time,concept,1
need,concept,let,concept,3
notify,concept,reply,concept,2
trading,concept,markets,concept,1
give,concept,discuss,concept,1
everyone,concept,know,concept,1
give,concept,call,concept,8
review,concept,work,concept,1
know,concept,message,concept,1
enron,concept,business,concept,2
let,concept,need,concept,4
making,concept,making,concept,3
work,concept,order,concept,1
contact,concept,pipeline,concept,1
email,concept,comments,concept,1
power,concept,power,concept,2
review,concept,use,concept,1
trading,concept,trading,concept,2
make,concept,work,concept,2
meetings,concept,meetings,concept,1
included,concept,release,concept,1
appreciate,concept,everything,concept,1
then,concept,help,concept,1
weather,concept,retail,concept,1
currently,concept,november,concept,1
trading,concept,day,concept,1
daily,concept,daily,concept,1
then,concept,firm,concept,1
today,concept,know,concept,2
wholesale,concept,houston,location,13
available,concept,then,concept,1
still,concept,need,concept,1
more,concept,give,concept,1
sender,concept,reply,concept,2
need,concept,then,concept,1
commercial,concept,traders,concept,1
enron,concept,provide,concept,3
know,concept,agreement,concept,3
east,concept,pjm,concept,1
floor,concept,floor,concept,1
contact,concept,people,concept,1
copies,concept,copies,concept,3
october,concept,november,concept,1
ferc,concept,give,concept,1
provide,concept,deal,concept,1
did,concept,did,concept,1
several,concept,corporate,concept,1
participants,concept,every,concept,1
party,concept,anyone,concept,1
give,concept,enron,concept,1
review,concept,comments,concept,1
customer,concept,start,concept,1
need,concept,like,concept,2
going,concept,work,concept,1
then,concept,provide,concept,1
business,concept,enron,concept,1
enron,concept,market,concept,1
later,concept,problem,concept,1
trading,concept,market,concept,1
heard,concept,time,concept,1
copy,concept,anyone,concept,2
info,concept,jeff,agent,1
organization,concept,appropriate,concept,1
capacity,concept,ferc,concept,1
pacific,concept,utility,concept,1
meeting,concept,call,concept,1
cover,concept,nov,concept,4
know,concept,party,concept,1
services,concept,like,concept,1
ready,concept,employee,concept,1
working,concept,week,concept,1
index,concept,index,concept,1
like,concept,meeting,concept,2
think,concept,like,concept,2
add,concept,sheet,concept,1
deal,concept,deal,concept,1
enron,concept,down,concept,3
short,concept,short,concept,6
agreements,concept,specific,concept,1
high,concept,intended,concept,1
energy,concept,know,concept,1
need,concept,need,concept,1
past,concept,future,concept,1
following,concept,federal,concept,1
call,concept,order,concept,2
canada,concept,market,concept,1
net,concept,cash,concept,4
love,concept,make,concept,1
contact,concept,list,concept,1
ole,concept,ole,concept,23
power,concept,day,concept,1
questions,concept,know,concept,3
call,concept,process,concept,1
government,concept,experience,concept,1
energy,concept,friday,concept,1
picture,concept,picture,concept,23
market,concept,management,concept,1
love,concept,sure,concept,1
appreciate,concept,agree,concept,1
given,concept,still,concept,1
trades,concept,bank,concept,1
access,concept,high,concept,1
gas,concept,electric,concept,2
information,concept,message,concept,8
following,concept,report,concept,1
gary,agent,pipeline,concept,1
early,concept,next,concept,3
price,concept,price,concept,1
like,concept,look,concept,2
like,concept,some,concept,1
capacity,concept,central,concept,1
run,concept,organization,concept,1
market,concept,call,concept,1
message,concept,business,concept,3
gas,concept,under,concept,3
under,concept,trading,concept,2
issue,concept,review,concept,1
phillip,agent,richard,agent,1
need,concept,review,concept,3
look,concept,look,concept,1
agreement,concept,year,concept,1
questions,concept,contact,concept,2
made,concept,section,concept,1
model,concept,model,concept,1
canada,concept,general,concept,1
every,concept,sure,concept,1
following,concept,prior,concept,1
work,concept,enron,concept,1
call,concept,discuss,concept,5
business,concept,business,concept,1
market,concept,need,concept,1
desk,concept,desk,concept,1
way,concept,number,concept,1
trading,concept,under,concept,3
let,concept,want,concept,1
appreciate,concept,joe,agent,1
without,concept,picture,concept,1
today,concept,plan,concept,1
sign,concept,nov,concept,1
off,concept,more,concept,1
issue,concept,reports,concept,1
let,concept,joe,agent,1
state,concept,trade,concept,1
morning,concept,list,concept,1
order,concept,open,concept,1
october,concept,central,concept,1
intended,concept,specific,concept,7
daily,concept,under,concept,1
looks,concept,pretty,concept,2
business,concept,information,concept,2
provide,concept,necessary,concept,1
update,concept,status,concept,3
customers,concept,electric,concept,1
deal,concept,enron,concept,1
need,concept,help,concept,6
day,concept,event,concept,1
report,concept,want,concept,1
received,concept,language,concept,1
book,concept,like,concept,1
regulatory,concept,commission,concept,1
purchase,concept,november,concept,1
retail,concept,load,concept,1
america,concept,smith,agent,3
office,concept,number,concept,1
following,concept,need,concept,1
senior,concept,smith,agent,2
day,concept,last,concept,1
scheduled,concept,yet,concept,1
report,concept,following,concept,1
bill,agent,list,concept,1
friday,concept,afternoon,concept,3
let,concept,work,concept,3
october,concept,last,concept,1
central,concept,station,concept,1
real,concept,state,concept,1
made,concept,filing,concept,1
center,concept,level,concept,1
charge,concept,planning,concept,1
smith,agent,texas,location,8
far,concept,off,concept,1
want,concept,discuss,concept,2
energy,concept,services,concept,7
received,concept,department,concept,1
gas,concept,october,concept,2
power,concept,energy,concept,1
show,concept,system,concept,1
issues,concept,take,concept,1
need,concept,change,concept,1
wholesale,concept,products,concept,1
want,concept,know,concept,2
did,concept,last,concept,4
way,concept,through,concept,1
through,concept,market,concept,1
sure,concept,info,concept,1
payment,concept,made,concept,6
lunch,concept,then,concept,1
start,concept,customer,concept,1
make,concept,central,concept,1
sender,concept,error,concept,1
look,concept,plan,concept,1
more,concept,need,concept,1
houston,location,reports,concept,1
message,concept,week,concept,1
let,concept,time,concept,2
ca,concept,trading,concept,1
meeting,concept,information,concept,1
run,concept,report,concept,1
firm,concept,january,concept,1
need,concept,think,concept,4
delete,concept,copies,concept,5
enron,concept,markets,concept,1
jim,agent,committee,concept,1
provide,concept,market,concept,1
look,concept,know,concept,3
currently,concept,price,concept,1
review,concept,related,concept,1
agree,concept,agreement,concept,1
market,concept,well,concept,1
date,concept,made,concept,2
show,concept,least,concept,1
agreement,concept,under,concept,1
sara,agent,smith,agent,10
issues,concept,contact,concept,1
electric,concept,company,concept,1
enron,concept,sell,concept,1
like,concept,room,concept,1
market,concept,sell,concept,1
comments,concept,filing,concept,1
call,concept,today,concept,3
related,concept,required,concept,1
commission,concept,special,concept,1
market,concept,sheet,concept,1
changes,concept,products,concept,1
intended,concept,message,concept,7
center,concept,last,concept,1
gas,concept,power,concept,4
hours,concept,tim,concept,1
commercial,concept,more,concept,1
meetings,concept,via,concept,2
take,concept,friday,concept,2
contract,concept,then,concept,1
information,concept,meeting,concept,1
website,concept,information,concept,1
system,concept,gas,concept,1
work,concept,email,concept,1
appropriate,concept,know,concept,1
know,concept,scheduled,concept,1
last,concept,week,concept,6
working,concept,north,concept,1
message,concept,delete,concept,2
markets,concept,management,concept,1
take,concept,issues,concept,1
electric,concept,california,location,1
know,concept,questions,concept,9
power,concept,co,concept,2
good,concept,experience,concept,1
term,concept,year,concept,1
rates,concept,session,concept,1
special,concept,copies,concept,1
year,concept,later,concept,1
think,concept,system,concept,1
john,agent,well,concept,1
party,concept,transaction,concept,14
jim,agent,energy,concept,1
want,concept,management,concept,1
meeting,concept,subject,concept,1
approval,concept,section,concept,1
through,concept,level,concept,1
process,concept,back,concept,1
enron,concept,eb,concept,4
ready,concept,upon,concept,1
last,concept,message,concept,2
year,concept,did,concept,1
provide,concept,gas,concept,1
four,concept,counsel,concept,1
order,concept,time,concept,1
notify,concept,delete,concept,4
bring,concept,performance,concept,1
information,concept,contact,concept,2
full,concept,hours,concept,1
still,concept,working,concept,3
least,concept,short,concept,1
under,concept,agreement,concept,4
like,concept,purchase,concept,1
still,concept,date,concept,2
high,concept,access,concept,1
later,concept,today,concept,1
commission,concept,meetings,concept,1
trade,concept,sure,concept,1
business,concept,day,concept,3
date,concept,november,concept,1
bring,concept,run,concept,1
sure,concept,information,concept,2
following,concept,information,concept,1
payment,concept,enron,concept,2
application,concept,addition,concept,1
still,concept,number,concept,1
discuss,concept,appropriate,concept,1
company,concept,california,location,1
thank,concept,issue,concept,2
utility,concept,distribution,concept,1
day,concept,business,concept,1
following,concept,amount,concept,1
revised,concept,ok,concept,1
changes,concept,business,concept,1
close,concept,like,concept,1
power,concept,run,concept,1
meeting,concept,november,concept,2
enron,concept,made,concept,1
appropriate,concept,contact,concept,2
people,concept,pipeline,concept,1
america,concept,eb,concept,3
look,concept,working,concept,3
pipeline,concept,well,concept,1
yet,concept,think,concept,1
work,concept,talked,concept,1
power,concept,process,concept,1
october,concept,gas,concept,1
energy,concept,corp,concept,1
work,concept,leave,concept,1
enron,concept,canada,concept,2
against,concept,west,concept,1
east,concept,product,concept,1
cash,concept,term,concept,1
hour,concept,hey,concept,1
larry,concept,enron,concept,2
afternoon,concept,back,concept,1
off,concept,books,concept,1
email,concept,sure,concept,1
cash,concept,book,concept,1
complete,concept,following,concept,1
transaction,concept,party,concept,2
company,concept,pipeline,concept,1
plan,concept,right,concept,1
contracts,concept,need,concept,2
weeks,concept,hey,concept,1
language,concept,department,concept,1
long-term,concept,contracts,concept,2
wholesale,concept,smith,agent,14
having,concept,cell,concept,1
did,concept,october,concept,1
company,concept,price,concept,1
received,concept,following,concept,2
working,concept,corp,concept,1
like,concept,change,concept,1
take,concept,know,concept,1
open,concept,enron,concept,1
available,concept,charge,concept,1
good,concept,then,concept,1
var,concept,related,concept,1
discussed,concept,some,concept,1
next,concept,floor,concept,1
sure,concept,book,concept,1
under,concept,following,concept,1
call,concept,need,concept,1
california,location,commission,concept,1
following,concept,order,concept,1
index,concept,basis,concept,2
joe,agent,agree,concept,1
report,concept,working,concept,1
like,concept,time,concept,1
copy,concept,message,concept,4
working,concept,participants,concept,1
back,concept,more,concept,1
market,concept,energy,concept,2
following,concept,capacity,concept,1
want,concept,business,concept,2
energy,concept,operations,concept,1
working,concept,provide,concept,1
dynegy,concept,dynegy,concept,1
help,concept,work,concept,3
net,concept,net,concept,1
work,concept,hour,concept,1
power,concept,market,concept,4
monday,concept,lunch,concept,2
bring,concept,sign,concept,1
rates,concept,some,concept,1
some,concept,more,concept,1
special,concept,meetings,concept,1
appreciate,concept,michelle,agent,1
meetings,concept,november,concept,2
model,concept,development,concept,1
bit,concept,work,concept,1
like,concept,monday,concept,3
friday,concept,jim,agent,1
transaction,concept,today,concept,1
add,concept,transmission,concept,1
session,concept,full,concept,1
enron,concept,smith,agent,17
cash,concept,cash,concept,1
need,concept,rates,concept,1
markets,concept,enron,concept,1
like,concept,november,concept,3
john,agent,off,concept,1
know,concept,corp,concept,1
afternoon,concept,afternoon,concept,1
sell,concept,contracts,concept,1
time,concept,energy,concept,2
plan,concept,under,concept,2
power,concept,california,location,1
more,concept,provide,concept,1
work,concept,week,concept,2
order,concept,own,concept,1
paid,concept,ready,concept,1
immediately,concept,contact,concept,1
help,concept,help,concept,1
area,concept,air,concept,1
did,concept,want,concept,4
like,concept,following,concept,1
sell,concept,firm,concept,1
corporate,concept,agreement,concept,3
trader,concept,trader,concept,2
tomorrow,concept,available,concept,1
jim,agent,last,concept,1
help,concept,area,concept,1
central,concept,nov,concept,1
week,concept,questions,concept,1
account,concept,account,concept,2
fuel,concept,units,concept,1
nov,concept,nov,concept,1
america,concept,pipeline,concept,1
working,concept,san,concept,1
more,concept,questions,concept,1
made,concept,enron,concept,3
number,concept,high,concept,1
calpine,concept,calpine,concept,1
working,concept,prices,concept,1
future,concept,business,concept,1
pacific,concept,electric,concept,2
provide,concept,some,concept,1
capacity,concept,need,concept,1
john,agent,questions,concept,1
effective,concept,corp,concept,2
take,concept,look,concept,7
system,concept,central,concept,1
course,concept,course,concept,1
general,concept,management,concept,1
office,concept,well,concept,2
back,concept,page,concept,1
energy,concept,enron,concept,4
contact,concept,future,concept,1
independent,concept,independent,concept,1
development,concept,bank,concept,1
hey,concept,hour,concept,1
account,concept,manager,concept,1
times,concept,time,concept,1
work,concept,filing,concept,1
de,concept,de,concept,1
management,concept,company,concept,1
week,concept,filing,concept,1
going,concept,meeting,concept,1
well,concept,appreciate,concept,3
still,concept,call,concept,1
take,concept,november,concept,1
going,concept,working,concept,1
time,concept,business,concept,1
did,concept,following,concept,1
west,concept,desk,concept,1
want,concept,sure,concept,3
discussion,concept,take,concept,1
gas,concept,pipeline,concept,3
far,concept,enron,concept,1
provide,concept,session,concept,1
future,concept,ferc,concept,1
bill,agent,change,concept,1
sign,concept,off,concept,1
going,concept,give,concept,2
work,concept,friday,concept,1
using,concept,transmission,concept,1
call,concept,like,concept,2
index,concept,wholesale,concept,1
call,concept,some,concept,1
longer,concept,close,concept,1
ferc,concept,gas,concept,2
account,concept,dan,concept,1
senior,concept,government,concept,1
pm,concept,time,concept,1
information,concept,intended,concept,13
let,concept,know,concept,87
pdf,concept,larry,concept,2
report,concept,give,concept,1
afternoon,concept,help,concept,1
pm,concept,complete,concept,1
complete,concept,effective,concept,1
last,concept,july,concept,2
review,concept,distribution,concept,1
document,concept,november,concept,1
counsel,concept,level,concept,1
wholesale,concept,index,concept,1
department,concept,water,concept,1
next,concept,days,concept,3
scheduled,concept,available,concept,1
ferc,concept,index,concept,1
trading,concept,desk,concept,1
special,concept,committee,concept,3
gas,concept,prices,concept,2
good,concept,like,concept,1
market,concept,help,concept,1
gas,concept,plant,concept,1
look,concept,questions,concept,1
anyone,concept,contract,concept,1
deal,concept,necessary,concept,1
take,concept,number,concept,1
terms,concept,agreement,concept,1
help,concept,sunday,concept,1
basis,concept,help,concept,1
today,concept,good,concept,1
following,concept,system,concept,1
language,concept,gas,concept,1
energy,concept,trading,concept,5
discussed,concept,provide,concept,1
never,concept,every,concept,1
added,concept,question,concept,1
company,concept,utility,concept,1
gas,concept,canada,concept,1
last,concept,back,concept,2
procedures,concept,parties,concept,1
date,concept,payment,concept,4
houston,location,want,concept,1
daily,concept,var,concept,1
enron,concept,senior,concept,1
some,concept,then,concept,1
made,concept,corp,concept,3
trading,concept,resources,concept,1
day,concept,change,concept,2
different,concept,take,concept,1
call,concept,blackberry,concept,1
services,concept,east,concept,1
price,concept,market,concept,1
available,concept,area,concept,1
enron,concept,using,concept,1
gas,concept,ferc,concept,1
ca,concept,called,concept,1
review,concept,let,concept,4
application,concept,least,concept,1
under,concept,energy,concept,3
value,concept,cover,concept,1
always,concept,corporate,concept,1
last,concept,houston,location,2
actually,concept,start,concept,1
tell,concept,hr,concept,1
went,concept,through,concept,2
know,concept,want,concept,2
process,concept,information,concept,2
last,concept,under,concept,1
future,concept,cover,concept,1
know,concept,canada,concept,1
january,concept,firm,concept,1
number,concept,meeting,concept,1
want,concept,back,concept,1
way,concept,upon,concept,1
money,concept,market,concept,1
organization,concept,senior,concept,1
under,concept,year,concept,1
gas,concept,central,concept,2
prices,concept,services,concept,1
need,concept,date,concept,2
supply,concept,management,concept,1
enron,concept,review,concept,1
order,concept,issues,concept,1
energy,concept,portland,concept,1
dave,agent,need,concept,1
several,concept,tell,concept,1
meeting,concept,week,concept,3
agreed,concept,review,concept,1
special,concept,week,concept,1
meetings,concept,site,concept,1
want,concept,basis,concept,1
sender,concept,immediately,concept,5
november,concept,work,concept,2
well,concept,approval,concept,1
copies,concept,message,concept,1
contracts,concept,firm,concept,1
management,concept,business,concept,2
error,concept,copies,concept,2
power,concept,need,concept,1
wholesale,concept,texas,location,3
status,concept,report,concept,1
edison,agent,commission,concept,1
confidential,concept,gas,concept,1
following,concept,employee,concept,1
like,concept,discuss,concept,1
think,concept,need,concept,3
fact,concept,still,concept,1
available,concept,like,concept,1
following,concept,agreements,concept,1
november,concept,meeting,concept,1
customer,concept,actually,concept,1
good,concept,more,concept,1
want,concept,send,concept,1
market,concept,give,concept,1
party,concept,nov,concept,1
energy,concept,meetings,concept,2
people,concept,some,concept,1
gas,concept,agreement,concept,7
list,concept,long-term,concept,1
know,concept,think,concept,1
sender,concept,received,concept,1
site,concept,meetings,concept,1
account,concept,ask,concept,1
day,concept,through,concept,2
power,concept,under,concept,2
issues,concept,more,concept,1
gas,concept,development,concept,1
purchase,concept,power,concept,1
taking,concept,week,concept,2
information,concept,website,concept,1
number,concept,having,concept,1
issue,concept,discussed,concept,1
last,concept,jim,agent,1
agreed,concept,provide,concept,1
week,concept,next,concept,1
agreement,concept,commercial,concept,1
time,concept,appreciate,concept,1
approval,concept,future,concept,1
more,concept,supply,concept,1
energy,concept,under,concept,2
some,concept,use,concept,1
yes,concept,money,concept,1
specific,concept,direct,concept,1
available,concept,today,concept,1
date,concept,value,concept,2
transaction,concept,cell,concept,1
office,concept,next,concept,2
plan,concept,agreements,concept,1
off,concept,debt,concept,1
bill,agent,morning,concept,1
value,concept,payment,concept,3
appreciate,concept,call,concept,1
plants,concept,bring,concept,1
year,concept,net,concept,1
call,concept,want,concept,1
information,concept,energy,concept,1
statement,concept,through,concept,2
business,concept,daily,concept,1
need,concept,john,agent,1
change,concept,looks,concept,1
friday,concept,leave,concept,1
total,concept,amount,concept,2
help,concept,through,concept,2
board,concept,trades,concept,1
confidential,concept,information,concept,14
last,concept,filing,concept,1
need,concept,more,concept,3
day,concept,next,concept,1
bank,concept,november,concept,1
through,concept,eol,concept,1
under,concept,gas,concept,2
monday,concept,then,concept,1
job,concept,basis,concept,1
federal,concept,special,concept,1
like,concept,agreement,concept,1
july,concept,application,concept,1
model,concept,products,concept,1
california,location,utilities,concept,1
some,concept,issues,concept,1
following,concept,ready,concept,1
pipeline,concept,company,concept,3
monday,concept,let,concept,1
application,concept,event,concept,1
chris,agent,dorland,concept,2
services,concept,energy,concept,2
take,concept,bit,concept,1
services,concept,corp,concept,2
business,concept,following,concept,3
take,concept,today,concept,1
access,concept,ferc,concept,1
day,concept,swaps,concept,5
related,concept,immediately,concept,1
everything,concept,enron,concept,1
look,concept,meeting,concept,3
edison,agent,some,concept,1
still,concept,via,concept,1
market,concept,price,concept,1
provide,concept,services,concept,2
agreement,concept,corp,concept,1
appreciate,concept,good,concept,1
meeting,concept,jim,agent,1
today,concept,past,concept,1
think,concept,today,concept,1
questions,concept,like,concept,1
tomorrow,concept,morning,concept,1
going,concept,trader,concept,1
making,concept,work,concept,1
list,concept,effective,concept,1
wholesale,concept,markets,concept,1
enron,concept,net,concept,4
working,concept,meeting,concept,1
appreciate,concept,next,concept,1
operating,concept,power,concept,1
short,concept,enron,concept,1
kim,agent,send,concept,1
firm,concept,contract,concept,1
pm,concept,work,concept,1
customer,concept,supply,concept,1
michelle,agent,application,concept,1
page,concept,meeting,concept,1
know,concept,term,concept,2
following,concept,book,concept,3
commercial,concept,term,concept,1
business,concept,units,concept,2
way,concept,following,concept,1
enron,concept,agreement,concept,1
currently,concept,index,concept,2
understand,concept,importance,concept,1
market,concept,california,location,1
made,concept,short,concept,1
full,concept,day,concept,1
last,concept,thing,concept,2
organization,concept,services,concept,1
look,concept,today,concept,1
let,concept,way,concept,2
know,concept,joe,agent,1
list,concept,time,concept,2
talking,concept,america,concept,1
energy,concept,markets,concept,3
delivery,concept,gas,concept,1
know,concept,said,concept,1
hours,concept,fuel,concept,2
taking,concept,future,concept,1
through,concept,sold,concept,1
bank,concept,friday,concept,1
energy,concept,let,concept,1
sender,concept,copies,concept,2
information,concept,against,concept,1
filing,concept,section,concept,1
right,concept,always,concept,1
total,concept,fuel,concept,1
full,concept,more,concept,1
bill,agent,last,concept,1
nov,concept,let,concept,1
once,concept,leave,concept,1
like,concept,nov,concept,1
book,concept,chris,agent,1
energy,concept,canada,concept,6
called,concept,thing,concept,1
did,concept,corporate,concept,1
take,concept,work,concept,1
times,concept,notice,concept,1
available,concept,discuss,concept,2
document,concept,payment,concept,1
commercial,concept,staff,concept,1
november,concept,socal,concept,1
trading,concept,prior,concept,1
prior,concept,november,concept,1
buying,concept,four,concept,1
energy,concept,course,concept,1
document,concept,under,concept,2
early,concept,week,concept,3
back,concept,edison,agent,1
add,concept,contact,concept,1
looks,concept,right,concept,1
products,concept,sold,concept,1
services,concept,operations,concept,1
business,concept,firm,concept,2
transmission,concept,november,concept,1
var,concept,energy,concept,1
charge,concept,value,concept,1
power,concept,product,concept,1
given,concept,enron,concept,1
direct,concept,agreements,concept,1
deal,concept,today,concept,1
want,concept,gas,concept,1
off,concept,commercial,concept,1
making,concept,corporate,concept,1
took,concept,filing,concept,1
operating,concept,provide,concept,1
issues,concept,mike,agent,1
people,concept,good,concept,1
making,concept,weeks,concept,2
event,concept,agree,concept,1
pacific,concept,california,location,1
real,concept,market,concept,2
why,concept,necessary,concept,1
four,concept,contracts,concept,1
last,concept,next,concept,2
need,concept,make,concept,1
trading,concept,enron,concept,2
market,concept,ferc,concept,2
business,concept,deal,concept,1
always,concept,effective,concept,1
then,concept,deal,concept,2
take,concept,cover,concept,1
market,concept,utilities,concept,1
special,concept,pipeline,concept,1
confidential,concept,specific,concept,7
product,concept,development,concept,1
think,concept,services,concept,1
work,concept,through,concept,2
work,concept,having,concept,1
order,concept,call,concept,1
delete,concept,system,concept,1
through,concept,account,concept,2
wholesale,concept,basis,concept,1
still,concept,let,concept,1
sure,concept,once,concept,1
payment,concept,price,concept,2
discuss,concept,different,concept,1
management,concept,working,concept,1
today,concept,actually,concept,1
scheduled,concept,friday,concept,1
working,concept,well,concept,2
sign,concept,back,concept,1
deal,concept,delivery,concept,1
hours,concept,provide,concept,1
did,concept,deal,concept,2
basis,concept,office,concept,1
power,concept,work,concept,1
development,concept,model,concept,1
office,concept,week,concept,1
back,concept,friday,concept,1
energy,concept,power,concept,1
index,concept,market,concept,2
services,concept,canada,concept,2
specific,concept,information,concept,1
time,concept,report,concept,1
give,concept,need,concept,1
payment,concept,book,concept,1
use,concept,trading,concept,1
bit,concept,take,concept,1
made,concept,afternoon,concept,1
work,concept,related,concept,1
purchase,concept,gas,concept,1
transaction,concept,delivery,concept,2
water,concept,resources,concept,1
week,concept,related,concept,1
going,concept,back,concept,2
use,concept,date,concept,1
visit,concept,open,concept,1
market,concept,pipeline,concept,1
against,concept,index,concept,2
volumes,concept,daily,concept,2
file,concept,report,concept,1
wholesale,concept,gas,concept,1
status,concept,appreciate,concept,1
ole,concept,jones,agent,1
last,concept,today,concept,1
california,location,edison,agent,1
greg,agent,ask,concept,1
report,concept,right,concept,1
know,concept,way,concept,2
scheduled,concept,edison,agent,1
enron,concept,company,concept,1
discussed,concept,last,concept,1
meeting,concept,tomorrow,concept,1
like,concept,copy,concept,1
work,concept,energy,concept,1
four,concept,discussion,concept,1
statement,concept,account,concept,2
deal,concept,make,concept,1
some,concept,basis,concept,1
capacity,concept,market,concept,1
everyone,concept,job,concept,1
state,concept,help,concept,1
give,concept,access,concept,1
day,concept,need,concept,1
several,concept,business,concept,1
through,concept,november,concept,1
east,concept,day,concept,1
questions,concept,information,concept,1
contact,concept,office,concept,1
friday,concept,november,concept,6
energy,concept,gas,concept,2
jones,agent,management,concept,1
november,concept,energy,concept,1
amount,concept,value,concept,2
index,concept,gas,concept,2
called,concept,meeting,concept,2
still,concept,understand,concept,2
time,concept,contracts,concept,1
problem,concept,kind,concept,1
company,concept,corp,concept,1
floor,concept,sign,concept,4
like,concept,east,concept,1
like,concept,let,concept,1
day,concept,back,concept,2
made,concept,business,concept,1
transaction,concept,development,concept,1
more,concept,fuel,concept,1
changes,concept,corp,concept,1
well,concept,trade,concept,1
pm,concept,central,concept,2
prices,concept,agreements,concept,1
energy,concept,commission,concept,2
work,concept,next,concept,2
location,concept,talking,concept,1
station,concept,electric,concept,1
direct,concept,center,concept,1
real,concept,discussion,concept,1
price,concept,enron,concept,2
organization,concept,appreciate,concept,1
understand,concept,under,concept,1
hours,concept,day,concept,4
made,concept,day,concept,1
agreement,concept,next,concept,1
market,concept,run,concept,1
know,concept,time,concept,3
central,concept,more,concept,1
provide,concept,questions,concept,1
make,concept,comments,concept,1
short,concept,did,concept,1
kind,concept,currently,concept,1
like,concept,services,concept,1
then,concept,party,concept,1
joe,agent,report,concept,1
information,concept,send,concept,1
week,concept,year,concept,1
actually,concept,customer,concept,1
term,concept,through,concept,2
day,concept,friday,concept,3
agreement,concept,provide,concept,1
look,concept,let,concept,4
term,concept,san,concept,1
addition,concept,did,concept,1
work,concept,call,concept,1
