source,source_type,target,target_type,weight
price,concept,market,concept,1
next,concept,said,concept,4
some,concept,know,concept,2
time,concept,order,concept,1
some,concept,help,concept,2
review,concept,send,concept,1
once,concept,signed,concept,1
weather,concept,product,concept,2
people,concept,next,concept,2
capacity,concept,more,concept,2
know,concept,well,concept,4
way,concept,look,concept,1
operations,concept,under,concept,2
meeting,concept,plan,concept,1
review,concept,operations,concept,2
then,concept,still,concept,3
day,concept,let,concept,1
know,concept,energy,concept,1
click,concept,more,concept,4
purchase,concept,sale,concept,1
heard,concept,through,concept,1
daily,concept,volume,concept,2
off,concept,report,concept,1
available,concept,help,concept,2
need,concept,time,concept,1
term,concept,problem,concept,1
special,concept,book,concept,1
power,concept,enron,concept,2
more,concept,like,concept,1
ercot,concept,mark,concept,1
trade,concept,energy,concept,1
issues,concept,report,concept,1
enron,concept,trade,concept,3
problems,concept,debt,concept,1
requested,concept,four,concept,3
know,concept,information,concept,3
time,concept,day,concept,1
said,concept,file,concept,1
why,concept,need,concept,1
dynegy,concept,talking,concept,1
did,concept,know,concept,1
work,concept,like,concept,1
market,concept,power,concept,1
let,concept,questions,concept,3
called,concept,talking,concept,1
help,concept,some,concept,3
bank,concept,complete,concept,1
look,concept,using,concept,1
included,concept,show,concept,1
issues,concept,give,concept,1
right,concept,number,concept,1
need,concept,help,concept,6
update,concept,volume,concept,1
down,concept,next,concept,2
trading,concept,west,concept,2
need,concept,going,concept,2
help,concept,know,concept,2
company,concept,last,concept,2
still,concept,enron,concept,1
call,concept,like,concept,1
want,concept,marketing,concept,1
today,concept,meeting,concept,1
cash,concept,market,concept,1
order,concept,sure,concept,1
order,concept,time,concept,1
electric,concept,under,concept,2
want,concept,make,concept,2
several,concept,related,concept,1
good,concept,everyone,concept,1
off,concept,next,concept,2
call,concept,bill,agent,1
houston,location,let,concept,1
commission,concept,special,concept,2
services,concept,think,concept,1
power,concept,utilities,concept,1
more,concept,off,concept,1
then,concept,make,concept,1
call,concept,time,concept,2
related,concept,paid,concept,1
energy,concept,price,concept,1
job,concept,like,concept,1
process,concept,through,concept,1
sale,concept,agreement,concept,1
houston,location,review,concept,1
john,agent,gas,concept,1
take,concept,following,concept,1
like,concept,jeff,agent,1
dynegy,concept,staff,concept,2
mark,concept,pipeline,concept,3
gas,concept,let,concept,2
ercot,concept,operations,concept,1
next,concept,need,concept,1
reports,concept,website,concept,2
make,concept,company,concept,2
call,concept,let,concept,1
error,concept,sheet,concept,1
party,concept,gas,concept,2
give,concept,discuss,concept,1
reports,concept,groups,concept,2
through,concept,use,concept,2
gas,concept,prices,concept,4
know,concept,trading,concept,1
need,concept,copies,concept,3
need,concept,issue,concept,2
run,concept,then,concept,2
make,concept,last,concept,2
said,concept,company,concept,5
services,concept,help,concept,1
immediately,concept,delete,concept,2
some,concept,ercot,concept,1
job,concept,well,concept,1
price,concept,still,concept,1
did,concept,agreement,concept,2
power,concept,contract,concept,2
job,concept,good,concept,3
some,concept,investments,concept,4
under,concept,energy,concept,1
email,concept,services,concept,1
value,concept,purchase,concept,1
copy,concept,once,concept,1
pipeline,concept,purchase,concept,1
commission,concept,committee,concept,2
added,concept,earlier,concept,1
north,concept,america,concept,7
review,concept,year,concept,1
debt,concept,charge,concept,4
change,concept,made,concept,1
committee,concept,enron,concept,2
plan,concept,commission,concept,1
law,concept,currently,concept,1
hour,concept,different,concept,1
help,concept,make,concept,2
given,concept,still,concept,1
services,concept,some,concept,2
some,concept,more,concept,2
going,concept,tomorrow,concept,2
business,concept,need,concept,1
services,concept,today,concept,1
going,concept,notice,concept,2
contact,concept,information,concept,3
sender,concept,reply,concept,3
market,concept,send,concept,1
charge,concept,site,concept,1
own,concept,help,concept,2
some,concept,corporate,concept,1
early,concept,hours,concept,1
west,concept,ok,concept,1
received,concept,following,concept,1
fact,concept,ferc,concept,1
contact,concept,market,concept,2
plan,concept,agreements,concept,1
questions,concept,let,concept,3
send,concept,required,concept,1
issues,concept,call,concept,1
next,concept,year,concept,11
services,concept,operations,concept,2
need,concept,proposed,concept,1
value,concept,once,concept,1
proposed,concept,enron,concept,1
open,concept,well,concept,1
right,concept,know,concept,1
agreement,concept,business,concept,4
filing,concept,under,concept,1
sure,concept,payment,concept,1
past,concept,debt,concept,1
message,concept,think,concept,1
gas,concept,did,concept,2
need,concept,copy,concept,1
questions,concept,mark,concept,1
office,concept,morning,concept,1
time,concept,going,concept,2
more,concept,information,concept,6
enron,concept,north,concept,14
bob,agent,earlier,concept,1
manager,concept,desk,concept,2
like,concept,next,concept,3
time,concept,year,concept,1
think,concept,issue,concept,1
comments,concept,ferc,concept,3
copy,concept,email,concept,4
report,concept,east,concept,1
know,concept,week,concept,2
required,concept,supply,concept,1
office,concept,supply,concept,2
file,concept,event,concept,1
day,concept,did,concept,1
copies,concept,signed,concept,1
short,concept,problem,concept,1
mm,concept,list,concept,1
energy,concept,today,concept,1
notice,concept,effective,concept,2
then,concept,need,concept,3
well,concept,different,concept,1
look,concept,enron,concept,2
revised,concept,filed,concept,1
morning,concept,once,concept,1
file,concept,order,concept,1
gas,concept,system,concept,2
room,concept,discuss,concept,1
paso,concept,energy,concept,1
need,concept,hear,concept,1
know,concept,time,concept,4
working,concept,then,concept,1
business,concept,enron,concept,2
time,concept,week,concept,2
some,concept,operations,concept,2
bill,agent,requested,concept,1
account,concept,right,concept,1
appropriate,concept,unit,concept,1
business,concept,agreement,concept,2
west,concept,desk,concept,3
said,concept,need,concept,1
discuss,concept,regulatory,concept,1
well,concept,november,concept,1
copy,concept,signed,concept,1
revised,concept,operating,concept,1
physical,concept,capacity,concept,2
information,concept,plan,concept,2
take,concept,big,concept,1
well,concept,trading,concept,1
mike,agent,smith,agent,1
want,concept,issues,concept,1
issues,concept,working,concept,2
received,concept,email,concept,6
next,concept,day,concept,3
then,concept,agreement,concept,1
afternoon,concept,changes,concept,1
tom,agent,houston,location,2
found,concept,following,concept,1
enron,concept,pipeline,concept,1
said,concept,bring,concept,3
think,concept,said,concept,1
people,concept,trading,concept,1
year,concept,make,concept,1
weather,concept,products,concept,4
debt,concept,bank,concept,1
people,concept,hear,concept,1
let,concept,like,concept,5
electric,concept,power,concept,2
friday,concept,pm,concept,2
ready,concept,copy,concept,1
take,concept,days,concept,1
without,concept,charge,concept,1
unit,concept,utility,concept,2
agreement,concept,mike,agent,1
process,concept,well,concept,1
filed,concept,federal,concept,1
ercot,concept,market,concept,1
generators,concept,big,concept,1
take,concept,week,concept,1
several,concept,issue,concept,1
pipeline,concept,still,concept,1
process,concept,prices,concept,2
people,concept,monday,concept,1
business,concept,coming,concept,2
power,concept,sell,concept,2
week,concept,going,concept,1
cash,concept,general,concept,1
customer,concept,options,concept,1
government,concept,operating,concept,1
following,concept,employee,concept,2
call,concept,today,concept,1
going,concept,week,concept,1
job,concept,process,concept,1
gas,concept,resources,concept,1
north,concept,smith,agent,1
october,concept,issues,concept,1
lunch,concept,center,concept,1
november,concept,time,concept,2
complete,concept,review,concept,1
big,concept,book,concept,1
took,concept,visit,concept,1
performance,concept,report,concept,1
help,concept,information,concept,2
discuss,concept,job,concept,1
scheduled,concept,market,concept,1
like,concept,take,concept,3
james,agent,today,concept,1
bring,concept,value,concept,1
access,concept,amount,concept,1
operations,concept,review,concept,2
year,concept,price,concept,1
delete,concept,message,concept,4
general,concept,smith,agent,1
said,concept,back,concept,3
office,concept,right,concept,1
week,concept,following,concept,1
look,concept,working,concept,1
market,concept,good,concept,1
people,concept,working,concept,1
debt,concept,made,concept,2
look,concept,changes,concept,1
back,concept,questions,concept,1
trading,concept,experience,concept,1
company,concept,did,concept,2
book,concept,value,concept,4
work,concept,going,concept,1
texas,location,energy,concept,1
plan,concept,cash,concept,2
operations,concept,ercot,concept,1
services,concept,air,concept,1
houston,location,energy,concept,2
fuel,concept,proposal,concept,2
lunch,concept,friend,concept,1
make,concept,agreement,concept,1
value,concept,enron,concept,1
elizabeth,agent,discussed,concept,1
gas,concept,issues,concept,2
energy,concept,use,concept,2
trader,concept,dynegy,concept,1
texas,location,canada,concept,1
received,concept,sell,concept,1
model,concept,file,concept,1
debt,concept,bad,concept,2
operating,concept,company,concept,1
details,concept,release,concept,1
yet,concept,job,concept,1
click,concept,following,concept,2
ever,concept,change,concept,1
change,concept,corporation,concept,1
make,concept,appropriate,concept,2
last,concept,review,concept,1
appreciate,concept,opportunity,concept,1
ready,concept,employee,concept,2
government,concept,make,concept,1
issues,concept,need,concept,1
year,concept,old,concept,1
trading,concept,past,concept,2
purchase,concept,gas,concept,2
prices,concept,ercot,concept,1
floor,concept,meeting,concept,1
help,concept,ercot,concept,1
need,concept,call,concept,2
talked,concept,some,concept,1
friend,concept,called,concept,1
enron,concept,power,concept,2
send,concept,contract,concept,2
office,concept,week,concept,1
day,concept,larry,concept,2
talking,concept,smith,agent,1
status,concept,agreements,concept,1
make,concept,today,concept,2
issues,concept,meetings,concept,1
copy,concept,agreement,concept,2
monday,concept,complete,concept,1
america,concept,texas,location,1
days,concept,next,concept,2
event,concept,money,concept,1
volumes,concept,need,concept,1
company,concept,contract,concept,2
call,concept,comments,concept,1
time,concept,report,concept,1
filed,concept,week,concept,1
still,concept,issues,concept,2
capacity,concept,ferc,concept,3
list,concept,markets,concept,1
down,concept,well,concept,1
products,concept,cash,concept,1
copy,concept,anyone,concept,2
work,concept,past,concept,1
unit,concept,then,concept,1
help,concept,file,concept,1
give,concept,comments,concept,2
currently,concept,working,concept,2
need,concept,enron,concept,1
message,concept,people,concept,1
call,concept,access,concept,2
order,concept,capacity,concept,1
options,concept,contracts,concept,1
lunch,concept,several,concept,1
mark,concept,nov,concept,1
error,concept,reply,concept,1
kind,concept,mark,concept,1
products,concept,back,concept,1
dynegy,concept,enron,concept,7
need,concept,questions,concept,1
jeff,agent,gas,concept,1
then,concept,send,concept,2
status,concept,party,concept,1
some,concept,time,concept,4
help,concept,options,concept,1
file,concept,information,concept,1
unit,concept,agreement,concept,1
although,concept,account,concept,1
effective,concept,november,concept,2
agreement,concept,services,concept,1
release,concept,email,concept,1
power,concept,under,concept,2
without,concept,money,concept,1
help,concept,copies,concept,3
information,concept,dynegy,concept,1
gas,concept,day,concept,4
staff,concept,traders,concept,2
run,concept,why,concept,1
help,concept,questions,concept,2
show,concept,price,concept,1
year,concept,date,concept,1
talked,concept,earlier,concept,1
going,concept,send,concept,2
firm,concept,given,concept,2
line,concept,bit,concept,1
jeff,agent,energy,concept,1
meeting,concept,meeting,concept,1
through,concept,comments,concept,1
pjm,concept,pjm,concept,1
volume,concept,information,concept,1
smith,agent,texas,location,4
last,concept,event,concept,1
error,concept,delete,concept,4
power,concept,trading,concept,3
let,concept,week,concept,1
retail,concept,sales,concept,4
discuss,concept,pipeline,concept,1
north,concept,houston,location,6
send,concept,email,concept,2
regulatory,concept,gas,concept,2
notify,concept,delete,concept,2
look,concept,some,concept,1
still,concept,copy,concept,1
went,concept,office,concept,3
order,concept,need,concept,2
next,concept,well,concept,1
dorland,concept,dorland,concept,1
swaps,concept,included,concept,1
units,concept,coming,concept,2
like,concept,energy,concept,1
morning,concept,let,concept,1
questions,concept,through,concept,1
ercot,concept,ercot,concept,2
daily,concept,price,concept,1
send,concept,file,concept,1
still,concept,report,concept,1
review,concept,contract,concept,1
world,concept,trade,concept,2
give,concept,call,concept,15
enron,concept,proposed,concept,1
said,concept,sell,concept,1
commission,concept,order,concept,1
book,concept,book,concept,2
people,concept,need,concept,2
give,concept,issue,concept,1
file,concept,sure,concept,1
changes,concept,then,concept,1
board,concept,provide,concept,1
date,concept,date,concept,2
mm,concept,pipeline,concept,1
said,concept,pipeline,concept,1
help,concept,area,concept,1
questions,concept,issues,concept,1
problem,concept,start,concept,1
review,concept,review,concept,1
email,concept,received,concept,1
operations,concept,operations,concept,1
contact,concept,job,concept,2
found,concept,error,concept,1
questions,concept,ask,concept,1
pipeline,concept,power,concept,1
through,concept,look,concept,1
last,concept,last,concept,1
information,concept,enron,concept,1
last,concept,york,concept,1
time,concept,off,concept,1
year,concept,order,concept,1
kim,agent,special,concept,1
message,concept,business,concept,2
state,concept,market,concept,1
notice,concept,proposed,concept,1
business,concept,employee,concept,1
delivery,concept,delivery,concept,1
next,concept,ok,concept,1
some,concept,agreement,concept,1
least,concept,know,concept,1
next,concept,york,concept,1
call,concept,wholesale,concept,1
information,concept,information,concept,1
volume,concept,oct,concept,1
following,concept,list,concept,1
july,concept,day,concept,1
today,concept,san,concept,1
paid,concept,amount,concept,1
term,concept,term,concept,1
call,concept,questions,concept,6
nov,concept,nov,concept,1
included,concept,release,concept,1
use,concept,revised,concept,2
change,concept,approval,concept,1
pipeline,concept,company,concept,7
debra,agent,north,concept,1
deal,concept,deal,concept,1
following,concept,report,concept,2
october,concept,changes,concept,1
some,concept,change,concept,1
time,concept,next,concept,1
help,concept,need,concept,3
contract,concept,contract,concept,3
understand,concept,capacity,concept,1
unit,concept,water,concept,2
agreement,concept,copy,concept,1
story,concept,story,concept,1
some,concept,page,concept,1
demand,concept,demand,concept,4
california,location,firm,concept,2
state,concept,work,concept,1
comments,concept,mary,agent,1
did,concept,mike,agent,1
review,concept,monday,concept,1
process,concept,gas,concept,2
currently,concept,website,concept,3
appreciate,concept,floor,concept,1
change,concept,line,concept,1
under,concept,file,concept,2
call,concept,jeff,agent,1
san,concept,san,concept,2
sheet,concept,release,concept,1
website,concept,reports,concept,2
use,concept,appreciate,concept,1
give,concept,deal,concept,2
start,concept,morning,concept,1
john,agent,issues,concept,1
ask,concept,make,concept,1
houston,location,received,concept,1
trade,concept,marketing,concept,1
number,concept,number,concept,1
way,concept,proposed,concept,1
de,concept,de,concept,1
like,concept,enron,concept,1
company,concept,final,concept,2
suite,concept,ca,concept,5
jones,agent,jones,agent,1
currently,concept,enron,concept,1
know,concept,make,concept,1
looks,concept,good,concept,1
volume,concept,correct,concept,1
system,concept,run,concept,1
mary,agent,mary,agent,1
year,concept,requested,concept,1
west,concept,enron,concept,2
said,concept,call,concept,2
time,concept,energy,concept,1
investments,concept,services,concept,2
more,concept,more,concept,2
received,concept,under,concept,1
working,concept,working,concept,1
america,concept,smith,agent,1
amount,concept,change,concept,1
confidential,concept,information,concept,8
organization,concept,individual,concept,1
participants,concept,paso,concept,1
still,concept,under,concept,2
back,concept,work,concept,1
past,concept,trading,concept,1
houston,location,message,concept,1
want,concept,agreement,concept,1
mark,concept,issue,concept,1
still,concept,mm,concept,1
help,concept,company,concept,2
agreement,concept,meeting,concept,1
working,concept,regulatory,concept,1
ferc,concept,under,concept,3
high,concept,plan,concept,1
today,concept,job,concept,1
specific,concept,language,concept,1
enron,concept,agreement,concept,2
added,concept,filing,concept,1
tomorrow,concept,know,concept,1
let,concept,call,concept,1
different,concept,earlier,concept,1
last,concept,day,concept,1
info,concept,day,concept,1
full,concept,call,concept,1
did,concept,some,concept,5
comments,concept,proposed,concept,1
change,concept,distribution,concept,1
swaps,concept,release,concept,1
always,concept,board,concept,1
immediately,concept,call,concept,1
different,concept,hour,concept,1
working,concept,day,concept,2
know,concept,enron,concept,2
email,concept,let,concept,1
report,concept,following,concept,2
enron,concept,utility,concept,2
plan,concept,language,concept,1
back,concept,off,concept,1
working,concept,next,concept,1
take,concept,staff,concept,4
system,concept,gas,concept,2
today,concept,down,concept,2
state,concept,going,concept,1
monday,concept,november,concept,2
next,concept,meeting,concept,2
agreed,concept,make,concept,1
jeff,agent,job,concept,1
appreciate,concept,tomorrow,concept,1
well,concept,issue,concept,1
trading,concept,following,concept,2
plan,concept,houston,location,1
cell,concept,discuss,concept,1
east,concept,day,concept,2
said,concept,want,concept,1
plan,concept,having,concept,1
take,concept,next,concept,1
final,concept,decision,concept,1
call,concept,know,concept,1
comments,concept,tomorrow,concept,1
access,concept,copies,concept,1
next,concept,greg,agent,2
special,concept,more,concept,1
last,concept,make,concept,1
october,concept,gas,concept,3
operating,concept,procedures,concept,3
then,concept,sure,concept,1
settlement,concept,provided,concept,1
monday,concept,let,concept,1
committee,concept,john,agent,1
demand,concept,charge,concept,1
proposed,concept,north,concept,1
proposed,concept,dynegy,concept,1
settlement,concept,payment,concept,1
need,concept,access,concept,1
happy,concept,send,concept,1
information,concept,questions,concept,2
firm,concept,pipeline,concept,1
volume,concept,received,concept,1
contracts,concept,open,concept,1
make,concept,sure,concept,7
account,concept,capacity,concept,1
update,concept,thing,concept,1
addition,concept,job,concept,2
original,concept,once,concept,1
next,concept,following,concept,1
language,concept,next,concept,1
like,concept,right,concept,3
cara,agent,power,concept,2
make,concept,know,concept,1
did,concept,let,concept,1
error,concept,under,concept,1
several,concept,week,concept,1
physical,concept,marketing,concept,2
firm,concept,gas,concept,2
added,concept,event,concept,1
taylor,agent,services,concept,1
several,concept,requested,concept,1
susan,agent,cash,concept,1
chris,agent,know,concept,1
tim,concept,floor,concept,1
related,concept,appreciate,concept,1
bill,agent,city,concept,1
enron,concept,file,concept,1
good,concept,day,concept,1
off,concept,run,concept,1
next,concept,staff,concept,1
still,concept,cover,concept,1
approval,concept,provide,concept,2
need,concept,transaction,concept,1
need,concept,change,concept,2
need,concept,ask,concept,2
week,concept,next,concept,2
real,concept,world,concept,1
management,concept,four,concept,1
capacity,concept,full,concept,1
heard,concept,marketing,concept,1
information,concept,use,concept,2
take,concept,call,concept,1
gas,concept,regulatory,concept,1
opportunity,concept,enron,concept,1
well,concept,monday,concept,1
kim,agent,west,concept,1
following,concept,still,concept,1
taylor,agent,mark,concept,1
called,concept,call,concept,1
agreement,concept,original,concept,1
then,concept,why,concept,1
under,concept,corp,concept,1
business,concept,day,concept,1
some,concept,going,concept,1
business,concept,markets,concept,2
status,concept,last,concept,2
use,concept,day,concept,1
agreement,concept,appropriate,concept,1
energy,concept,business,concept,1
making,concept,operating,concept,1
deal,concept,update,concept,1
last,concept,weeks,concept,1
said,concept,good,concept,1
take,concept,order,concept,1
business,concept,then,concept,1
course,concept,portland,concept,1
plant,concept,officials,concept,1
independent,concept,regulatory,concept,1
agreement,concept,monday,concept,1
john,agent,called,concept,1
need,concept,energy,concept,1
friday,concept,week,concept,1
regulatory,concept,john,agent,1
access,concept,filed,concept,1
reply,concept,copies,concept,1
meeting,concept,let,concept,1
need,concept,talking,concept,1
issues,concept,senior,concept,1
water,concept,utility,concept,2
gas,concept,currently,concept,2
look,concept,information,concept,1
process,concept,like,concept,1
units,concept,details,concept,2
job,concept,performance,concept,1
enron,concept,did,concept,2
like,concept,today,concept,1
use,concept,every,concept,1
then,concept,give,concept,1
message,concept,copy,concept,2
copies,concept,some,concept,3
america,concept,houston,location,1
meetings,concept,groups,concept,1
operating,concept,open,concept,1
lot,concept,business,concept,1
ercot,concept,john,agent,1
then,concept,book,concept,1
city,concept,state,concept,2
week,concept,review,concept,1
planning,concept,next,concept,1
hour,concept,groups,concept,1
enron,concept,staff,concept,2
meetings,concept,officials,concept,1
mark,concept,general,concept,1
today,concept,discuss,concept,4
contact,concept,north,concept,1
use,concept,email,concept,2
filing,concept,changes,concept,1
sheet,concept,proposal,concept,1
employee,concept,business,concept,1
pipeline,concept,capacity,concept,1
distribution,concept,plant,concept,2
appropriate,concept,year,concept,1
revised,concept,oct,concept,1
opportunity,concept,review,concept,1
good,concept,once,concept,1
access,concept,meeting,concept,1
november,concept,pm,concept,3
number,concept,know,concept,1
scheduled,concept,back,concept,1
work,concept,year,concept,1
anyone,concept,appreciate,concept,2
work,concept,desk,concept,1
need,concept,gas,concept,2
john,agent,working,concept,1
friend,concept,bob,agent,1
agreement,concept,like,concept,1
public,concept,utility,concept,2
monday,concept,friday,concept,1
kim,agent,manager,concept,1
today,concept,office,concept,1
going,concept,back,concept,1
cell,concept,like,concept,2
planning,concept,working,concept,1
actually,concept,business,concept,1
review,concept,comments,concept,3
capacity,concept,value,concept,1
like,concept,own,concept,2
help,concept,process,concept,4
received,concept,taylor,agent,1
development,concept,products,concept,1
statement,concept,said,concept,2
through,concept,response,concept,1
committee,concept,gas,concept,1
company,concept,under,concept,2
dynegy,concept,payment,concept,2
far,concept,yes,concept,1
sold,concept,portland,concept,2
well,concept,next,concept,1
always,concept,room,concept,1
america,concept,eb,concept,1
business,concept,work,concept,1
need,concept,make,concept,1
received,concept,issue,concept,1
delete,concept,original,concept,2
start,concept,sold,concept,1
sign,concept,off,concept,1
reply,concept,questions,concept,2
sorry,concept,back,concept,1
time,concept,look,concept,1
need,concept,sure,concept,1
went,concept,gas,concept,1
cash,concept,right,concept,1
value,concept,debt,concept,2
next,concept,call,concept,2
think,concept,want,concept,1
utilities,concept,generators,concept,1
questions,concept,kim,agent,1
discuss,concept,open,concept,1
trades,concept,calpine,concept,4
notify,concept,sender,concept,4
day,concept,physical,concept,1
market,concept,services,concept,1
ask,concept,bob,agent,1
send,concept,november,concept,2
general,concept,enron,concept,1
make,concept,ask,concept,1
resources,concept,marketing,concept,1
changes,concept,gas,concept,1
well,concept,enron,concept,3
filed,concept,oct,concept,1
commission,concept,under,concept,2
volume,concept,number,concept,1
trade,concept,resources,concept,1
houston,location,canada,concept,1
level,concept,start,concept,1
investments,concept,said,concept,2
trading,concept,business,concept,1
gas,concept,enron,concept,1
texas,location,let,concept,1
provide,concept,direct,concept,1
units,concept,year,concept,2
debt,concept,operations,concept,2
working,concept,committee,concept,1
pretty,concept,good,concept,1
mike,agent,did,concept,1
document,concept,last,concept,1
bring,concept,more,concept,2
enron,concept,debt,concept,5
more,concept,let,concept,1
job,concept,some,concept,2
var,concept,let,concept,1
working,concept,different,concept,1
email,concept,know,concept,1
back,concept,company,concept,3
filed,concept,nov,concept,1
times,concept,then,concept,1
load,concept,making,concept,2
notify,concept,groups,concept,1
resources,concept,included,concept,1
changes,concept,november,concept,1
confidential,concept,specific,concept,4
agreed,concept,filing,concept,1
working,concept,list,concept,1
value,concept,firm,concept,1
included,concept,distribution,concept,1
enron,concept,still,concept,2
through,concept,books,concept,2
today,concept,help,concept,2
period,concept,subject,concept,1
day,concept,need,concept,1
ercot,concept,said,concept,1
energy,concept,capacity,concept,1
sold,concept,year,concept,4
notify,concept,reply,concept,2
january,concept,john,agent,1
level,concept,required,concept,1
trading,concept,value,concept,2
meeting,concept,morning,concept,1
plant,concept,water,concept,1
never,concept,hear,concept,1
trade,concept,market,concept,1
next,concept,days,concept,1
north,concept,corp,concept,5
course,concept,event,concept,1
general,concept,wholesale,concept,1
past,concept,products,concept,1
off,concept,sheet,concept,2
houston,location,cell,concept,1
help,concept,line,concept,1
senior,concept,enron,concept,2
file,concept,back,concept,1
kim,agent,let,concept,1
need,concept,back,concept,2
next,concept,week,concept,18
down,concept,physical,concept,2
thank,concept,help,concept,4
some,concept,groups,concept,2
book,concept,trade,concept,1
work,concept,november,concept,1
management,concept,some,concept,2
said,concept,value,concept,2
take,concept,give,concept,1
daily,concept,people,concept,1
staff,concept,next,concept,1
status,concept,made,concept,1
cash,concept,experience,concept,1
intended,concept,use,concept,2
comments,concept,pipeline,concept,2
immediately,concept,original,concept,2
email,concept,take,concept,1
senior,concept,officials,concept,1
need,concept,houston,location,1
bob,agent,tomorrow,concept,1
using,concept,then,concept,1
agreement,concept,necessary,concept,1
show,concept,work,concept,1
mary,agent,going,concept,1
electric,concept,services,concept,1
date,concept,order,concept,1
did,concept,page,concept,1
file,concept,final,concept,2
trading,concept,ok,concept,1
make,concept,filing,concept,1
party,concept,scheduled,concept,1
ask,concept,tomorrow,concept,1
bad,concept,experience,concept,1
world,concept,officials,concept,2
old,concept,line,concept,1
mw,concept,good,concept,1
california,location,prices,concept,2
look,concept,day,concept,1
well,concept,power,concept,1
make,concept,use,concept,1
original,concept,line,concept,1
know,concept,need,concept,11
public,concept,commission,concept,3
day,concept,east,concept,3
business,concept,gas,concept,2
looks,concept,like,concept,4
friday,concept,november,concept,2
then,concept,issue,concept,1
utilities,concept,proposal,concept,1
hey,concept,going,concept,2
committee,concept,working,concept,1
later,concept,next,concept,1
total,concept,net,concept,1
picture,concept,question,concept,1
way,concept,received,concept,1
help,concept,operations,concept,1
way,concept,enron,concept,1
questions,concept,west,concept,1
california,location,gas,concept,4
least,concept,mark,concept,1
mark,concept,use,concept,1
mike,agent,like,concept,1
early,concept,year,concept,1
message,concept,anyone,concept,2
distribution,concept,message,concept,5
morning,concept,more,concept,1
some,concept,people,concept,2
several,concept,access,concept,1
actually,concept,earlier,concept,1
did,concept,good,concept,1
energy,concept,resources,concept,2
still,concept,own,concept,2
know,concept,issues,concept,1
floor,concept,var,concept,1
sold,concept,off,concept,2
actually,concept,employee,concept,1
people,concept,management,concept,1
terms,concept,bit,concept,1
power,concept,company,concept,2
cash,concept,meeting,concept,1
west,concept,north,concept,2
some,concept,enron,concept,2
coming,concept,week,concept,1
week,concept,people,concept,2
