source,source_type,target,target_type,weight
office,concept,distribution,concept,3
power,concept,prices,concept,4
next,concept,day,concept,1
use,concept,section,concept,1
back,concept,office,concept,1
through,concept,transmission,concept,2
following,concept,houston,location,2
issues,concept,like,concept,3
need,concept,morning,concept,2
agreement,concept,like,concept,1
epmi,concept,add,concept,1
last,concept,file,concept,2
available,concept,market,concept,1
order,concept,made,concept,1
still,concept,provide,concept,1
using,concept,contract,concept,2
terms,concept,pge,concept,1
houston,location,sunday,concept,6
meeting,concept,services,concept,1
make,concept,off,concept,1
like,concept,monday,concept,1
know,concept,well,concept,1
going,concept,well,concept,2
site,concept,correct,concept,3
pge,concept,application,concept,3
more,concept,scheduled,concept,4
discuss,concept,morning,concept,1
following,concept,list,concept,2
change,concept,week,concept,1
through,concept,utility,concept,2
sale,concept,prior,concept,1
know,concept,like,concept,5
meeting,concept,morning,concept,4
immediately,concept,delete,concept,4
let,concept,contact,concept,1
back,concept,sunday,concept,2
enron,concept,made,concept,1
let,concept,going,concept,2
let,concept,like,concept,4
review,concept,prior,concept,2
questions,concept,need,concept,3
market,concept,said,concept,2
change,concept,ferc,concept,4
price,concept,right,concept,1
email,concept,america,concept,1
love,concept,make,concept,1
received,concept,message,concept,7
currently,concept,working,concept,1
think,concept,right,concept,1
gas,concept,right,concept,2
take,concept,still,concept,1
day,concept,order,concept,3
need,concept,report,concept,1
following,concept,items,concept,1
meeting,concept,call,concept,1
addition,concept,pge,concept,1
more,concept,week,concept,2
sell,concept,prices,concept,4
did,concept,some,concept,2
more,concept,california,location,2
looks,concept,pretty,concept,1
access,concept,contract,concept,1
call,concept,afternoon,concept,1
agency,concept,agreement,concept,13
document,concept,changes,concept,1
want,concept,make,concept,3
prices,concept,power,concept,2
today,concept,update,concept,1
today,concept,mail,concept,1
sure,concept,government,concept,1
access,concept,system,concept,1
use,concept,time,concept,1
john,agent,week,concept,1
information,concept,following,concept,1
power,concept,enron,concept,4
utility,concept,paid,concept,3
way,concept,like,concept,1
people,concept,understand,concept,1
energy,concept,said,concept,6
office,concept,today,concept,1
location,concept,future,concept,1
order,concept,enron,concept,1
confidential,concept,subject,concept,2
texas,location,discussion,concept,1
complete,concept,anyone,concept,1
know,concept,right,concept,2
points,concept,currently,concept,1
page,concept,good,concept,1
said,concept,power,concept,3
own,concept,contract,concept,2
following,concept,let,concept,1
more,concept,system,concept,1
state,concept,file,concept,2
morning,concept,tomorrow,concept,1
volume,concept,socal,concept,1
total,concept,air,concept,2
buying,concept,using,concept,1
afternoon,concept,performance,concept,1
provide,concept,times,concept,1
meeting,concept,pm,concept,1
times,concept,run,concept,1
plan,concept,said,concept,1
via,concept,different,concept,1
city,concept,co,concept,2
id,concept,time,concept,1
enron,concept,business,concept,2
meeting,concept,down,concept,1
notice,concept,gisb,concept,3
required,concept,price,concept,1
far,concept,back,concept,1
time,concept,prices,concept,1
enron,concept,deal,concept,3
capacity,concept,system,concept,1
pretty,concept,way,concept,1
staff,concept,meeting,concept,5
steve,agent,know,concept,5
trading,concept,year,concept,2
regulatory,concept,commission,concept,12
susan,agent,enron,concept,1
greg,agent,made,concept,1
think,concept,last,concept,1
smith,agent,texas,location,18
steve,agent,once,concept,1
location,concept,without,concept,1
help,concept,california,location,2
information,concept,call,concept,1
day,concept,houston,location,1
socal,concept,meeting,concept,1
marketing,concept,gas,concept,3
week,concept,file,concept,2
making,concept,trades,concept,1
some,concept,issues,concept,1
sales,concept,customers,concept,1
then,concept,report,concept,1
questions,concept,comments,concept,9
call,concept,time,concept,2
some,concept,comments,concept,2
big,concept,right,concept,1
email,concept,comments,concept,1
signed,concept,copy,concept,1
later,concept,work,concept,1
debra,agent,enron,concept,15
ask,concept,michelle,agent,1
then,concept,then,concept,3
gas,concept,information,concept,3
close,concept,book,concept,1
email,concept,confidential,concept,2
enron,concept,work,concept,2
let,concept,questions,concept,15
date,concept,capacity,concept,1
business,concept,take,concept,1
purchase,concept,sale,concept,2
going,concept,ok,concept,1
state,concept,according,concept,2
send,concept,morning,concept,1
like,concept,participants,concept,3
working,concept,day,concept,1
state,concept,customers,concept,3
kind,concept,ever,concept,1
necessary,concept,information,concept,1
points,concept,way,concept,1
mary,agent,going,concept,1
items,concept,discussed,concept,1
want,concept,received,concept,2
proposal,concept,procedures,concept,1
proposed,concept,made,concept,1
know,concept,use,concept,2
power,concept,california,location,6
canada,concept,corp,concept,1
let,concept,change,concept,1
anyone,concept,gas,concept,1
working,concept,more,concept,2
price,concept,currently,concept,2
year,concept,according,concept,2
sure,concept,send,concept,1
issue,concept,meeting,concept,1
price,concept,contracts,concept,1
state,concept,energy,concept,13
sure,concept,still,concept,1
discussion,concept,know,concept,1
prices,concept,without,concept,1
problems,concept,site,concept,1
like,concept,time,concept,1
look,concept,working,concept,3
changes,concept,office,concept,1
copy,concept,though,concept,3
individual,concept,organization,concept,1
intended,concept,information,concept,1
file,concept,room,concept,1
id,concept,product,concept,1
need,concept,right,concept,4
enron,concept,order,concept,1
ever,concept,take,concept,1
friday,concept,off,concept,1
north,concept,enron,concept,4
agreement,concept,planning,concept,1
well,concept,weeks,concept,1
made,concept,morning,concept,2
filing,concept,agreements,concept,4
power,concept,sure,concept,1
look,concept,firm,concept,2
following,concept,need,concept,1
know,concept,information,concept,2
sales,concept,sales,concept,4
friday,concept,weather,concept,1
status,concept,settlement,concept,2
market,concept,order,concept,1
working,concept,officials,concept,2
tomorrow,concept,services,concept,1
people,concept,leave,concept,1
pjm,concept,site,concept,1
rates,concept,daily,concept,1
paso,concept,daily,concept,1
short,concept,term,concept,10
energy,concept,power,concept,5
talked,concept,way,concept,1
public,concept,governor,concept,2
notify,concept,immediately,concept,3
agreed,concept,upon,concept,2
energy,concept,state,concept,4
next,concept,gas,concept,1
email,concept,original,concept,1
know,concept,going,concept,4
following,concept,approved,concept,1
subject,concept,following,concept,1
san,concept,ca,concept,6
down,concept,list,concept,1
enron,concept,eb,concept,13
against,concept,high,concept,1
contact,concept,look,concept,2
power,concept,sales,concept,15
gas,concept,agreement,concept,2
officials,concept,calpine,concept,2
looks,concept,approval,concept,1
coming,concept,rates,concept,1
today,concept,some,concept,1
changes,concept,document,concept,2
email,concept,delete,concept,2
gas,concept,need,concept,4
products,concept,hours,concept,2
hey,concept,actually,concept,1
daily,concept,rates,concept,1
make,concept,friday,concept,1
access,concept,ercot,concept,1
manager,concept,socal,concept,3
took,concept,file,concept,1
still,concept,back,concept,1
market,concept,index,concept,1
market,concept,services,concept,1
settlement,concept,agreement,concept,1
still,concept,way,concept,1
agreement,concept,discuss,concept,1
well,concept,info,concept,1
bill,agent,jones,agent,3
daily,concept,basis,concept,1
add,concept,list,concept,1
pge,concept,making,concept,1
made,concept,people,concept,2
morning,concept,meeting,concept,1
email,concept,notify,concept,2
morning,concept,july,concept,2
plan,concept,office,concept,1
provide,concept,under,concept,1
like,concept,close,concept,1
john,agent,info,concept,1
questions,concept,know,concept,4
intended,concept,email,concept,2
pjm,concept,transmission,concept,1
more,concept,like,concept,2
dan,concept,issues,concept,1
meeting,concept,discussed,concept,1
organization,concept,permit,concept,3
like,concept,run,concept,1
though,concept,last,concept,1
public,concept,utility,concept,14
day,concept,date,concept,1
purchase,concept,pge,concept,1
look,concept,events,concept,1
working,concept,next,concept,5
trading,concept,state,concept,4
sure,concept,work,concept,2
document,concept,discussed,concept,1
price,concept,available,concept,3
units,concept,time,concept,2
markets,concept,people,concept,1
pge,concept,trade,concept,2
review,concept,next,concept,2
term,concept,short,concept,5
west,concept,made,concept,1
business,concept,information,concept,2
mary,agent,called,concept,1
effective,concept,subject,concept,1
send,concept,deal,concept,1
taking,concept,without,concept,1
changes,concept,made,concept,4
four,concept,units,concept,2
know,concept,help,concept,2
hour,concept,info,concept,1
provide,concept,against,concept,1
trading,concept,bill,agent,2
people,concept,desk,concept,1
services,concept,time,concept,1
down,concept,time,concept,2
calpine,concept,officials,concept,2
copies,concept,message,concept,1
id,concept,portland,concept,1
order,concept,market,concept,1
everyone,concept,always,concept,1
delete,concept,system,concept,3
book,concept,lunch,concept,1
friday,concept,day,concept,1
generators,concept,more,concept,3
california,location,need,concept,1
trade,concept,use,concept,1
afternoon,concept,let,concept,1
utility,concept,necessary,concept,2
enron,concept,marketing,concept,2
ferc,concept,state,concept,1
susan,agent,leave,concept,2
call,concept,send,concept,1
sara,agent,questions,concept,1
year,concept,date,concept,1
take,concept,business,concept,1
time,concept,enron,concept,2
tell,concept,michelle,agent,1
gas,concept,open,concept,3
demand,concept,state,concept,1
monday,concept,monday,concept,1
website,concept,purchase,concept,1
day,concept,day,concept,3
several,concept,back,concept,1
utility,concept,transmission,concept,2
power,concept,demand,concept,1
later,concept,jones,agent,1
some,concept,well,concept,1
price,concept,power,concept,1
january,concept,long-term,concept,2
work,concept,business,concept,2
know,concept,changes,concept,1
term,concept,sell,concept,1
available,concept,plan,concept,1
rates,concept,coming,concept,1
need,concept,thing,concept,1
enron,concept,energy,concept,6
book,concept,events,concept,1
market,concept,power,concept,7
prior,concept,transaction,concept,1
chris,agent,chris,agent,3
need,concept,rates,concept,1
sell,concept,some,concept,1
power,concept,energy,concept,4
time,concept,capacity,concept,1
opportunity,concept,epmi,concept,1
dan,concept,dan,concept,1
office,concept,mail,concept,1
way,concept,issue,concept,2
today,concept,page,concept,1
final,concept,proposal,concept,1
paid,concept,government,concept,2
discuss,concept,market,concept,1
energy,concept,plants,concept,1
morning,concept,access,concept,1
said,concept,enron,concept,6
jim,agent,jim,agent,1
know,concept,anyone,concept,1
houston,location,power,concept,2
scheduled,concept,volumes,concept,4
customer,concept,price,concept,2
michelle,agent,meeting,concept,1
john,agent,john,agent,11
information,concept,use,concept,3
work,concept,intended,concept,2
called,concept,going,concept,1
meeting,concept,need,concept,1
off,concept,eol,concept,1
ken,agent,ken,agent,1
take,concept,back,concept,1
mark,concept,mark,concept,2
different,concept,state,concept,1
need,concept,later,concept,1
friday,concept,energy,concept,2
power,concept,price,concept,1
information,concept,price,concept,1
mike,agent,mike,agent,1
process,concept,groups,concept,4
york,concept,last,concept,1
participants,concept,customers,concept,1
different,concept,reports,concept,1
epmi,concept,transaction,concept,1
capacity,concept,through,concept,1
later,concept,today,concept,3
pge,concept,via,concept,2
purchase,concept,epmi,concept,1
agreement,concept,agreement,concept,4
hear,concept,back,concept,1
sheet,concept,looks,concept,1
need,concept,some,concept,1
yet,concept,like,concept,1
items,concept,like,concept,1
mw,concept,mw,concept,1
meeting,concept,market,concept,2
next,concept,through,concept,1
sign,concept,long-term,concept,1
said,concept,never,concept,4
tomorrow,concept,discuss,concept,3
under,concept,under,concept,2
larry,concept,settlement,concept,1
access,concept,access,concept,1
make,concept,big,concept,1
need,concept,let,concept,2
agency,concept,calpine,concept,2
requested,concept,hours,concept,2
debra,agent,north,concept,15
hr,concept,hr,concept,2
state,concept,said,concept,4
state,concept,through,concept,4
sunday,concept,july,concept,1
number,concept,right,concept,1
immediately,concept,available,concept,1
work,concept,work,concept,3
file,concept,required,concept,2
business,concept,use,concept,2
last,concept,then,concept,5
gas,concept,gas,concept,2
utility,concept,prices,concept,1
some,concept,some,concept,2
like,concept,book,concept,1
like,concept,price,concept,1
energy,concept,filing,concept,2
questions,concept,more,concept,1
use,concept,right,concept,1
take,concept,make,concept,1
time,concept,employee,concept,1
good,concept,afternoon,concept,1
lot,concept,changes,concept,2
send,concept,information,concept,1
questions,concept,order,concept,1
bad,concept,bad,concept,1
hr,concept,employee,concept,2
enron,concept,sales,concept,1
america,concept,smith,agent,13
meeting,concept,access,concept,1
system,concept,transmission,concept,1
energy,concept,let,concept,1
next,concept,back,concept,2
chris,agent,smith,agent,1
frank,agent,taylor,agent,1
edison,agent,edison,agent,2
talked,concept,different,concept,1
more,concept,more,concept,1
sold,concept,delivery,concept,1
several,concept,plants,concept,2
jones,agent,governor,concept,2
questions,concept,questions,concept,1
going,concept,down,concept,1
longer,concept,long-term,concept,2
purchase,concept,transmission,concept,2
next,concept,year,concept,4
tell,concept,need,concept,1
july,concept,july,concept,4
special,concept,through,concept,1
july,concept,energy,concept,2
last,concept,sure,concept,1
review,concept,past,concept,1
questions,concept,give,concept,1
area,concept,area,concept,1
send,concept,some,concept,1
copy,concept,copy,concept,1
like,concept,call,concept,1
discussed,concept,today,concept,1
information,concept,give,concept,1
report,concept,gas,concept,1
list,concept,discuss,concept,1
some,concept,more,concept,2
enron,concept,ca,concept,2
yet,concept,price,concept,1
market,concept,west,concept,1
state,concept,contract,concept,2
good,concept,time,concept,1
presentation,concept,presentation,concept,1
price,concept,specific,concept,1
following,concept,against,concept,1
epmi,concept,using,concept,1
issues,concept,issues,concept,2
state,concept,power,concept,14
once,concept,id,concept,1
capacity,concept,proposal,concept,2
more,concept,without,concept,1
more,concept,call,concept,1
curve,concept,curve,concept,2
general,concept,wholesale,concept,6
governor,concept,some,concept,4
send,concept,plan,concept,1
well,concept,job,concept,3
customers,concept,traders,concept,1
list,concept,access,concept,1
make,concept,message,concept,1
contract,concept,contract,concept,1
anyone,concept,information,concept,1
generators,concept,provide,concept,1
provide,concept,demand,concept,1
past,concept,high,concept,1
sales,concept,commission,concept,1
sell,concept,short,concept,1
hear,concept,tomorrow,concept,2
water,concept,officials,concept,2
mw,concept,day,concept,1
changes,concept,discussed,concept,1
review,concept,let,concept,2
area,concept,morning,concept,1
meeting,concept,deal,concept,1
line,concept,via,concept,1
off,concept,back,concept,1
energy,concept,market,concept,6
steve,agent,jeff,agent,1
far,concept,east,concept,2
power,concept,coming,concept,1
week,concept,let,concept,2
power,concept,state,concept,8
meeting,concept,next,concept,1
procedures,concept,proposal,concept,1
san,concept,power,concept,3
portland,concept,time,concept,1
system,concept,enron,concept,3
plan,concept,corp,concept,1
send,concept,agreement,concept,1
once,concept,let,concept,1
time,concept,central,concept,2
plants,concept,hours,concept,1
looks,concept,like,concept,9
paid,concept,agreements,concept,1
portland,concept,requested,concept,2
discussed,concept,tomorrow,concept,3
plan,concept,california,location,1
phillip,agent,received,concept,1
questions,concept,discussion,concept,1
good,concept,start,concept,1
appreciate,concept,received,concept,1
like,concept,issues,concept,1
john,agent,zufferli,concept,9
lot,concept,yet,concept,1
last,concept,week,concept,14
ferc,concept,prices,concept,1
immediately,concept,sender,concept,1
prior,concept,date,concept,1
resources,concept,said,concept,2
like,concept,discussed,concept,1
take,concept,sunday,concept,1
need,concept,access,concept,2
down,concept,then,concept,4
said,concept,state,concept,3
without,concept,power,concept,2
review,concept,contracts,concept,2
regulatory,concept,planning,concept,1
committee,concept,participants,concept,3
following,concept,employee,concept,2
discuss,concept,like,concept,1
know,concept,message,concept,1
discussion,concept,like,concept,1
capacity,concept,time,concept,1
job,concept,frank,agent,1
know,concept,today,concept,3
term,concept,buying,concept,3
time,concept,year,concept,1
made,concept,decision,concept,1
send,concept,customer,concept,1
buying,concept,yet,concept,2
frank,agent,mark,concept,2
contact,concept,information,concept,3
having,concept,ca,concept,1
state,concept,never,concept,2
agreement,concept,big,concept,1
times,concept,pge,concept,1
let,concept,email,concept,2
time,concept,members,concept,3
buying,concept,parties,concept,1
portland,concept,real,concept,1
settlement,concept,public,concept,1
system,concept,customers,concept,1
some,concept,short,concept,1
north,concept,texas,location,2
made,concept,ok,concept,3
capacity,concept,sold,concept,1
reports,concept,units,concept,1
market,concept,electric,concept,1
know,concept,meeting,concept,4
houston,location,price,concept,2
steve,agent,january,concept,1
process,concept,east,concept,2
times,concept,time,concept,2
pge,concept,prices,concept,2
deal,concept,meeting,concept,1
cash,concept,desk,concept,1
committee,concept,last,concept,3
make,concept,hr,concept,1
gas,concept,prices,concept,1
capacity,concept,always,concept,1
said,concept,think,concept,1
frank,agent,next,concept,1
call,concept,called,concept,1
add,concept,participants,concept,3
short,concept,west,concept,3
power,concept,co,concept,1
more,concept,show,concept,2
sell,concept,update,concept,1
law,concept,use,concept,2
still,concept,off,concept,2
next,concept,let,concept,2
utility,concept,proposed,concept,2
off,concept,system,concept,1
went,concept,against,concept,1
socal,concept,take,concept,3
down,concept,anyone,concept,1
scheduled,concept,discussed,concept,2
process,concept,enron,concept,2
sender,concept,delete,concept,3
information,concept,confidential,concept,3
epmi,concept,customer,concept,1
ready,concept,staff,concept,1
meeting,concept,tomorrow,concept,3
short,concept,trade,concept,1
anyone,concept,going,concept,1
question,concept,want,concept,1
upon,concept,review,concept,1
changes,concept,least,concept,3
make,concept,following,concept,1
email,concept,enron,concept,1
date,concept,though,concept,1
week,concept,called,concept,2
july,concept,through,concept,5
mark,concept,wholesale,concept,7
west,concept,short,concept,4
like,concept,process,concept,2
addition,concept,price,concept,2
price,concept,thing,concept,1
department,concept,water,concept,12
sender,concept,reply,concept,1
questions,concept,frank,agent,1
next,concept,provide,concept,1
list,concept,need,concept,1
signed,concept,contracts,concept,8
distribution,concept,longer,concept,3
called,concept,customer,concept,2
short,concept,sell,concept,1
frank,agent,week,concept,1
give,concept,back,concept,1
currently,concept,like,concept,1
weeks,concept,elizabeth,agent,1
hour,concept,then,concept,1
ferc,concept,report,concept,2
buying,concept,calpine,concept,2
change,concept,pick,concept,1
upon,concept,gisb,concept,3
issue,concept,state,concept,2
daily,concept,next,concept,1
power,concept,under,concept,7
electric,concept,company,concept,3
independent,concept,system,concept,2
filed,concept,days,concept,2
know,concept,staff,concept,2
made,concept,office,concept,1
take,concept,love,concept,2
let,concept,look,concept,2
working,concept,resources,concept,2
call,concept,frank,agent,1
going,concept,center,concept,1
information,concept,intended,concept,5
click,concept,update,concept,4
intended,concept,use,concept,5
governor,concept,required,concept,2
filing,concept,notice,concept,2
included,concept,some,concept,2
kim,agent,comments,concept,2
mark,concept,enron,concept,7
like,concept,discuss,concept,4
buying,concept,gas,concept,2
want,concept,know,concept,3
capacity,concept,know,concept,1
mark,concept,said,concept,1
year,concept,though,concept,1
committee,concept,bob,agent,3
purchase,concept,according,concept,2
contact,concept,info,concept,1
discussed,concept,notify,concept,1
state,concept,signed,concept,6
mary,agent,date,concept,1
pjm,concept,problems,concept,1
north,concept,houston,location,15
presentation,concept,talked,concept,1
requested,concept,products,concept,2
available,concept,participants,concept,1
customers,concept,epmi,concept,1
real,concept,corporation,concept,3
down,concept,day,concept,1
make,concept,copies,concept,2
power,concept,far,concept,1
gisb,concept,distribution,concept,3
sales,concept,transmission,concept,4
provide,concept,period,concept,1
intended,concept,future,concept,3
term,concept,sheet,concept,4
mail,concept,week,concept,1
commission,concept,sales,concept,1
commission,concept,utility,concept,1
then,concept,company,concept,1
jones,agent,resources,concept,1
provided,concept,sell,concept,1
portland,concept,products,concept,2
understand,concept,coming,concept,1
through,concept,sell,concept,1
added,concept,trader,concept,1
director,concept,california,location,4
frank,agent,steve,agent,2
always,concept,sell,concept,1
full,concept,copy,concept,1
special,concept,terms,concept,1
morning,concept,time,concept,2
pm,concept,central,concept,2
units,concept,reports,concept,1
down,concept,plan,concept,1
transaction,concept,real,concept,1
update,concept,status,concept,1
going,concept,back,concept,3
friday,concept,give,concept,1
term,concept,gas,concept,2
subject,concept,change,concept,2
filing,concept,proposed,concept,2
some,concept,let,concept,1
state,concept,utility,concept,2
file,concept,like,concept,1
under,concept,bill,agent,1
make,concept,change,concept,2
state,concept,related,concept,2
lot,concept,right,concept,1
date,concept,trade,concept,1
gas,concept,july,concept,3
copies,concept,houston,location,1
power,concept,contracts,concept,16
id,concept,password,concept,2
related,concept,status,concept,1
center,concept,director,concept,1
trade,concept,necessary,concept,1
always,concept,update,concept,1
know,concept,energy,concept,1
state,concept,jones,agent,3
time,concept,through,concept,2
problem,concept,sell,concept,2
greg,agent,call,concept,1
leave,concept,message,concept,2
way,concept,currently,concept,1
customer,concept,marketing,concept,1
kind,concept,did,concept,1
call,concept,july,concept,1
units,concept,then,concept,4
last,concept,time,concept,2
earlier,concept,know,concept,1
need,concept,info,concept,2
rates,concept,give,concept,2
following,concept,never,concept,1
plant,concept,california,location,2
final,concept,days,concept,2
close,concept,mark,concept,3
off,concept,price,concept,1
notify,concept,sender,concept,3
california,location,purchase,concept,2
added,concept,following,concept,1
today,concept,plan,concept,1
period,concept,transaction,concept,1
taking,concept,friday,concept,1
last,concept,units,concept,2
did,concept,know,concept,1
sales,concept,index,concept,1
called,concept,buying,concept,2
products,concept,anyone,concept,1
load,concept,hour,concept,1
today,concept,mary,agent,2
decision,concept,public,concept,3
michelle,agent,info,concept,1
copies,concept,sales,concept,2
time,concept,company,concept,1
received,concept,date,concept,1
morning,concept,afternoon,concept,1
more,concept,contact,concept,2
some,concept,information,concept,1
think,concept,gas,concept,2
received,concept,email,concept,3
energy,concept,ferc,concept,1
visit,concept,edison,agent,2
plant,concept,utilities,concept,2
days,concept,work,concept,2
back,concept,ok,concept,3
want,concept,let,concept,1
work,concept,information,concept,2
called,concept,energy,concept,2
jeff,agent,more,concept,1
traders,concept,ercot,concept,1
deal,concept,afternoon,concept,1
buying,concept,short,concept,3
taking,concept,account,concept,1
discuss,concept,issues,concept,1
currently,concept,sales,concept,1
meeting,concept,prior,concept,2
week,concept,more,concept,1
having,concept,some,concept,2
california,location,plants,concept,2
week,concept,did,concept,1
status,concept,today,concept,1
work,concept,state,concept,6
plan,concept,state,concept,2
california,location,utilities,concept,4
working,concept,hours,concept,1
file,concept,let,concept,1
discuss,concept,tomorrow,concept,1
employee,concept,through,concept,1
gisb,concept,organization,concept,3
ferc,concept,plan,concept,1
know,concept,comments,concept,4
proposed,concept,change,concept,2
year,concept,available,concept,2
think,concept,prices,concept,1
investments,concept,several,concept,2
energy,concept,company,concept,3
settlement,concept,proposal,concept,4
generators,concept,dow,concept,1
know,concept,more,concept,2
tom,agent,price,concept,1
time,concept,meeting,concept,4
plants,concept,going,concept,1
requested,concept,information,concept,1
leave,concept,complete,concept,1
utilities,concept,short,concept,1
status,concept,related,concept,1
notice,concept,filing,concept,1
smith,agent,america,concept,1
trading,concept,business,concept,2
terms,concept,through,concept,1
agency,concept,buying,concept,2
took,concept,direct,concept,2
term,concept,trade,concept,1
trader,concept,real,concept,1
know,concept,mike,agent,1
business,concept,year,concept,2
employee,concept,approved,concept,1
trading,concept,jones,agent,2
addition,concept,buying,concept,2
changes,concept,back,concept,1
some,concept,next,concept,1
effective,concept,meeting,concept,2
information,concept,today,concept,1
file,concept,looks,concept,1
like,concept,look,concept,2
document,concept,order,concept,1
tomorrow,concept,proposed,concept,1
week,concept,want,concept,1
trader,concept,following,concept,1
call,concept,issue,concept,1
state,concept,agency,concept,2
price,concept,said,concept,2
utility,concept,through,concept,2
sender,concept,immediately,concept,2
trader,concept,portland,concept,1
right,concept,update,concept,4
through,concept,board,concept,2
want,concept,gas,concept,2
morning,concept,market,concept,1
way,concept,earlier,concept,1
ferc,concept,need,concept,1
public,concept,some,concept,2
energy,concept,know,concept,1
department,concept,officials,concept,2
