source,source_type,target,target_type,weight
need,concept,following,concept,1
last,concept,today,concept,1
yes,concept,money,concept,2
working,concept,jim,agent,3
sara,agent,sara,agent,1
some,concept,want,concept,2
like,concept,back,concept,1
capacity,concept,ferc,concept,2
correct,concept,correct,concept,1
let,concept,want,concept,2
use,concept,capacity,concept,3
given,concept,never,concept,1
more,concept,questions,concept,1
going,concept,more,concept,1
next,concept,still,concept,1
west,concept,desk,concept,3
back,concept,some,concept,1
report,concept,following,concept,3
today,concept,discuss,concept,1
think,concept,help,concept,1
information,concept,going,concept,1
enron,concept,california,location,1
market,concept,market,concept,1
power,concept,contracts,concept,6
enron,concept,capacity,concept,1
like,concept,time,concept,2
let,concept,going,concept,1
several,concept,different,concept,1
need,concept,access,concept,1
issues,concept,ferc,concept,1
currently,concept,world,concept,1
think,concept,send,concept,1
think,concept,know,concept,2
going,concept,back,concept,1
november,concept,november,concept,4
today,concept,call,concept,1
some,concept,more,concept,3
good,concept,going,concept,1
energy,concept,next,concept,1
time,concept,year,concept,1
meeting,concept,day,concept,2
give,concept,discuss,concept,1
going,concept,information,concept,1
know,concept,plan,concept,3
want,concept,more,concept,1
under,concept,agreement,concept,1
next,concept,deal,concept,2
know,concept,like,concept,5
gas,concept,electric,concept,4
market,concept,enron,concept,1
committee,concept,energy,concept,1
email,concept,information,concept,1
discussed,concept,electric,concept,1
capacity,concept,pipeline,concept,1
email,concept,let,concept,1
through,concept,information,concept,1
provide,concept,system,concept,1
well,concept,make,concept,1
retail,concept,retail,concept,2
like,concept,last,concept,1
fact,concept,talked,concept,2
call,concept,questions,concept,7
review,concept,state,concept,1
market,concept,prices,concept,1
time,concept,time,concept,2
agreement,concept,more,concept,1
time,concept,why,concept,1
going,concept,through,concept,1
power,concept,john,agent,1
know,concept,think,concept,5
price,concept,price,concept,2
need,concept,want,concept,1
buying,concept,buying,concept,1
way,concept,down,concept,1
last,concept,meeting,concept,2
pipeline,concept,capacity,concept,1
short,concept,decision,concept,2
enron,concept,company,concept,1
october,concept,direct,concept,1
through,concept,email,concept,1
october,concept,october,concept,3
meeting,concept,like,concept,2
more,concept,some,concept,1
contact,concept,john,agent,1
following,concept,following,concept,1
under,concept,state,concept,1
think,concept,well,concept,2
purchase,concept,contract,concept,4
next,concept,west,concept,1
last,concept,gas,concept,1
commission,concept,plan,concept,1
discuss,concept,issue,concept,1
net,concept,amount,concept,1
week,concept,look,concept,1
ferc,concept,york,concept,1
back,concept,next,concept,2
well,concept,mark,concept,2
deal,concept,then,concept,2
california,location,edison,agent,1
more,concept,against,concept,1
bill,agent,july,concept,1
think,concept,going,concept,4
following,concept,distribution,concept,1
email,concept,know,concept,1
direct,concept,canada,concept,1
mark,concept,think,concept,1
week,concept,deal,concept,2
update,concept,discussion,concept,1
jim,agent,thank,concept,1
morning,concept,ferc,concept,1
some,concept,market,concept,1
mark,concept,meeting,concept,2
using,concept,date,concept,1
next,concept,then,concept,1
california,location,california,location,1
four,concept,proposed,concept,2
back,concept,more,concept,2
energy,concept,bill,agent,3
status,concept,status,concept,2
start,concept,total,concept,1
picture,concept,picture,concept,3
use,concept,some,concept,1
discuss,concept,changes,concept,1
independent,concept,independent,concept,1
state,concept,state,concept,1
going,concept,then,concept,2
amount,concept,capacity,concept,1
list,concept,use,concept,1
jpg,concept,canada,concept,2
morning,concept,received,concept,1
week,concept,time,concept,2
agree,concept,terms,concept,1
california,location,utilities,concept,2
game,concept,yet,concept,1
issues,concept,gas,concept,1
zufferli,concept,addition,concept,1
last,concept,time,concept,2
market,concept,back,concept,1
given,concept,week,concept,1
back,concept,down,concept,2
jim,agent,week,concept,1
morning,concept,down,concept,1
following,concept,list,concept,3
houston,location,some,concept,1
comments,concept,comments,concept,1
following,concept,contact,concept,2
under,concept,enron,concept,3
america,concept,smith,agent,2
click,concept,click,concept,1
make,concept,market,concept,1
customers,concept,transmission,concept,1
enron,concept,state,concept,1
think,concept,commission,concept,1
gas,concept,year,concept,2
sale,concept,did,concept,1
agreement,concept,file,concept,2
like,concept,good,concept,2
committee,concept,meeting,concept,2
houston,location,texas,location,3
sale,concept,public,concept,1
trading,concept,given,concept,1
monday,concept,following,concept,1
money,concept,market,concept,3
under,concept,plan,concept,2
company,concept,agreement,concept,1
friend,concept,guy,concept,1
help,concept,know,concept,1
state,concept,power,concept,5
work,concept,call,concept,1
why,concept,received,concept,1
provide,concept,some,concept,2
year,concept,ferc,concept,1
agreement,concept,canada,concept,1
city,concept,every,concept,1
year,concept,still,concept,1
capacity,concept,week,concept,2
take,concept,down,concept,2
john,agent,time,concept,1
called,concept,enron,concept,1
next,concept,let,concept,1
pipeline,concept,report,concept,1
back,concept,let,concept,1
gas,concept,company,concept,2
employee,concept,mark,concept,1
made,concept,four,concept,1
like,concept,going,concept,1
list,concept,immediately,concept,2
agreement,concept,send,concept,1
gary,agent,director,concept,1
john,agent,report,concept,1
think,concept,update,concept,1
proposal,concept,trade,concept,1
gas,concept,demand,concept,1
then,concept,going,concept,1
more,concept,take,concept,1
employee,concept,good,concept,1
back,concept,know,concept,1
list,concept,provide,concept,1
several,concept,call,concept,1
sp,concept,curve,concept,1
power,concept,gas,concept,3
services,concept,agreement,concept,1
actually,concept,job,concept,1
company,concept,date,concept,1
going,concept,called,concept,1
know,concept,take,concept,1
need,concept,use,concept,2
week,concept,meeting,concept,2
said,concept,taking,concept,2
let,concept,think,concept,4
power,concept,agreement,concept,1
going,concept,good,concept,1
said,concept,steve,agent,1
like,concept,contact,concept,2
department,concept,state,concept,1
help,concept,let,concept,1
call,concept,file,concept,1
plan,concept,back,concept,1
tomorrow,concept,need,concept,1
changes,concept,making,concept,1
week,concept,let,concept,1
going,concept,think,concept,1
agency,concept,office,concept,1
water,concept,state,concept,1
using,concept,ole,concept,1
like,concept,let,concept,1
said,concept,make,concept,2
customers,concept,using,concept,1
enron,concept,employee,concept,1
proposed,concept,paso,concept,1
cover,concept,governor,concept,1
index,concept,some,concept,1
traders,concept,agreement,concept,1
file,concept,questions,concept,2
way,concept,portland,concept,1
response,concept,ferc,concept,1
enron,concept,use,concept,1
know,concept,october,concept,1
call,concept,gisb,concept,1
generators,concept,discuss,concept,1
power,concept,company,concept,1
state,concept,said,concept,3
november,concept,york,concept,1
call,concept,like,concept,1
going,concept,file,concept,2
order,concept,help,concept,1
october,concept,system,concept,1
issues,concept,weeks,concept,1
did,concept,provide,concept,1
jim,agent,power,concept,3
good,concept,like,concept,1
back,concept,enron,concept,1
sign,concept,know,concept,1
price,concept,day,concept,1
contract,concept,date,concept,1
last,concept,always,concept,1
more,concept,back,concept,1
office,concept,review,concept,1
process,concept,early,concept,1
make,concept,book,concept,1
regulatory,concept,working,concept,6
chris,agent,dorland,concept,3
love,concept,phillip,agent,1
agreement,concept,today,concept,1
know,concept,said,concept,1
energy,concept,marketing,concept,2
make,concept,look,concept,3
discuss,concept,run,concept,1
groups,concept,some,concept,3
still,concept,said,concept,1
turn,concept,given,concept,1
gas,concept,contract,concept,2
socal,concept,call,concept,1
people,concept,down,concept,1
sold,concept,enron,concept,1
last,concept,session,concept,1
under,concept,america,concept,1
good,concept,last,concept,1
using,concept,id,concept,1
socal,concept,product,concept,2
ca,concept,houston,location,1
start,concept,using,concept,1
mary,agent,information,concept,1
level,concept,everyone,concept,2
help,concept,market,concept,1
employee,concept,suite,concept,1
discuss,concept,look,concept,1
gas,concept,customers,concept,1
retail,concept,markets,concept,2
trade,concept,think,concept,1
issue,concept,several,concept,1
department,concept,water,concept,1
central,concept,agreement,concept,1
meeting,concept,well,concept,1
talking,concept,future,concept,1
help,concept,need,concept,1
using,concept,transmission,concept,1
made,concept,yet,concept,1
fact,concept,use,concept,1
then,concept,know,concept,1
call,concept,requested,concept,1
take,concept,back,concept,1
generators,concept,said,concept,2
took,concept,called,concept,1
price,concept,basis,concept,1
law,concept,good,concept,1
back,concept,houston,location,2
yes,concept,make,concept,2
changes,concept,document,concept,2
discuss,concept,today,concept,1
supply,concept,transmission,concept,1
more,concept,price,concept,2
going,concept,call,concept,1
why,concept,customer,concept,1
trading,concept,desk,concept,4
direct,concept,california,location,2
generators,concept,contracts,concept,1
know,concept,monday,concept,1
york,concept,portland,concept,1
use,concept,cover,concept,1
time,concept,work,concept,1
know,concept,send,concept,2
know,concept,planning,concept,1
specific,concept,parties,concept,1
gas,concept,know,concept,1
know,concept,need,concept,8
energy,concept,trading,concept,3
next,concept,today,concept,1
access,concept,following,concept,1
need,concept,contact,concept,1
meeting,concept,via,concept,2
know,concept,call,concept,2
under,concept,trading,concept,1
discuss,concept,well,concept,1
business,concept,information,concept,2
california,location,report,concept,1
trading,concept,management,concept,1
off,concept,work,concept,1
some,concept,like,concept,2
call,concept,work,concept,1
gas,concept,settlement,concept,1
today,concept,meeting,concept,1
enron,concept,eb,concept,3
future,concept,state,concept,1
like,concept,know,concept,3
some,concept,then,concept,1
friday,concept,october,concept,8
employee,concept,although,concept,2
email,concept,last,concept,1
enron,concept,america,concept,3
north,concept,america,concept,3
know,concept,jim,agent,1
bring,concept,info,concept,1
said,concept,more,concept,1
january,concept,corp,concept,1
next,concept,distribution,concept,1
york,concept,customers,concept,1
friend,concept,back,concept,1
need,concept,information,concept,2
like,concept,file,concept,1
government,concept,contracts,concept,1
more,concept,comments,concept,1
make,concept,houston,location,1
working,concept,customers,concept,1
index,concept,index,concept,2
system,concept,today,concept,1
know,concept,provide,concept,1
wholesale,concept,prices,concept,2
purchase,concept,gas,concept,1
customers,concept,issues,concept,1
bill,agent,bill,agent,3
swaps,concept,short,concept,1
like,concept,jeff,agent,1
update,concept,program,concept,1
still,concept,desk,concept,1
transaction,concept,off,concept,2
make,concept,texas,location,1
did,concept,gas,concept,1
buying,concept,power,concept,1
bring,concept,trade,concept,1
make,concept,like,concept,1
provide,concept,well,concept,1
through,concept,presentation,concept,2
some,concept,take,concept,3
why,concept,understand,concept,1
use,concept,message,concept,1
public,concept,commission,concept,4
days,concept,complete,concept,1
statement,concept,week,concept,1
going,concept,said,concept,2
well,concept,received,concept,1
july,concept,final,concept,1
need,concept,why,concept,2
change,concept,said,concept,1
under,concept,services,concept,4
why,concept,market,concept,1
provide,concept,issues,concept,1
past,concept,blackberry,concept,1
committee,concept,last,concept,1
retail,concept,market,concept,2
cell,concept,looks,concept,1
date,concept,october,concept,1
send,concept,contract,concept,1
once,concept,let,concept,4
right,concept,back,concept,1
time,concept,made,concept,1
days,concept,week,concept,1
kim,agent,going,concept,1
access,concept,via,concept,1
customers,concept,gas,concept,1
changes,concept,basis,concept,1
call,concept,trading,concept,1
leave,concept,message,concept,1
week,concept,california,location,1
market,concept,price,concept,2
well,concept,good,concept,1
still,concept,going,concept,1
volumes,concept,least,concept,1
take,concept,know,concept,1
use,concept,then,concept,2
options,concept,help,concept,1
yet,concept,year,concept,1
last,concept,blackberry,concept,1
leave,concept,employee,concept,2
good,concept,options,concept,1
deal,concept,prices,concept,1
past,concept,rates,concept,1
week,concept,commission,concept,1
day,concept,week,concept,1
access,concept,meeting,concept,2
california,location,january,concept,1
enron,concept,marketing,concept,2
traders,concept,staff,concept,3
office,concept,give,concept,1
specific,concept,problems,concept,1
regulatory,concept,said,concept,1
mike,agent,some,concept,1
want,concept,week,concept,1
desk,concept,west,concept,1
going,concept,friday,concept,1
did,concept,purchase,concept,1
questions,concept,call,concept,7
down,concept,down,concept,1
let,concept,need,concept,6
rates,concept,rates,concept,1
market,concept,appreciate,concept,1
file,concept,give,concept,2
power,concept,demand,concept,1
let,concept,information,concept,1
week,concept,like,concept,1
system,concept,working,concept,1
appreciate,concept,time,concept,1
gas,concept,power,concept,2
know,concept,changes,concept,5
send,concept,email,concept,2
jim,agent,judge,concept,1
bill,agent,list,concept,1
october,concept,gas,concept,1
make,concept,decision,concept,2
sign,concept,take,concept,1
through,concept,list,concept,1
air,concept,permit,concept,1
change,concept,change,concept,1
big,concept,back,concept,1
reply,concept,sheet,concept,1
received,concept,ferc,concept,1
look,concept,think,concept,2
information,concept,back,concept,1
work,concept,work,concept,1
power,concept,supply,concept,1
business,concept,review,concept,1
appropriate,concept,transaction,concept,1
some,concept,back,concept,1
use,concept,firm,concept,2
intended,concept,last,concept,1
ferc,concept,pjm,concept,1
approved,concept,immediately,concept,2
sure,concept,gas,concept,1
proposal,concept,proposal,concept,1
still,concept,capacity,concept,1
agreement,concept,back,concept,1
make,concept,back,concept,1
required,concept,rates,concept,1
send,concept,mail,concept,1
performance,concept,performance,concept,1
mail,concept,every,concept,1
tomorrow,concept,day,concept,1
corporate,concept,california,location,1
number,concept,issues,concept,1
time,concept,agency,concept,1
gas,concept,gas,concept,3
send,concept,call,concept,2
day,concept,day,concept,2
know,concept,information,concept,1
upon,concept,original,concept,1
index,concept,trades,concept,1
following,concept,jim,agent,1
said,concept,anyone,concept,2
ole,concept,ole,concept,2
capacity,concept,system,concept,1
special,concept,october,concept,1
more,concept,information,concept,2
jeff,agent,good,concept,1
trade,concept,report,concept,1
individual,concept,appropriate,concept,3
know,concept,event,concept,1
look,concept,like,concept,6
energy,concept,said,concept,1
big,concept,big,concept,1
california,location,changes,concept,1
provide,concept,take,concept,1
north,concept,people,concept,1
book,concept,friday,concept,1
know,concept,time,concept,3
own,concept,own,concept,1
said,concept,director,concept,1
ferc,concept,still,concept,1
back,concept,filing,concept,1
agreement,concept,direct,concept,1
make,concept,meeting,concept,1
every,concept,every,concept,1
then,concept,time,concept,2
upon,concept,upon,concept,1
committee,concept,bob,agent,3
make,concept,money,concept,2
price,concept,changes,concept,1
jim,agent,committee,concept,3
always,concept,take,concept,1
yes,concept,yes,concept,1
year,concept,john,agent,1
john,agent,gas,concept,1
good,concept,people,concept,1
think,concept,some,concept,2
total,concept,deal,concept,1
week,concept,week,concept,1
required,concept,file,concept,1
going,concept,day,concept,1
copy,concept,agreement,concept,2
trader,concept,upon,concept,1
then,concept,need,concept,1
markets,concept,high,concept,1
look,concept,curve,concept,1
want,concept,take,concept,2
going,concept,like,concept,1
jim,agent,following,concept,1
director,concept,california,location,1
joe,agent,found,concept,1
going,concept,least,concept,1
changes,concept,click,concept,1
office,concept,last,concept,1
commission,concept,against,concept,1
immediately,concept,original,concept,3
pretty,concept,people,concept,1
america,concept,day,concept,1
early,concept,week,concept,6
questions,concept,contact,concept,2
under,concept,year,concept,1
know,concept,love,concept,1
given,concept,swaps,concept,1
retail,concept,addition,concept,1
morning,concept,plan,concept,1
day,concept,going,concept,1
utility,concept,customer,concept,1
think,concept,order,concept,1
give,concept,days,concept,1
mw,concept,edison,agent,1
dynegy,concept,filing,concept,1
open,concept,market,concept,1
week,concept,utilities,concept,1
energy,concept,july,concept,1
look,concept,give,concept,1
services,concept,trading,concept,1
tomorrow,concept,plan,concept,1
socal,concept,basis,concept,1
index,concept,nov,concept,1
discussed,concept,today,concept,1
contract,concept,purchase,concept,1
want,concept,plan,concept,3
signed,concept,copy,concept,1
houston,location,office,concept,1
year,concept,trade,concept,1
given,concept,work,concept,1
year,concept,made,concept,1
still,concept,need,concept,2
contact,concept,going,concept,1
agreed,concept,time,concept,1
canada,concept,received,concept,1
said,concept,going,concept,1
need,concept,understand,concept,1
need,concept,capacity,concept,1
total,concept,like,concept,1
swaps,concept,provide,concept,1
curve,concept,well,concept,1
sorry,concept,like,concept,1
still,concept,problem,concept,1
longer,concept,term,concept,1
discussed,concept,agreement,concept,1
discuss,concept,comments,concept,2
pipeline,concept,system,concept,1
said,concept,down,concept,1
tell,concept,going,concept,1
more,concept,like,concept,2
week,concept,happy,concept,1
although,concept,portland,concept,1
agreed,concept,power,concept,1
need,concept,business,concept,1
filing,concept,issue,concept,1
dave,agent,going,concept,1
send,concept,why,concept,1
energy,concept,canada,concept,2
want,concept,make,concept,5
know,concept,trading,concept,3
sure,concept,some,concept,1
want,concept,curve,concept,1
following,concept,under,concept,2
direct,concept,deal,concept,1
start,concept,deal,concept,1
message,concept,access,concept,1
found,concept,down,concept,1
error,concept,delete,concept,4
report,concept,think,concept,1
call,concept,need,concept,2
report,concept,employee,concept,1
pacific,concept,gas,concept,3
next,concept,happy,concept,1
happy,concept,hour,concept,3
work,concept,week,concept,1
enron,concept,suite,concept,2
review,concept,copies,concept,1
gary,agent,going,concept,1
meeting,concept,time,concept,1
looks,concept,like,concept,3
said,concept,week,concept,1
good,concept,houston,location,1
having,concept,hour,concept,1
deal,concept,under,concept,1
effective,concept,agreement,concept,1
report,concept,trader,concept,1
like,concept,texas,location,1
give,concept,more,concept,2
meetings,concept,appropriate,concept,3
let,concept,questions,concept,9
well,concept,book,concept,2
services,concept,enron,concept,3
capacity,concept,proposed,concept,1
customer,concept,day,concept,1
more,concept,decision,concept,1
sara,agent,smith,agent,5
kim,agent,give,concept,1
trade,concept,under,concept,1
notify,concept,delete,concept,3
least,concept,basis,concept,1
marketing,concept,meeting,concept,1
socal,concept,making,concept,2
related,concept,deal,concept,2
trade,concept,enron,concept,1
high,concept,market,concept,1
requested,concept,call,concept,1
customers,concept,utility,concept,1
down,concept,way,concept,1
thing,concept,down,concept,1
office,concept,working,concept,1
make,concept,changes,concept,1
like,concept,think,concept,1
basis,concept,price,concept,1
want,concept,think,concept,1
once,concept,changes,concept,3
going,concept,sure,concept,1
portland,concept,access,concept,1
state,concept,government,concept,1
trades,concept,gas,concept,1
company,concept,california,location,1
value,concept,cash,concept,1
regulatory,concept,power,concept,6
physical,concept,desk,concept,1
take,concept,working,concept,1
power,concept,appreciate,concept,1
power,concept,system,concept,2
next,concept,know,concept,1
give,concept,list,concept,1
still,concept,think,concept,1
know,concept,everyone,concept,1
index,concept,price,concept,2
market,concept,development,concept,2
performance,concept,direct,concept,1
received,concept,good,concept,1
look,concept,office,concept,1
run,concept,var,concept,1
sure,concept,swaps,concept,1
cover,concept,make,concept,1
trading,concept,event,concept,1
transmission,concept,different,concept,1
order,concept,paso,concept,1
take,concept,friday,concept,1
call,concept,office,concept,1
added,concept,city,concept,1
options,concept,contact,concept,1
thank,concept,kim,agent,1
work,concept,future,concept,2
gas,concept,marketing,concept,1
curve,concept,fact,concept,1
future,concept,retail,concept,1
plan,concept,provide,concept,1
transaction,concept,back,concept,2
mail,concept,cell,concept,1
having,concept,provide,concept,1
included,concept,planning,concept,1
marketing,concept,company,concept,1
time,concept,decision,concept,1
did,concept,good,concept,1
ready,concept,change,concept,1
like,concept,report,concept,1
problems,concept,close,concept,1
hey,concept,going,concept,1
via,concept,agreement,concept,3
ole,concept,picture,concept,9
meeting,concept,monday,concept,2
immediately,concept,take,concept,2
make,concept,received,concept,1
process,concept,lunch,concept,1
following,concept,report,concept,3
meeting,concept,tomorrow,concept,2
market,concept,energy,concept,1
use,concept,subject,concept,1
week,concept,members,concept,1
last,concept,still,concept,1
trades,concept,today,concept,1
thing,concept,going,concept,1
october,concept,report,concept,1
start,concept,volume,concept,1
week,concept,going,concept,1
sorry,concept,process,concept,1
thank,concept,enron,concept,1
questions,concept,give,concept,4
houston,location,friday,concept,1
utilities,concept,against,concept,1
participants,concept,october,concept,4
work,concept,well,concept,2
system,concept,steve,agent,1
area,concept,services,concept,1
took,concept,day,concept,1
review,concept,meeting,concept,1
work,concept,more,concept,1
think,concept,next,concept,1
information,concept,contact,concept,1
provide,concept,help,concept,1
california,location,individual,concept,1
well,concept,going,concept,2
october,concept,pacific,concept,1
meeting,concept,talking,concept,1
meeting,concept,last,concept,2
once,concept,sign,concept,1
decision,concept,scheduled,concept,2
week,concept,know,concept,1
some,concept,look,concept,1
sale,concept,enron,concept,1
pipeline,concept,california,location,1
good,concept,need,concept,1
permit,concept,agency,concept,1
know,concept,addition,concept,1
susan,agent,changes,concept,1
call,concept,let,concept,1
price,concept,energy,concept,1
market,concept,high,concept,1
four,concept,making,concept,1
event,concept,enron,concept,1
information,concept,procedures,concept,1
think,concept,issue,concept,1
going,concept,tomorrow,concept,1
call,concept,guy,concept,1
information,concept,made,concept,1
physical,concept,index,concept,2
day,concept,need,concept,1
physical,concept,power,concept,1
run,concept,report,concept,1
power,concept,call,concept,1
still,concept,supply,concept,1
add,concept,list,concept,1
want,concept,know,concept,5
capacity,concept,report,concept,1
capacity,concept,through,concept,1
process,concept,next,concept,1
work,concept,time,concept,1
revised,concept,price,concept,2
wholesale,concept,houston,location,5
contact,concept,dan,concept,1
net,concept,customers,concept,2
hey,concept,jeff,agent,1
power,concept,markets,concept,6
high,concept,everyone,concept,2
more,concept,california,location,1
smith,agent,visit,concept,1
october,concept,electric,concept,1
then,concept,party,concept,1
company,concept,firm,concept,1
state,concept,law,concept,2
some,concept,generators,concept,1
looks,concept,number,concept,1
more,concept,options,concept,1
make,concept,off,concept,1
did,concept,still,concept,1
decision,concept,commission,concept,1
america,concept,eb,concept,2
give,concept,requested,concept,1
capacity,concept,changes,concept,1
email,concept,blackberry,concept,1
contracts,concept,said,concept,4
off,concept,click,concept,2
use,concept,rates,concept,1
weather,concept,call,concept,2
next,concept,meeting,concept,2
issue,concept,some,concept,2
state,concept,changes,concept,1
upon,concept,state,concept,1
issues,concept,meeting,concept,2
kim,agent,gary,agent,1
gas,concept,think,concept,1
event,concept,reply,concept,1
socal,concept,volumes,concept,1
comments,concept,want,concept,2
without,concept,price,concept,1
days,concept,year,concept,1
immediately,concept,november,concept,2
area,concept,power,concept,1
director,concept,suite,concept,1
update,concept,information,concept,1
like,concept,cash,concept,1
filed,concept,california,location,1
did,concept,agreement,concept,1
corporate,concept,direct,concept,1
operations,concept,services,concept,5
response,concept,january,concept,1
update,concept,far,concept,1
curve,concept,transaction,concept,2
going,concept,meeting,concept,1
discuss,concept,making,concept,1
greg,agent,via,concept,1
make,concept,still,concept,1
let,concept,change,concept,1
pipeline,concept,october,concept,1
customer,concept,access,concept,1
north,concept,smith,agent,2
close,concept,sign,concept,1
gas,concept,january,concept,1
still,concept,customers,concept,1
some,concept,distribution,concept,1
retail,concept,wholesale,concept,1
going,concept,give,concept,1
know,concept,help,concept,3
opportunity,concept,future,concept,1
given,concept,joe,agent,1
review,concept,well,concept,1
let,concept,time,concept,3
like,concept,send,concept,1
joe,agent,morning,concept,1
senate,concept,john,agent,1
california,location,plan,concept,2
enron,concept,agreement,concept,1
committee,concept,friday,concept,1
access,concept,event,concept,1
did,concept,anyone,concept,1
then,concept,make,concept,1
everyone,concept,law,concept,1
still,concept,leave,concept,1
review,concept,let,concept,1
firm,concept,customers,concept,2
use,concept,made,concept,1
longer,concept,desk,concept,1
email,concept,call,concept,1
given,concept,still,concept,1
proposal,concept,market,concept,1
effective,concept,november,concept,1
last,concept,day,concept,13
last,concept,some,concept,1
next,concept,weeks,concept,3
email,concept,earlier,concept,1
discuss,concept,meeting,concept,2
week,concept,power,concept,1
enron,concept,message,concept,1
mark,concept,talked,concept,2
understand,concept,need,concept,2
take,concept,permit,concept,1
day,concept,specific,concept,1
agreement,concept,july,concept,1
hour,concept,issues,concept,1
pick,concept,then,concept,1
jeff,agent,office,concept,1
socal,concept,market,concept,1
ask,concept,sign,concept,1
document,concept,settlement,concept,1
like,concept,more,concept,2
discussed,concept,contract,concept,1
prices,concept,date,concept,1
day,concept,discuss,concept,1
going,concept,happy,concept,1
scheduled,concept,november,concept,2
reports,concept,approval,concept,1
actually,concept,november,concept,1
last,concept,california,location,1
agreed,concept,enron,concept,1
day,concept,july,concept,1
said,concept,last,concept,1
water,concept,resources,concept,1
procedures,concept,revised,concept,1
bob,agent,power,concept,3
agency,concept,permit,concept,1
hour,concept,back,concept,1
well,concept,discussion,concept,1
year,concept,agreement,concept,1
proposal,concept,back,concept,2
america,concept,texas,location,2
want,concept,decision,concept,2
then,concept,business,concept,1
questions,concept,cara,agent,1
deal,concept,number,concept,2
products,concept,nov,concept,1
did,concept,hear,concept,2
power,concept,plant,concept,3
sure,concept,why,concept,3
mark,concept,report,concept,2
went,concept,through,concept,1
back,concept,day,concept,2
electric,concept,power,concept,5
call,concept,said,concept,1
order,concept,meeting,concept,1
access,concept,corporate,concept,1
did,concept,today,concept,1
party,concept,actually,concept,1
happy,concept,next,concept,1
jim,agent,did,concept,1
days,concept,review,concept,1
said,concept,order,concept,1
said,concept,john,agent,1
enron,concept,contract,concept,1
october,concept,following,concept,1
special,concept,friday,concept,2
pretty,concept,some,concept,1
report,concept,response,concept,2
time,concept,review,concept,1
retail,concept,regulatory,concept,2
agree,concept,john,agent,1
smith,agent,texas,location,2
notify,concept,immediately,concept,3
working,concept,committee,concept,3
cell,concept,jeff,agent,1
capacity,concept,four,concept,1
early,concept,october,concept,1
having,concept,requested,concept,1
transaction,concept,under,concept,1
meeting,concept,through,concept,1
john,agent,copy,concept,1
provide,concept,update,concept,1
some,concept,hour,concept,1
given,concept,days,concept,2
electric,concept,california,location,1
email,concept,corporate,concept,1
sure,concept,back,concept,1
price,concept,yet,concept,1
did,concept,last,concept,1
time,concept,california,location,2
mary,agent,call,concept,2
hear,concept,well,concept,2
work,concept,next,concept,1
issue,concept,following,concept,1
look,concept,comments,concept,1
think,concept,provide,concept,2
committee,concept,week,concept,1
enron,concept,sell,concept,1
gas,concept,off,concept,1
kind,concept,open,concept,1
event,concept,deal,concept,2
resources,concept,agency,concept,1
make,concept,sure,concept,13
then,concept,sale,concept,1
michelle,agent,agreement,concept,1
want,concept,lunch,concept,1
why,concept,heard,concept,1
north,concept,houston,location,2
problems,concept,sign,concept,1
revised,concept,via,concept,3
index,concept,products,concept,1
week,concept,distribution,concept,1
time,concept,resources,concept,2
thing,concept,water,concept,1
special,concept,planning,concept,1
tom,agent,call,concept,1
department,concept,agency,concept,1
let,concept,changes,concept,3
houston,location,take,concept,1
year,concept,supply,concept,1
like,concept,number,concept,1
trade,concept,show,concept,1
power,concept,office,concept,1
houston,location,meeting,concept,1
