october,december,15.8164337109
level,money,10.1159939928
individual,intended,10.1159939928
specific,least,10.1021881932
problems,responsible,10.1021881932
prohibited,delete,10.0615462087
says,world,10.0615462087
distribution,prohibited,10.0615462087
basis,down,10.0615462087
north,texas,10.0428096462
mail,mail,10.0409276549
ever,coming,10.0350739974
traders,program,10.0350739974
executed,trade,10.0350739974
error,message,10.0220178446
message,error,10.0220178446
every,love,10.0090787888
amount,payment,10.0090787888
discuss,bit,10.0090787888
necessary,level,10.0090787888
period,early,10.0090787888
notify,taking,10.0090787888
joe,louise,10.0090787888
payment,amount,10.0090787888
mail,ken,10.0090787888
hard,amount,10.0090787888
date,stacey,10.0090787888
ask,delivery,10.0090787888
management,notify,10.0090787888
add,list,10.0026525197
cash,michelle,10.0026525197
markets,markets,10.0005167753
smith,texas,9.99200527549
proposed,individual,9.98354369674
id,payment,9.95845271577
stacey,send,9.95845271577
send,stacey,9.95845271577
money,cash,9.94606899132
sara,questions,9.93379066154
value,called,9.90954311529
sender,copies,9.90954311529
least,level,9.90954311529
changed,desk,9.90954311529
changed,addition,9.90954311529
frank,louise,9.90954311529
load,info,9.90954311529
distribution,list,9.90954311529
filing,agreements,9.90954311529
available,lunch,9.90954311529
id,id,9.9078266427
proposal,proposal,9.89757047363
hours,bit,9.87783425557
plan,stacey,9.86223740052
stacey,plan,9.86223740052
old,room,9.8391537874
several,weeks,9.8391537874
provided,firm,9.8391537874
joe,add,9.8391537874
customers,parties,9.8391537874
job,always,9.8391537874
cash,amount,9.8391537874
couple,management,9.8391537874
firm,provided,9.8391537874
cash,required,9.8391537874
short,term,9.82465421771
center,every,9.8164337109
asp,center,9.8164337109
index,index,9.8164337109
dan,dan,9.8164337109
original,copy,9.8164337109
load,lot,9.79406589787
tell,program,9.79406589787
lot,load,9.79406589787
lot,document,9.79406589787
america,texas,9.78026009835
north,smith,9.77477455927
changed,never,9.77203959154
executed,parties,9.77203959154
via,mary,9.77203959154
immediately,currently,9.77203959154
received,notify,9.75754002185
understand,transaction,9.75754002185
system,capacity,9.73961811385
net,services,9.73961811385
level,past,9.72897086965
utility,filing,9.72897086965
final,original,9.72897086965
corp,stacey,9.72897086965
against,physical,9.72897086965
appropriate,against,9.72897086965
stacey,corp,9.72897086965
filing,notice,9.72897086965
correct,prices,9.72897086965
process,east,9.70790925412
west,appreciate,9.70790925412
number,net,9.70790925412
ceo,gas,9.70790925412
least,hours,9.70790925412
capacity,capacity,9.70309223783
lunch,early,9.68715069396
frank,joe,9.68715069396
greg,thing,9.68715069396
deal,every,9.68715069396
copies,management,9.68715069396
different,joe,9.68715069396
lunch,provided,9.68715069396
taking,lunch,9.68715069396
short,appreciate,9.68715069396
ever,contact,9.68715069396
wholesale,services,9.67250391799
enron,net,9.66161560185
never,problem,9.65656237412
parties,via,9.64650870946
index,add,9.64650870946
filing,approval,9.64650870946
add,distribution,9.64650870946
prior,hard,9.64650870946
karen,high,9.64650870946
distribution,add,9.64650870946
positions,edison,9.64650870946
room,greg,9.61676136607
notice,confidential,9.61349365223
sender,message,9.60698034527
america,smith,9.59968785271
ken,mail,9.59404128957
confidential,chris,9.5924320367
big,house,9.58761502041
received,delete,9.58761502041
least,ever,9.58761502041
michelle,east,9.58761502041
agreements,transmission,9.58761502041
problems,program,9.58761502041
prohibited,received,9.58761502041
intended,intended,9.58547927606
chris,chris,9.57666472085
proposed,filing,9.56850619746
filing,proposed,9.56850619746
requested,proposed,9.56850619746
year,stacey,9.56850619746
notice,always,9.55904586821
changes,against,9.55904586821
provided,coming,9.54964717021
john,ken,9.5434152165
approval,intended,9.53103149204
east,markets,9.53103149204
status,related,9.53103149204
markets,east,9.53103149204
commission,individual,9.53103149204
intended,error,9.53103149204
own,making,9.53103149204
making,money,9.53103149204
area,having,9.50657844832
level,question,9.49450561601
run,why,9.49450561601
program,times,9.49450561601
hear,ask,9.49450561601
run,understand,9.49450561601
period,pipeline,9.49450561601
dave,ask,9.49450561601
mike,response,9.49450561601
notify,trade,9.49450561601
eol,different,9.49450561601
exmerge,bill,9.49193167235
specific,signed,9.48551683279
without,proposed,9.48104335621
options,options,9.47658370802
says,prior,9.47658370802
system,old,9.47658370802
went,then,9.47658370802
error,prohibited,9.47658370802
start,start,9.47658370802
joe,john,9.4730258886
confidential,use,9.45302898004
mary,frank,9.45011149666
party,transaction,9.43561192696
edison,provided,9.42411628812
book,early,9.42411628812
weeks,richard,9.42411628812
firm,required,9.42411628812
taking,book,9.42411628812
several,ken,9.42411628812
room,tom,9.42411628812
physical,delivery,9.42411628812
disclosure,notify,9.42411628812
sender,email,9.42411628812
account,room,9.42411628812
index,customers,9.42411628812
appreciate,date,9.42411628812
lisa,management,9.42411628812
went,love,9.42411628812
area,east,9.42411628812
total,management,9.42411628812
received,message,9.42255577414
ever,afternoon,9.40704277476
given,load,9.40704277476
big,line,9.40704277476
bill,items,9.40704277476
corp,share,9.40704277476
game,having,9.40704277476
center,center,9.40139621162
west,capacity,9.38598115924
pipeline,open,9.37902839859
trade,monday,9.37902839859
old,send,9.37349021505
john,positions,9.37349021505
change,scheduled,9.37349021505
responsible,received,9.36522259907
november,short,9.36522259907
mark,richard,9.36522259907
own,customer,9.3611064906
mary,requested,9.35700209226
proposal,filing,9.35700209226
currently,index,9.35700209226
period,currently,9.35700209226
understand,coming,9.35700209226
steve,joe,9.33100688373
well,download,9.32458061457
least,lisa,9.32458061457
individual,agreements,9.32458061457
start,hear,9.32458061457
cash,desk,9.32458061457
addition,prohibited,9.32458061457
dave,approval,9.32458061457
nov,ferc,9.32458061457
ferc,scheduled,9.32458061457
prior,load,9.32458061457
hey,anyone,9.32458061457
parties,texas,9.32458061457
making,problems,9.32458061457
term,appreciate,9.32458061457
capacity,old,9.32458061457
couple,copies,9.32458061457
past,future,9.31393337037
importance,made,9.3086390707
early,days,9.3086390707
amount,money,9.3086390707
markets,america,9.3086390707
responsible,intended,9.3086390707
specific,days,9.3086390707
status,management,9.3086390707
confidential,greg,9.3086390707
money,jim,9.3086390707
term,contracts,9.30687861284
down,then,9.30665870658
period,hours,9.29287175485
payment,number,9.29287175485
original,discussed,9.29287175485
requested,hours,9.29287175485
discussed,value,9.29287175485
number,response,9.29287175485
hours,period,9.29287175485
hours,ken,9.29287175485
hard,hours,9.29287175485
discussed,understand,9.29287175485
plan,positions,9.27727489979
parties,north,9.27727489979
never,notice,9.26953925101
every,good,9.26184485922
importance,changes,9.25419128668
down,early,9.25419128668
specific,changes,9.25419128668
disclosure,error,9.25419128668
net,enron,9.24657810257
through,program,9.24657810257
november,through,9.24657810257
document,issue,9.24657810257
notify,distribution,9.23147121018
steve,karen,9.23147121018
high,level,9.23147121018
copy,appreciate,9.23147121018
sender,copy,9.23147121018
immediately,copy,9.23147121018
requested,book,9.23147121018
times,trades,9.23147121018
thank,payment,9.23147121018
dan,lisa,9.23147121018
agreement,sara,9.21652086872
own,problems,9.20910339715
james,joe,9.20172386679
delivery,discuss,9.20172386679
susan,importance,9.20172386679
required,amount,9.20172386679
james,susan,9.20172386679
jim,jim,9.20172386679
tomorrow,bit,9.19194284599
currently,prior,9.18707709082
houston,texas,9.18707709082
never,options,9.18707709082
hear,hear,9.17257752113
addition,transmission,9.17257752113
value,transaction,9.17257752113
mike,mike,9.17257752113
list,asp,9.17257752113
louise,mark,9.17257752113
paid,load,9.17257752113
ask,michelle,9.17257752113
question,desk,9.17257752113
load,paid,9.17257752113
response,michelle,9.17257752113
response,received,9.17257752113
transaction,understand,9.17257752113
mark,louise,9.17257752113
mark,tom,9.17257752113
addition,desk,9.17257752113
markets,north,9.16179768237
correct,day,9.15346869818
changed,past,9.14400836893
afternoon,went,9.14400836893
given,changed,9.14400836893
having,went,9.14400836893
went,against,9.14400836893
info,afternoon,9.14400836893
parties,smith,9.14400836893
help,karen,9.14400836893
share,contracts,9.1369536114
bob,job,9.13460967093
canada,office,9.13460967093
trade,north,9.12527180635
approval,process,9.1229467534
money,later,9.11599399276
commission,filing,9.11599399276
days,later,9.11599399276
account,open,9.11599399276
yet,hard,9.11599399276
requested,money,9.11599399276
status,requested,9.11599399276
right,tom,9.11599399276
eol,markets,9.11599399276
why,right,9.11599399276
mark,mark,9.11368383207
related,issues,9.10218819324
parties,america,9.10218819324
take,msn,9.10218819324
scheduled,working,9.10218819324
greg,called,9.10218819324
take,download,9.10218819324
america,total,9.10218819324
saturday,frank,9.10218819324
deal,changed,9.10218819324
james,frank,9.10218819324
order,executed,9.09396768643
pretty,good,9.09191985778
exmerge,john,9.08398359786
physical,options,9.06154620874
weeks,couple,9.06154620874
give,net,9.06154620874
info,says,9.06154620874
delete,system,9.06154620874
york,says,9.06154620874
says,order,9.06154620874
down,ken,9.06154620874
hard,following,9.06154620874
world,start,9.06154620874
original,way,9.06154620874
changes,physical,9.06154620874
issue,west,9.0449442414
did,ever,9.03507399738
executed,document,9.03507399738
hear,mary,9.03507399738
daily,executed,9.03507399738
contract,program,9.03507399738
using,question,9.03507399738
trade,sell,9.03507399738
law,own,9.02853115151
past,own,9.02853115151
final,days,9.02853115151
sale,agreement,9.02387579077
message,immediately,9.02201784455
individual,message,9.02201784455
message,karen,9.02201784455
delete,message,9.02201784455
immediately,message,9.02201784455
message,sender,9.02201784455
joe,dan,9.00907878884
ask,joe,9.00907878884
asp,contact,9.00907878884
notify,necessary,9.00907878884
bit,saturday,9.00907878884
contact,account,9.00907878884
mail,blackberry,9.00907878884
contact,original,9.00907878884
looks,importance,9.00907878884
greg,center,9.00907878884
early,morning,9.00907878884
responsible,future,9.00907878884
immediately,email,9.00907878884
taking,center,9.00907878884
looks,james,9.00907878884
mail,dan,9.00907878884
smith,houston,9.00650484518
agreements,agreements,9.00265251969
services,transmission,9.00265251969
karen,kim,9.00265251969
access,run,8.99200527549
trade,smith,8.99200527549
executed,north,8.9877682826
issues,lot,8.98671097582
steve,steve,8.98635871234
year,net,8.98354369674
use,individual,8.98354369674
proposed,parties,8.98354369674
demand,changed,8.98354369674
use,prohibited,8.98354369674
parties,proposed,8.98354369674
make,sure,8.97959435115
share,hours,8.97094365996
number,house,8.97094365996
process,load,8.97094365996
process,points,8.97094365996
dave,discussed,8.97094365996
california,trades,8.96468466949
asp,id,8.95845271577
original,send,8.95845271577
pipeline,take,8.95018509979
trade,america,8.95018509979
couple,days,8.94606899132
options,days,8.94606899132
confidential,prohibited,8.94606899132
money,always,8.94606899132
start,yet,8.94606899132
north,corp,8.94469956071
bit,did,8.94196459299
signed,contracts,8.93531975023
responsible,given,8.92161594759
richard,smith,8.92161594759
importance,final,8.92161594759
area,given,8.92161594759
job,notice,8.92161594759
required,law,8.92161594759
people,law,8.92161594759
against,taking,8.92161594759
taking,without,8.92161594759
help,delivery,8.92161594759
physical,points,8.90954311529
edison,addition,8.90954311529
trade,via,8.90954311529
desk,related,8.90954311529
book,lunch,8.90954311529
different,world,8.90954311529
frank,steve,8.90954311529
via,different,8.90954311529
anyone,dan,8.90954311529
program,distribution,8.90954311529
edison,share,8.90954311529
party,lisa,8.90954311529
message,confidential,8.90654062713
north,houston,8.90530612241
coming,coming,8.89757047363
says,purchase,8.8916212073
error,system,8.8916212073
prohibited,system,8.8916212073
business,individual,8.87391920556
proposed,lot,8.86806647932
sure,every,8.86223740052
without,bob,8.85450175174
time,canada,8.85257430316
michelle,michelle,8.85064942624
ever,list,8.85064942624
transmission,transaction,8.85064942624
pretty,susan,8.8391537874
edison,customers,8.8391537874
room,via,8.8391537874
start,love,8.8391537874
email,error,8.8391537874
susan,pretty,8.8391537874
work,basis,8.8391537874
least,notice,8.82208027404
past,problems,8.82208027404
value,times,8.8164337109
distribution,copy,8.8164337109
copy,steve,8.8164337109
notify,copy,8.8164337109
times,value,8.8164337109
steve,tom,8.8164337109
morning,ken,8.8164337109
copy,copy,8.8164337109
looks,index,8.8164337109
issue,system,8.8136186953
under,short,8.81268157604
john,john,8.80091143879
responsible,message,8.79962542322
ever,yet,8.79406589787
problem,lunch,8.79406589787
markets,desk,8.79406589787
own,trade,8.79406589787
status,dave,8.79406589787
made,november,8.79406589787
hear,status,8.79406589787
made,document,8.79406589787
commission,copies,8.79406589787
made,problems,8.79406589787
edison,never,8.77203959154
using,book,8.77203959154
office,positions,8.77203959154
sunday,looks,8.77203959154
book,using,8.77203959154
proposal,via,8.77203959154
hey,going,8.77203959154
under,term,8.77203959154
weeks,mary,8.77203959154
total,proposal,8.77203959154
traders,making,8.77203959154
mary,weeks,8.77203959154
america,corp,8.76961285415
want,early,8.7611512754
early,trading,8.7611512754
specific,want,8.7611512754
list,copy,8.75754002185
email,delete,8.74604438301
purchase,transmission,8.73961811385
changes,least,8.73961811385
east,services,8.73961811385
load,following,8.73961811385
anyone,always,8.73961811385
customer,question,8.73961811385
november,customer,8.73961811385
load,system,8.73961811385
program,way,8.73961811385
changes,document,8.73961811385
final,notify,8.72897086965
bill,requested,8.72897086965
help,account,8.72897086965
asp,help,8.72897086965
notice,distribution,8.72897086965
help,level,8.72897086965
utility,index,8.72897086965
corp,asp,8.72897086965
final,later,8.72897086965
response,provide,8.72897086965
week,agreed,8.72897086965
message,intended,8.71389554919
never,received,8.71314590249
lunch,today,8.71314590249
id,use,8.71052520233
changed,west,8.70790925412
scheduled,discussed,8.70790925412
signed,parties,8.70790925412
east,west,8.70790925412
total,number,8.70790925412
hours,lisa,8.70790925412
intended,future,8.70095649348
pretty,sure,8.69231239907
center,deal,8.68715069396
hour,share,8.68715069396
issues,correct,8.68715069396
delivery,points,8.68715069396
party,saturday,8.68715069396
load,hour,8.68715069396
paid,hour,8.68715069396
contact,different,8.68715069396
working,appropriate,8.68715069396
well,job,8.68715069396
deal,tom,8.68715069396
short,understand,8.68715069396
date,load,8.68715069396
susan,party,8.68715069396
joe,copies,8.68715069396
hard,issues,8.68715069396
every,take,8.68715069396
account,working,8.68715069396
hard,deal,8.68715069396
mike,greg,8.68715069396
short,why,8.68715069396
deal,level,8.68715069396
question,jim,8.68715069396
points,delivery,8.68715069396
trade,necessary,8.68715069396
date,house,8.68715069396
love,hear,8.68715069396
tom,deal,8.68715069396
short,period,8.68715069396
index,short,8.68715069396
program,people,8.68715069396
then,open,8.68303458549
went,good,8.6768823585
issue,capacity,8.66161560185
demand,big,8.66161560185
problem,sell,8.65656237412
own,traders,8.65656237412
coming,problem,8.65656237412
coming,lot,8.65656237412
lot,traders,8.65656237412
coming,markets,8.65656237412
mary,status,8.65656237412
executed,monday,8.65656237412
immediately,thank,8.64650870946
give,original,8.64650870946
hard,give,8.64650870946
world,world,8.64650870946
info,via,8.64650870946
error,copy,8.64650870946
delete,distribution,8.64650870946
lisa,lisa,8.64650870946
sale,physical,8.64650870946
distribution,sender,8.64650870946
related,related,8.64650870946
sender,thank,8.64650870946
edison,edison,8.64650870946
looks,pretty,8.64650870946
looks,approval,8.64650870946
add,future,8.64650870946
america,houston,8.6427565746
line,law,8.6415080284
ever,send,8.63652462089
customer,customer,8.62858680146
then,then,8.62858680146
provided,room,8.61676136607
taking,room,8.61676136607
positions,like,8.61676136607
room,provided,8.61676136607
think,start,8.61676136607
intended,past,8.61349365223
original,message,8.60698034527
tomorrow,ken,8.60698034527
notify,message,8.60698034527
information,immediately,8.60698034527
message,notify,8.60698034527
scheduled,tomorrow,8.60698034527
using,customer,8.6021145901
customer,using,8.6021145901
purchase,executed,8.6021145901
notify,email,8.59404128957
dan,mail,8.59404128957
days,signed,8.5924320367
big,party,8.58761502041
frank,copies,8.58761502041
sender,received,8.58761502041
problems,transmission,8.58761502041
load,capacity,8.58761502041
michelle,info,8.58761502041
document,well,8.58761502041
appreciate,received,8.58761502041
agreements,copies,8.58761502041
transmission,term,8.58761502041
lunch,kim,8.58761502041
changed,mark,8.58761502041
immediately,received,8.58761502041
november,term,8.58761502041
pipeline,least,8.58761502041
share,term,8.58761502041
bit,more,8.58761502041
problems,document,8.58761502041
executed,business,8.58441258837
correct,need,8.58121724921
year,basis,8.56850619746
still,response,8.56850619746
notify,use,8.56850619746
account,use,8.56850619746
every,day,8.56850619746
given,prior,8.55904586821
given,approval,8.55904586821
options,having,8.55904586821
prices,trades,8.55904586821
add,access,8.55904586821
without,prohibited,8.55904586821
having,always,8.55904586821
approval,corp,8.55904586821
short,short,8.55786767701
deal,deal,8.55786767701
saturday,sunday,8.54964717021
joe,bob,8.54964717021
using,required,8.54964717021
specific,contract,8.54964717021
bob,richard,8.54964717021
california,every,8.54964717021
needed,jim,8.54964717021
specific,office,8.54964717021
jim,coming,8.54964717021
sell,job,8.54964717021
provided,sell,8.54964717021
amount,coming,8.54964717021
canada,did,8.54964717021
richard,contract,8.54964717021
markets,enron,8.54613838443
program,north,8.54030930563
west,system,8.53798425268
sunday,sunday,8.53500039424
weeks,status,8.53103149204
world,own,8.53103149204
right,changed,8.53103149204
info,problem,8.53103149204
individual,open,8.53103149204
changed,open,8.53103149204
edison,problem,8.53103149204
monday,making,8.53103149204
related,status,8.53103149204
edison,markets,8.53103149204
money,book,8.53103149204
intended,sender,8.53103149204
lot,related,8.53103149204
open,east,8.53103149204
mail,joe,8.52365196167
disclosure,called,8.51722569252
file,file,8.51228031774
hear,later,8.49450561601
friday,house,8.49450561601
correct,let,8.49450561601
thing,morning,8.49450561601
center,lunch,8.49450561601
looks,thing,8.49450561601
looks,different,8.49450561601
steve,frank,8.49450561601
morning,load,8.49450561601
later,thing,8.49450561601
question,why,8.49450561601
run,eol,8.49450561601
copy,document,8.49450561601
requested,report,8.49450561601
mark,services,8.48807934686
west,management,8.48551683279
west,short,8.48551683279
bob,bob,8.48253297435
notice,proposed,8.48104335621
proposed,without,8.48104335621
term,short,8.48069981649
parties,customer,8.47658370802
sender,system,8.47658370802
way,sender,8.47658370802
lisa,customer,8.47658370802
immediately,system,8.47658370802
changes,lisa,8.47658370802
then,went,8.47658370802
appreciate,way,8.47658370802
enron,america,8.47484709024
story,july,8.46897052391
take,love,8.46475827262
contracts,period,8.45888170628
basis,business,8.45888170628
proposed,commission,8.45302898004
intended,use,8.45302898004
use,intended,8.45302898004
capacity,proposal,8.45011149666
mary,called,8.45011149666
coming,anyone,8.45011149666
currently,available,8.45011149666
anyone,wholesale,8.45011149666
coming,frank,8.45011149666
sunday,load,8.45011149666
sure,copy,8.44719990124
physical,agreement,8.43891329005
prohibited,message,8.43705534383
comments,dave,8.43561192696
went,hour,8.42411628812
world,joe,8.42411628812
ask,several,8.42411628812
prohibited,email,8.42411628812
email,immediately,8.42411628812
thank,taking,8.42411628812
email,sender,8.42411628812
specific,physical,8.42411628812
net,email,8.42411628812
add,email,8.42411628812
error,email,8.42411628812
saturday,lisa,8.42411628812
joe,lisa,8.42411628812
physical,specific,8.42411628812
info,joe,8.42411628812
contact,sender,8.42411628812
email,nov,8.42411628812
joe,world,8.42411628812
lisa,date,8.42411628812
susan,related,8.42411628812
distribution,contact,8.42411628812
physical,necessary,8.42411628812
susan,lisa,8.42411628812
made,money,8.41555427462
lot,made,8.41555427462
open,markets,8.41555427462
own,monday,8.41555427462
value,said,8.41044135123
having,pipeline,8.40704277476
without,addition,8.40704277476
dave,given,8.40704277476
transmission,utility,8.40704277476
off,house,8.40704277476
big,off,8.40704277476
past,party,8.40704277476
utility,transmission,8.40704277476
thing,given,8.40704277476
party,law,8.40704277476
utility,paid,8.40704277476
thing,access,8.40704277476
trade,having,8.40704277476
desk,past,8.40704277476
times,times,8.40139621162
year,cash,8.39858119602
proposed,changes,8.39858119602
error,use,8.39858119602
mail,mike,8.3875904121
tomorrow,discuss,8.38458792394
against,last,8.38319603281
room,houston,8.37972216877
price,eol,8.37902839859
let,know,8.37902839859
looks,like,8.37164886823
joe,mail,8.37164886823
high,prices,8.36640079027
james,mark,8.36522259907
mark,james,8.36522259907
mark,jim,8.36522259907
mail,mark,8.36522259907
issues,program,8.36522259907
issues,house,8.36522259907
transaction,taking,8.36522259907
michelle,importance,8.36522259907
transaction,management,8.36522259907
ever,take,8.36522259907
transmission,short,8.36522259907
review,prohibited,8.3611064906
changes,made,8.3611064906
lot,changes,8.3611064906
bit,jeff,8.35700209226
mary,steve,8.35700209226
executed,order,8.35700209226
account,under,8.35700209226
under,period,8.35700209226
html,under,8.35700209226
value,contract,8.35700209226
asp,under,8.35700209226
copy,executed,8.35700209226
currently,order,8.35700209226
office,response,8.35700209226
later,sell,8.35700209226
enron,markets,8.35349330649
enron,north,8.33677591154
law,disclosure,8.33665344687
room,given,8.33665344687
give,desk,8.32458061457
went,well,8.32458061457
pipeline,prior,8.32458061457
party,prior,8.32458061457
immediately,available,8.32458061457
related,frank,8.32458061457
filing,services,8.32458061457
agreements,delete,8.32458061457
available,making,8.32458061457
well,changed,8.32458061457
related,problems,8.32458061457
called,delete,8.32458061457
making,available,8.32458061457
well,msn,8.32458061457
daily,prior,8.32458061457
ferc,ferc,8.32458061457
physical,agreements,8.32458061457
texas,appreciate,8.32458061457
sale,agreements,8.32458061457
cash,mike,8.32458061457
start,points,8.32458061457
ferc,changed,8.32458061457
agreements,parties,8.32458061457
amount,problem,8.3086390707
delivery,intended,8.3086390707
area,status,8.3086390707
taking,right,8.3086390707
love,problem,8.3086390707
several,days,8.3086390707
jim,made,8.3086390707
problem,necessary,8.3086390707
greg,made,8.3086390707
saturday,lot,8.3086390707
last,couple,8.30073387262
later,chris,8.29287175485
west,period,8.29287175485
later,signed,8.29287175485
chris,morning,8.29287175485
discussed,notify,8.29287175485
options,business,8.28895670484
california,edison,8.28661276437
hear,tomorrow,8.28505225039
plan,sale,8.27727489979
north,total,8.27727489979
hey,plan,8.27727489979
daily,email,8.27211319468
call,options,8.27146927811
provide,needed,8.26953925101
without,proposal,8.26953925101
against,using,8.26953925101
utility,sell,8.26953925101
final,proposal,8.26953925101
proposal,having,8.26953925101
notice,sell,8.26953925101
given,proposal,8.26953925101
sell,notice,8.26953925101
proposal,against,8.26953925101
given,using,8.26953925101
coming,off,8.26953925101
frank,mark,8.26568692552
change,lot,8.25801299763
purchase,amount,8.25419128668
area,down,8.25419128668
taking,system,8.25419128668
jim,changes,8.25419128668
following,jim,8.25419128668
disclosure,prohibited,8.25419128668
exmerge,chris,8.24847763549
july,story,8.24657810257
through,share,8.24657810257
through,transmission,8.24657810257
ever,still,8.24657810257
load,year,8.24657810257
game,want,8.24657810257
hear,proposed,8.24657810257
some,game,8.24657810257
use,share,8.24657810257
house,still,8.24657810257
want,game,8.24657810257
program,story,8.24657810257
program,use,8.24657810257
energy,trades,8.24278652341
michelle,process,8.23397806579
looks,weeks,8.23147121018
later,thank,8.23147121018
delete,copy,8.23147121018
looks,info,8.23147121018
account,order,8.23147121018
physical,eol,8.23147121018
went,morning,8.23147121018
notify,thank,8.23147121018
eol,physical,8.23147121018
distribution,email,8.23147121018
info,copy,8.23147121018
issues,traders,8.22771907532
comments,north,8.21838121074
agreement,agreed,8.21652086872
least,days,8.20910339715
changed,price,8.20910339715
frank,status,8.20910339715
anyone,problem,8.20910339715
status,frank,8.20910339715
yet,problems,8.20910339715
price,changed,8.20910339715
anyone,status,8.20910339715
right,capacity,8.20910339715
final,signed,8.20540891359
chris,line,8.20540891359
having,hours,8.20540891359
west,past,8.20540891359
having,signed,8.20540891359
change,changes,8.20356521361
mail,richard,8.20172386679
area,area,8.20172386679
susan,susan,8.20172386679
every,like,8.20172386679
necessary,necessary,8.20172386679
susan,saturday,8.20172386679
greg,people,8.20172386679
date,date,8.20172386679
people,required,8.20172386679
love,love,8.20172386679
jim,discuss,8.20172386679
like,louise,8.20172386679
basis,think,8.20172386679
next,week,8.19845615295
information,notify,8.19194284599
going,pretty,8.18707709082
prior,using,8.18707709082
sunday,total,8.18707709082
going,world,8.18707709082
parties,houston,8.18707709082
add,traders,8.18707709082
always,sell,8.18707709082
karen,jeff,8.18707709082
hey,sunday,8.18707709082
customer,contract,8.18707709082
against,short,8.18465035343
customers,demand,8.17618877468
run,run,8.17257752113
dan,mark,8.17257752113
pipeline,question,8.17257752113
report,trade,8.17257752113
points,question,8.17257752113
mark,dan,8.17257752113
transaction,notify,8.17257752113
