source,source_type,target,target_type,weight
greg,agent,enron,concept,2
called,concept,october,concept,1
steve,agent,available,concept,1
still,concept,law,concept,2
gas,concept,specific,concept,1
under,concept,want,concept,1
actually,concept,sure,concept,1
change,concept,payment,concept,2
special,concept,without,concept,2
more,concept,time,concept,1
more,concept,market,concept,1
list,concept,people,concept,1
capacity,concept,gisb,concept,1
copy,concept,final,concept,2
email,concept,intended,concept,1
year,concept,basis,concept,1
think,concept,curve,concept,1
time,concept,off,concept,1
call,concept,immediately,concept,1
following,concept,like,concept,1
information,concept,meeting,concept,1
like,concept,meeting,concept,3
several,concept,days,concept,1
california,location,edison,agent,2
called,concept,morning,concept,1
day,concept,open,concept,1
trades,concept,bank,concept,1
earlier,concept,today,concept,2
independent,concept,energy,concept,1
information,concept,edison,agent,1
california,location,power,concept,3
more,concept,week,concept,1
power,concept,company,concept,2
week,concept,give,concept,1
curve,concept,price,concept,1
available,concept,week,concept,1
portland,concept,energy,concept,1
meeting,concept,discuss,concept,2
under,concept,state,concept,1
session,concept,committee,concept,4
energy,concept,state,concept,2
day,concept,today,concept,1
intended,concept,notice,concept,1
days,concept,prior,concept,2
back,concept,california,location,1
then,concept,capacity,concept,1
subject,concept,product,concept,1
thank,concept,mike,agent,1
list,concept,own,concept,1
back,concept,let,concept,2
given,concept,added,concept,1
enron,concept,east,concept,2
energy,concept,effective,concept,1
way,concept,friday,concept,1
working,concept,monday,concept,1
special,concept,october,concept,1
contracts,concept,more,concept,2
provided,concept,earlier,concept,1
sender,concept,received,concept,1
need,concept,some,concept,2
deal,concept,under,concept,1
services,concept,agreement,concept,1
talking,concept,review,concept,1
special,concept,issues,concept,2
back,concept,friday,concept,1
want,concept,contract,concept,1
know,concept,appropriate,concept,2
sure,concept,hours,concept,1
session,concept,day,concept,2
know,concept,send,concept,1
file,concept,add,concept,2
special,concept,take,concept,2
special,concept,different,concept,2
job,concept,energy,concept,1
people,concept,time,concept,1
enron,concept,email,concept,1
state,concept,last,concept,3
people,concept,more,concept,1
look,concept,options,concept,1
use,concept,make,concept,2
then,concept,cash,concept,1
state,concept,market,concept,2
need,concept,ken,agent,1
call,concept,back,concept,8
work,concept,ferc,concept,1
process,concept,bit,concept,1
houston,location,trades,concept,1
questions,concept,time,concept,1
long-term,concept,off,concept,1
sold,concept,early,concept,1
going,concept,took,concept,1
proposal,concept,back,concept,1
provide,concept,number,concept,1
email,concept,process,concept,1
know,concept,working,concept,1
right,concept,decision,concept,2
state,concept,contract,concept,2
use,concept,way,concept,1
contract,concept,ok,concept,1
plan,concept,california,location,1
frank,agent,week,concept,2
session,concept,without,concept,4
bank,concept,well,concept,1
need,concept,payment,concept,2
market,concept,working,concept,1
agency,concept,federal,concept,1
enron,concept,business,concept,2
immediately,concept,via,concept,1
taylor,agent,california,location,1
file,concept,use,concept,1
time,concept,send,concept,1
taking,concept,upon,concept,1
more,concept,visit,concept,1
some,concept,time,concept,4
more,concept,prices,concept,2
central,concept,payment,concept,2
chris,agent,charge,concept,1
session,concept,issues,concept,2
tell,concept,sure,concept,1
short,concept,swaps,concept,1
staff,concept,senate,concept,2
october,concept,then,concept,3
north,concept,eb,concept,2
delete,concept,immediately,concept,2
contact,concept,questions,concept,2
north,concept,houston,location,2
leave,concept,enron,concept,2
bank,concept,date,concept,2
sure,concept,want,concept,1
power,concept,under,concept,3
leave,concept,state,concept,1
confidential,concept,law,concept,1
account,concept,sales,concept,2
good,concept,jim,agent,3
changes,concept,want,concept,1
reply,concept,email,concept,6
provided,concept,corp,concept,1
plan,concept,commission,concept,1
access,concept,trading,concept,2
give,concept,questions,concept,1
commission,concept,marketing,concept,1
working,concept,through,concept,1
company,concept,power,concept,2
take,concept,payment,concept,2
morning,concept,lot,concept,1
list,concept,want,concept,1
original,concept,account,concept,1
west,concept,bring,concept,1
going,concept,pick,concept,1
some,concept,session,concept,2
like,concept,power,concept,2
distribution,concept,taking,concept,1
marketing,concept,gas,concept,1
power,concept,off,concept,1
steve,agent,said,concept,1
following,concept,week,concept,1
energy,concept,release,concept,1
said,concept,state,concept,2
course,concept,turn,concept,1
sender,concept,error,concept,1
filed,concept,next,concept,2
good,concept,last,concept,1
good,concept,make,concept,1
final,concept,houston,location,1
company,concept,said,concept,1
call,concept,did,concept,1
market,concept,prices,concept,4
scheduled,concept,then,concept,1
addition,concept,give,concept,1
october,concept,friday,concept,2
october,concept,weeks,concept,1
bank,concept,america,concept,2
filed,concept,contract,concept,1
off,concept,state,concept,1
plan,concept,office,concept,2
america,concept,trade,concept,1
send,concept,meeting,concept,1
need,concept,know,concept,3
trading,concept,floor,concept,1
working,concept,know,concept,1
market,concept,power,concept,1
contract,concept,system,concept,1
trading,concept,business,concept,1
enron,concept,power,concept,4
working,concept,mark,concept,1
early,concept,next,concept,4
like,concept,good,concept,2
then,concept,trader,concept,1
organization,concept,sign,concept,1
more,concept,ercot,concept,1
enron,concept,enron,concept,2
then,concept,trade,concept,1
section,concept,section,concept,1
let,concept,like,concept,1
call,concept,week,concept,2
staff,concept,help,concept,1
send,concept,review,concept,3
give,concept,weeks,concept,1
price,concept,power,concept,1
contracts,concept,market,concept,1
subject,concept,committee,concept,2
day,concept,session,concept,2
dave,agent,copies,concept,1
state,concept,power,concept,4
plan,concept,friday,concept,1
take,concept,power,concept,1
sunday,concept,october,concept,5
customer,concept,center,concept,1
friday,concept,number,concept,1
department,concept,water,concept,2
basis,concept,basis,concept,1
board,concept,october,concept,1
gas,concept,guy,concept,1
load,concept,texas,location,1
more,concept,process,concept,1
available,concept,following,concept,1
day,concept,day,concept,2
information,concept,subject,concept,1
john,agent,edison,agent,1
corporate,concept,account,concept,1
time,concept,week,concept,3
take,concept,immediately,concept,2
number,concept,want,concept,1
page,concept,well,concept,1
committee,concept,session,concept,2
agreements,concept,last,concept,1
why,concept,why,concept,1
bill,agent,special,concept,2
time,concept,last,concept,1
going,concept,click,concept,1
info,concept,scheduled,concept,1
corporate,concept,agreement,concept,1
john,agent,john,agent,2
direct,concept,access,concept,3
friday,concept,good,concept,1
need,concept,account,concept,1
john,agent,power,concept,1
effective,concept,monday,concept,1
well,concept,well,concept,3
houston,location,trade,concept,1
market,concept,market,concept,1
ok,concept,contract,concept,1
tim,concept,discussion,concept,1
making,concept,everything,concept,1
power,concept,more,concept,2
enron,concept,corp,concept,10
meeting,concept,meeting,concept,1
california,location,said,concept,2
trade,concept,date,concept,2
john,agent,under,concept,1
think,concept,help,concept,1
received,concept,sign,concept,2
commission,concept,power,concept,2
state,concept,said,concept,4
times,concept,let,concept,1
state,concept,department,concept,1
did,concept,did,concept,3
help,concept,contracts,concept,1
signed,concept,eol,concept,1
water,concept,department,concept,2
start,concept,process,concept,1
help,concept,said,concept,1
weeks,concept,weeks,concept,1
power,concept,state,concept,4
through,concept,next,concept,2
make,concept,deal,concept,1
report,concept,click,concept,1
office,concept,next,concept,3
plan,concept,plan,concept,1
working,concept,people,concept,2
email,concept,email,concept,1
federal,concept,public,concept,2
take,concept,special,concept,2
time,concept,law,concept,1
wholesale,concept,marketing,concept,3
make,concept,agency,concept,1
company,concept,company,concept,1
know,concept,going,concept,1
mark,concept,did,concept,1
access,concept,terms,concept,1
give,concept,access,concept,1
energy,concept,meeting,concept,1
edison,agent,edison,agent,2
agreed,concept,issue,concept,1
jeff,agent,like,concept,1
trade,concept,currently,concept,1
contract,concept,contract,concept,2
story,concept,high,concept,1
program,concept,program,concept,1
off,concept,earlier,concept,1
know,concept,questions,concept,14
earlier,concept,high,concept,1
made,concept,review,concept,1
review,concept,taking,concept,1
send,concept,following,concept,1
back,concept,early,concept,1
add,concept,lot,concept,1
following,concept,discussion,concept,1
following,concept,access,concept,1
like,concept,well,concept,2
model,concept,model,concept,1
mike,agent,eol,concept,1
times,concept,work,concept,1
filing,concept,file,concept,1
energy,concept,management,concept,1
good,concept,guy,concept,1
work,concept,items,concept,1
power,concept,contract,concept,2
power,concept,gas,concept,1
special,concept,day,concept,2
copy,concept,copy,concept,1
questions,concept,bring,concept,1
course,concept,far,concept,1
organization,concept,agreements,concept,1
early,concept,monday,concept,1
issues,concept,general,concept,1
more,concept,california,location,3
october,concept,through,concept,2
comments,concept,meeting,concept,1
time,concept,sign,concept,2
add,concept,payment,concept,1
enron,concept,west,concept,1
special,concept,committee,concept,2
more,concept,scheduled,concept,1
energy,concept,corp,concept,2
list,concept,sure,concept,1
participants,concept,want,concept,2
know,concept,john,agent,1
information,concept,confidential,concept,2
signed,concept,morning,concept,1
central,concept,well,concept,1
texas,location,off,concept,1
terms,concept,agreement,concept,1
signed,concept,contract,concept,1
gas,concept,utility,concept,2
california,location,more,concept,2
like,concept,next,concept,1
agreed,concept,time,concept,1
via,concept,delivery,concept,1
through,concept,october,concept,1
afternoon,concept,meeting,concept,1
different,concept,sheet,concept,4
commission,concept,law,concept,2
state,concept,signed,concept,2
direct,concept,line,concept,1
against,concept,edison,agent,1
notify,concept,immediately,concept,4
sheet,concept,well,concept,1
using,concept,call,concept,1
good,concept,gas,concept,1
state,concept,year,concept,1
members,concept,opportunity,concept,2
provide,concept,info,concept,1
email,concept,message,concept,2
appropriate,concept,value,concept,1
sure,concept,gas,concept,1
agreement,concept,revised,concept,1
provide,concept,look,concept,1
utility,concept,oct,concept,2
next,concept,times,concept,1
update,concept,meetings,concept,1
change,concept,then,concept,1
sender,concept,reply,concept,3
days,concept,well,concept,1
power,concept,some,concept,1
way,concept,filing,concept,1
going,concept,email,concept,1
edison,agent,california,location,1
corporate,concept,smith,agent,1
power,concept,issues,concept,1
working,concept,gas,concept,1
ferc,concept,through,concept,1
energy,concept,houston,location,1
value,concept,provide,concept,1
central,concept,need,concept,2
said,concept,weeks,concept,1
never,concept,visit,concept,1
call,concept,questions,concept,8
signed,concept,july,concept,1
company,concept,more,concept,1
need,concept,revised,concept,1
canada,concept,corp,concept,2
off,concept,texas,location,1
agreements,concept,department,concept,1
said,concept,week,concept,2
like,concept,provide,concept,1
issue,concept,last,concept,1
review,concept,still,concept,1
approval,concept,order,concept,1
included,concept,party,concept,2
houston,location,take,concept,1
last,concept,like,concept,3
contracts,concept,down,concept,1
california,location,business,concept,2
world,concept,process,concept,1
then,concept,back,concept,2
copy,concept,anyone,concept,2
several,concept,central,concept,1
counsel,concept,filing,concept,1
like,concept,sheet,concept,1
prices,concept,california,location,1
course,concept,october,concept,2
texas,location,some,concept,1
through,concept,week,concept,1
complete,concept,found,concept,2
date,concept,desk,concept,2
make,concept,specific,concept,1
final,concept,october,concept,1
more,concept,open,concept,1
hey,concept,down,concept,1
need,concept,give,concept,1
far,concept,department,concept,1
sheet,concept,know,concept,1
send,concept,list,concept,1
department,concept,provide,concept,1
energy,concept,date,concept,1
least,concept,provide,concept,1
said,concept,plan,concept,1
energy,concept,provide,concept,1
law,concept,firm,concept,2
like,concept,some,concept,3
more,concept,add,concept,1
next,concept,early,concept,1
public,concept,commission,concept,2
day,concept,every,concept,1
information,concept,found,concept,2
agreed,concept,payment,concept,1
today,concept,power,concept,2
curve,concept,days,concept,1
want,concept,provide,concept,1
under,concept,power,concept,1
customers,concept,services,concept,1
revised,concept,discussion,concept,1
general,concept,made,concept,1
reply,concept,contact,concept,1
session,concept,different,concept,2
power,concept,demand,concept,1
prices,concept,some,concept,2
customers,concept,enron,concept,1
frank,agent,visit,concept,1
comments,concept,made,concept,1
problem,concept,course,concept,1
message,concept,business,concept,2
customer,concept,department,concept,1
proposed,concept,opportunity,concept,1
last,concept,year,concept,1
day,concept,special,concept,2
know,concept,like,concept,1
message,concept,delete,concept,1
give,concept,following,concept,1
against,concept,north,concept,1
afternoon,concept,friday,concept,1
deal,concept,power,concept,1
issue,concept,independent,concept,1
times,concept,know,concept,2
date,concept,october,concept,3
customers,concept,said,concept,1
real,concept,issues,concept,1
show,concept,far,concept,1
company,concept,marketing,concept,1
look,concept,let,concept,1
add,concept,delete,concept,2
people,concept,ever,concept,1
questions,concept,contact,concept,3
four,concept,weeks,concept,2
account,concept,co,concept,1
services,concept,canada,concept,1
houston,location,trader,concept,1
charge,concept,some,concept,1
tom,agent,available,concept,1
market,concept,federal,concept,1
portland,concept,days,concept,1
sorry,concept,hear,concept,1
prices,concept,down,concept,1
trades,concept,houston,location,1
trader,concept,bank,concept,2
prices,concept,time,concept,2
under,concept,customers,concept,1
turn,concept,use,concept,1
world,concept,bit,concept,1
california,location,some,concept,1
enron,concept,eb,concept,2
department,concept,contract,concept,1
good,concept,info,concept,2
tomorrow,concept,next,concept,1
different,concept,enron,concept,1
traders,concept,bring,concept,1
bit,concept,longer,concept,1
job,concept,performance,concept,2
dorland,concept,chris,agent,7
order,concept,meeting,concept,1
prices,concept,agreed,concept,1
contract,concept,prices,concept,2
monday,concept,october,concept,6
actually,concept,daily,concept,1
direct,concept,right,concept,1
customers,concept,kind,concept,1
sign,concept,agreements,concept,2
book,concept,trader,concept,1
available,concept,time,concept,1
then,concept,book,concept,1
real,concept,info,concept,1
power,concept,contracts,concept,5
give,concept,right,concept,1
some,concept,prices,concept,1
edison,agent,let,concept,1
power,concept,take,concept,1
back,concept,going,concept,1
contracts,concept,agency,concept,1
work,concept,contracts,concept,1
still,concept,week,concept,1
working,concept,tom,agent,1
intended,concept,notify,concept,2
pm,concept,meeting,concept,1
session,concept,october,concept,1
time,concept,good,concept,2
complete,concept,information,concept,2
morning,concept,access,concept,1
take,concept,give,concept,1
business,concept,days,concept,2
management,concept,energy,concept,1
order,concept,make,concept,1
today,concept,good,concept,2
reports,concept,revised,concept,1
next,concept,time,concept,2
sunday,concept,oct,concept,1
later,concept,time,concept,1
let,concept,plan,concept,1
commission,concept,down,concept,1
business,concept,units,concept,5
looks,concept,curve,concept,1
john,agent,work,concept,1
open,concept,click,concept,1
under,concept,generators,concept,1
give,concept,issue,concept,1
cover,concept,customers,concept,2
session,concept,next,concept,1
floor,concept,business,concept,1
discussed,concept,price,concept,1
although,concept,members,concept,2
program,concept,events,concept,2
desk,concept,issues,concept,1
through,concept,enron,concept,1
actually,concept,want,concept,1
contracts,concept,regulatory,concept,1
more,concept,going,concept,1
let,concept,utility,concept,1
help,concept,give,concept,2
sender,concept,delete,concept,4
call,concept,course,concept,1
long-term,concept,price,concept,2
gas,concept,issues,concept,1
release,concept,today,concept,1
some,concept,term,concept,1
actually,concept,back,concept,1
work,concept,business,concept,1
smith,agent,eb,concept,3
agreement,concept,against,concept,1
governor,concept,said,concept,1
power,concept,oct,concept,1
regulatory,concept,commission,concept,3
thing,concept,party,concept,1
payment,concept,tomorrow,concept,1
said,concept,last,concept,2
marketing,concept,under,concept,1
run,concept,kind,concept,1
provide,concept,signed,concept,1
leave,concept,work,concept,1
need,concept,information,concept,1
texas,location,information,concept,1
open,concept,more,concept,1
greg,agent,net,concept,2
energy,concept,wholesale,concept,1
made,concept,still,concept,1
currently,concept,curve,concept,1
correct,concept,process,concept,1
several,concept,bank,concept,1
call,concept,went,concept,1
back,concept,edison,agent,1
subject,concept,change,concept,1
state,concept,next,concept,2
dave,agent,mail,concept,1
payment,concept,date,concept,2
units,concept,gas,concept,1
need,concept,week,concept,1
firm,concept,given,concept,2
curve,concept,then,concept,1
corporate,concept,using,concept,2
through,concept,net,concept,1
upon,concept,payment,concept,2
good,concept,order,concept,1
independent,concept,services,concept,1
october,concept,november,concept,2
sender,concept,original,concept,1
following,concept,comments,concept,2
business,concept,level,concept,2
actually,concept,book,concept,1
looks,concept,co,concept,1
did,concept,four,concept,1
some,concept,know,concept,1
notify,concept,mail,concept,1
like,concept,reports,concept,1
center,concept,october,concept,4
corporate,concept,comments,concept,2
points,concept,last,concept,1
message,concept,use,concept,1
meeting,concept,need,concept,2
real,concept,desk,concept,1
use,concept,day,concept,1
curve,concept,bill,agent,1
power,concept,deal,concept,2
order,concept,send,concept,1
state,concept,gas,concept,1
america,concept,desk,concept,1
real,concept,time,concept,5
discussion,concept,sure,concept,1
price,concept,contracts,concept,1
date,concept,monday,concept,2
right,concept,direct,concept,3
sheet,concept,send,concept,1
energy,concept,contract,concept,1
counsel,concept,number,concept,1
business,concept,payment,concept,2
ever,concept,send,concept,1
index,concept,currently,concept,1
send,concept,discuss,concept,1
know,concept,times,concept,1
agreement,concept,real,concept,1
central,concept,bank,concept,3
jeff,agent,said,concept,1
file,concept,review,concept,2
file,concept,discussed,concept,1
department,concept,made,concept,1
close,concept,plan,concept,2
world,concept,need,concept,1
contracts,concept,federal,concept,2
contact,concept,more,concept,2
call,concept,afternoon,concept,1
north,concept,desk,concept,1
yet,concept,heard,concept,1
contracts,concept,generators,concept,2
term,concept,markets,concept,1
said,concept,contracts,concept,2
some,concept,need,concept,1
california,location,state,concept,1
morning,concept,make,concept,1
discussion,concept,today,concept,2
public,concept,federal,concept,1
week,concept,next,concept,1
said,concept,agreed,concept,1
order,concept,working,concept,1
following,concept,found,concept,1
once,concept,yes,concept,1
year,concept,total,concept,4
steve,agent,made,concept,1
said,concept,commission,concept,1
questions,concept,work,concept,1
energy,concept,according,concept,2
account,concept,more,concept,2
year,concept,plan,concept,2
some,concept,corporate,concept,2
energy,concept,terms,concept,1
state,concept,plan,concept,1
california,location,utilities,concept,2
enron,concept,public,concept,1
meeting,concept,day,concept,1
mark,concept,going,concept,1
contact,concept,early,concept,1
time,concept,steve,agent,1
bob,agent,texas,location,1
email,concept,subject,concept,1
fact,concept,next,concept,1
through,concept,said,concept,1
today,concept,discuss,concept,1
water,concept,own,concept,1
contract,concept,through,concept,1
more,concept,changes,concept,1
issues,concept,related,concept,1
know,concept,think,concept,2
least,concept,site,concept,1
california,location,never,concept,1
via,concept,blackberry,concept,1
filed,concept,against,concept,1
contact,concept,next,concept,1
use,concept,access,concept,1
kim,agent,like,concept,1
today,concept,make,concept,1
state,concept,deal,concept,2
thing,concept,said,concept,1
order,concept,desk,concept,1
enron,concept,basis,concept,1
access,concept,well,concept,1
hour,concept,down,concept,1
made,concept,document,concept,1
edison,agent,session,concept,2
signed,concept,deal,concept,1
hey,concept,going,concept,1
prices,concept,contract,concept,1
session,concept,call,concept,2
eol,concept,well,concept,1
let,concept,call,concept,1
time,concept,well,concept,1
update,concept,ken,agent,1
morning,concept,order,concept,1
commission,concept,against,concept,3
working,concept,houston,location,2
given,concept,volumes,concept,1
off,concept,rates,concept,1
call,concept,issue,concept,2
central,concept,change,concept,2
phillip,agent,contact,concept,1
trade,concept,following,concept,1
sender,concept,immediately,concept,1
friday,concept,need,concept,1
sara,agent,smith,agent,5
think,concept,need,concept,1
know,concept,make,concept,1
enron,concept,texas,location,1
different,concept,power,concept,2
texas,location,big,concept,2
contracts,concept,said,concept,3
currently,concept,lot,concept,1
market,concept,signed,concept,1
services,concept,customers,concept,3
members,concept,floor,concept,1
issue,concept,let,concept,1
houston,location,book,concept,1
north,concept,west,concept,1
discuss,concept,some,concept,1
least,concept,right,concept,1
make,concept,well,concept,1
page,concept,help,concept,2
sorry,concept,know,concept,1
earlier,concept,year,concept,3
trade,concept,trades,concept,1
date,concept,through,concept,1
necessary,concept,like,concept,1
report,concept,pipeline,concept,1
power,concept,federal,concept,2
access,concept,found,concept,1
state,concept,commission,concept,1
coming,concept,back,concept,1
time,concept,morning,concept,1
room,concept,pm,concept,1
want,concept,take,concept,2
