source,source_type,target,target_type,weight
daily,concept,hours,concept,1
paid,concept,year,concept,1
day,concept,today,concept,1
pjm,concept,related,concept,1
enron,concept,access,concept,1
value,concept,looks,concept,1
make,concept,still,concept,1
hey,concept,guy,concept,1
bill,agent,john,agent,1
did,concept,some,concept,3
energy,concept,meeting,concept,1
enron,concept,question,concept,1
business,concept,days,concept,1
called,concept,pjm,concept,1
know,concept,lot,concept,1
city,concept,department,concept,2
bit,concept,down,concept,1
give,concept,original,concept,1
let,concept,make,concept,2
marketing,concept,fuel,concept,1
power,concept,york,concept,1
greg,agent,larry,concept,1
immediately,concept,delete,concept,1
look,concept,like,concept,3
company,concept,enron,concept,3
complete,concept,available,concept,1
party,concept,then,concept,1
then,concept,gas,concept,1
time,concept,working,concept,2
right,concept,planning,concept,1
make,concept,business,concept,1
board,concept,special,concept,1
did,concept,give,concept,1
customers,concept,under,concept,1
information,concept,dow,concept,1
staff,concept,afternoon,concept,1
give,concept,some,concept,1
made,concept,year,concept,1
going,concept,send,concept,1
system,concept,contact,concept,2
time,concept,year,concept,1
today,concept,said,concept,1
pacific,concept,company,concept,2
week,concept,time,concept,1
know,concept,work,concept,4
tomorrow,concept,jim,agent,1
general,concept,enron,concept,2
buying,concept,price,concept,1
order,concept,like,concept,7
access,concept,following,concept,1
company,concept,without,concept,1
still,concept,why,concept,1
enron,concept,days,concept,1
take,concept,good,concept,1
bit,concept,take,concept,1
high,concept,turn,concept,1
know,concept,plan,concept,1
location,concept,well,concept,1
north,concept,power,concept,1
options,concept,make,concept,1
customers,concept,think,concept,1
tim,concept,nov,concept,1
open,concept,pge,concept,3
know,concept,company,concept,1
office,concept,enron,concept,1
day,concept,meeting,concept,1
enron,concept,open,concept,2
products,concept,earlier,concept,1
process,concept,business,concept,2
markets,concept,meeting,concept,1
bank,concept,america,concept,2
prior,concept,filing,concept,3
some,concept,eol,concept,1
electric,concept,california,location,2
some,concept,going,concept,1
information,concept,order,concept,1
customers,concept,let,concept,1
going,concept,although,concept,1
net,concept,book,concept,1
plan,concept,make,concept,1
enron,concept,make,concept,2
book,concept,office,concept,1
back,concept,taking,concept,1
down,concept,process,concept,1
energy,concept,marketing,concept,3
water,concept,least,concept,1
still,concept,work,concept,1
thank,concept,james,agent,1
change,concept,contact,concept,1
business,concept,business,concept,1
provide,concept,tomorrow,concept,2
delivery,concept,delivery,concept,2
utility,concept,let,concept,1
notice,concept,hours,concept,1
chris,agent,director,concept,2
need,concept,week,concept,2
going,concept,everyone,concept,1
email,concept,time,concept,1
sure,concept,trades,concept,1
committee,concept,meeting,concept,1
addition,concept,filing,concept,1
next,concept,call,concept,1
last,concept,days,concept,3
notify,concept,delete,concept,1
comments,concept,call,concept,1
filed,concept,effective,concept,1
notice,concept,business,concept,1
contact,concept,take,concept,1
thing,concept,enron,concept,1
city,concept,city,concept,1
office,concept,deal,concept,1
pretty,concept,floor,concept,1
questions,concept,information,concept,1
send,concept,list,concept,1
markets,concept,power,concept,1
click,concept,more,concept,1
tell,concept,reports,concept,1
received,concept,enron,concept,1
well,concept,office,concept,1
gas,concept,products,concept,1
line,concept,total,concept,1
john,agent,ask,concept,1
morning,concept,call,concept,1
issue,concept,load,concept,2
know,concept,anyone,concept,1
tom,agent,pjm,concept,1
opportunity,concept,options,concept,1
prior,concept,days,concept,3
kind,concept,never,concept,1
company,concept,found,concept,1
tell,concept,far,concept,1
approved,concept,dave,agent,2
state,concept,work,concept,1
said,concept,contact,concept,1
working,concept,last,concept,1
some,concept,found,concept,2
make,concept,changes,concept,1
effective,concept,morning,concept,1
call,concept,day,concept,1
know,concept,still,concept,1
discuss,concept,issue,concept,1
currently,concept,available,concept,1
enron,concept,staff,concept,1
dow,concept,amount,concept,2
appreciate,concept,last,concept,1
corp,concept,number,concept,1
company,concept,call,concept,1
management,concept,deal,concept,2
more,concept,area,concept,1
enron,concept,net,concept,2
number,concept,system,concept,1
location,concept,judge,concept,1
well,concept,canada,concept,1
area,concept,going,concept,1
business,concept,course,concept,1
help,concept,know,concept,2
next,concept,thing,concept,1
job,concept,like,concept,1
socal,concept,days,concept,1
time,concept,back,concept,1
gas,concept,state,concept,1
make,concept,money,concept,2
amount,concept,calpine,concept,1
need,concept,year,concept,1
next,concept,weeks,concept,4
let,concept,everyone,concept,1
hear,concept,course,concept,1
need,concept,some,concept,2
next,concept,time,concept,3
firm,concept,give,concept,1
sure,concept,included,concept,1
required,concept,filing,concept,1
good,concept,next,concept,1
gisb,concept,state,concept,1
call,concept,questions,concept,8
questions,concept,know,concept,2
event,concept,information,concept,1
session,concept,members,concept,1
provide,concept,information,concept,2
following,concept,send,concept,1
lunch,concept,right,concept,2
big,concept,ask,concept,1
anyone,concept,last,concept,2
information,concept,send,concept,1
love,concept,cell,concept,2
anyone,concept,think,concept,2
volume,concept,location,concept,2
took,concept,west,concept,1
need,concept,days,concept,2
update,concept,information,concept,1
report,concept,monday,concept,1
everyone,concept,books,concept,1
business,concept,prior,concept,1
think,concept,work,concept,1
lot,concept,always,concept,1
give,concept,more,concept,1
sorry,concept,down,concept,1
suite,concept,ca,concept,2
smith,agent,enron,concept,2
take,concept,off,concept,1
question,concept,visit,concept,1
report,concept,company,concept,1
greg,agent,some,concept,1
take,concept,why,concept,1
meeting,concept,session,concept,1
available,concept,event,concept,1
like,concept,contact,concept,1
close,concept,decision,concept,1
time,concept,firm,concept,2
big,concept,right,concept,1
tell,concept,bank,concept,1
socal,concept,more,concept,1
bill,agent,information,concept,1
year,concept,off,concept,1
texas,location,off,concept,1
down,concept,direct,concept,1
think,concept,good,concept,3
units,concept,subject,concept,1
last,concept,email,concept,1
power,concept,trading,concept,2
did,concept,lunch,concept,1
send,concept,week,concept,1
amount,concept,cash,concept,1
meeting,concept,afternoon,concept,2
people,concept,still,concept,1
time,concept,like,concept,1
process,concept,book,concept,1
groups,concept,power,concept,1
services,concept,utility,concept,2
planning,concept,taking,concept,1
back,concept,management,concept,1
send,concept,response,concept,2
energy,concept,committee,concept,1
last,concept,day,concept,1
issue,concept,contact,concept,2
payment,concept,made,concept,1
call,concept,time,concept,1
management,concept,event,concept,1
phillip,agent,working,concept,1
price,concept,mw,concept,1
message,concept,time,concept,1
management,concept,department,concept,1
dave,agent,going,concept,1
still,concept,contracts,concept,1
back,concept,jim,agent,1
enron,concept,next,concept,1
meeting,concept,like,concept,1
date,concept,days,concept,1
password,concept,going,concept,1
help,concept,take,concept,1
under,concept,law,concept,1
direct,concept,experience,concept,1
like,concept,take,concept,2
give,concept,contact,concept,1
still,concept,next,concept,1
today,concept,enron,concept,2
need,concept,copy,concept,1
employee,concept,report,concept,5
west,concept,access,concept,2
senior,concept,did,concept,2
meeting,concept,more,concept,1
copies,concept,anyone,concept,1
think,concept,correct,concept,2
need,concept,revised,concept,1
information,concept,sheet,concept,1
market,concept,book,concept,1
still,concept,job,concept,2
complete,concept,account,concept,1
list,concept,jim,agent,1
gas,concept,enron,concept,1
process,concept,corp,concept,1
list,concept,friday,concept,1
made,concept,account,concept,1
appreciate,concept,opportunity,concept,1
questions,concept,necessary,concept,1
mike,agent,houston,location,1
call,concept,back,concept,2
heard,concept,north,concept,1
gas,concept,want,concept,1
gas,concept,north,concept,1
immediately,concept,sender,concept,2
let,concept,why,concept,1
sara,agent,smith,agent,2
went,concept,trader,concept,2
add,concept,weeks,concept,1
texas,location,some,concept,1
account,concept,unit,concept,1
customer,concept,business,concept,1
different,concept,organization,concept,1
email,concept,know,concept,1
sorry,concept,did,concept,1
look,concept,ok,concept,2
fact,concept,deal,concept,1
right,concept,back,concept,1
necessary,concept,reply,concept,1
performance,concept,customer,concept,1
think,concept,look,concept,1
unit,concept,subject,concept,1
prior,concept,times,concept,1
statement,concept,markets,concept,1
email,concept,services,concept,1
send,concept,reports,concept,1
through,concept,floor,concept,1
like,concept,thing,concept,1
via,concept,company,concept,1
energy,concept,market,concept,4
week,concept,enron,concept,1
looks,concept,demand,concept,1
options,concept,direct,concept,1
against,concept,mail,concept,1
some,concept,help,concept,2
friday,concept,click,concept,1
received,concept,houston,location,1
taking,concept,upon,concept,1
issues,concept,more,concept,1
trades,concept,call,concept,1
working,concept,world,concept,1
planning,concept,back,concept,1
open,concept,mail,concept,1
north,concept,pretty,concept,1
meeting,concept,want,concept,1
email,concept,going,concept,1
prices,concept,america,concept,1
order,concept,time,concept,1
add,concept,day,concept,1
time,concept,appreciate,concept,1
intended,concept,organization,concept,1
need,concept,well,concept,1
some,concept,think,concept,1
look,concept,give,concept,1
guy,concept,run,concept,1
james,agent,effective,concept,1
way,concept,email,concept,1
cash,concept,order,concept,1
gas,concept,marketing,concept,2
direct,concept,line,concept,1
did,concept,area,concept,1
electric,concept,products,concept,2
back,concept,enron,concept,5
contracts,concept,time,concept,1
making,concept,use,concept,1
know,concept,sorry,concept,1
status,concept,last,concept,1
future,concept,distribution,concept,1
time,concept,company,concept,1
taking,concept,like,concept,1
monday,concept,order,concept,1
general,concept,four,concept,1
need,concept,job,concept,1
took,concept,desk,concept,1
corporation,concept,corp,concept,1
did,concept,meeting,concept,1
information,concept,confidential,concept,1
requested,concept,morning,concept,2
issues,concept,management,concept,2
did,concept,think,concept,1
days,concept,always,concept,1
going,concept,anyone,concept,1
given,concept,special,concept,1
thank,concept,email,concept,1
use,concept,turn,concept,6
know,concept,under,concept,1
report,concept,october,concept,1
customer,concept,experience,concept,1
trades,concept,trading,concept,1
like,concept,look,concept,1
energy,concept,corp,concept,2
list,concept,last,concept,1
know,concept,access,concept,1
making,concept,enron,concept,1
took,concept,ken,agent,2
water,concept,station,concept,2
comments,concept,release,concept,2
know,concept,today,concept,2
did,concept,points,concept,1
markets,concept,complete,concept,1
retail,concept,electric,concept,1
send,concept,email,concept,3
email,concept,delete,concept,1
different,concept,fact,concept,1
send,concept,subject,concept,1
picture,concept,independent,concept,1
meeting,concept,energy,concept,1
against,concept,open,concept,1
give,concept,call,concept,7
using,concept,buying,concept,1
texas,location,help,concept,1
click,concept,following,concept,2
thing,concept,well,concept,1
old,concept,contract,concept,1
company,concept,electric,concept,2
make,concept,run,concept,1
four,concept,prior,concept,2
today,concept,thing,concept,1
customer,concept,change,concept,1
why,concept,file,concept,1
report,concept,ready,concept,1
judge,concept,location,concept,1
visit,concept,more,concept,1
issue,concept,need,concept,1
following,concept,order,concept,1
dave,agent,take,concept,1
via,concept,federal,concept,1
office,concept,paid,concept,1
under,concept,energy,concept,1
plants,concept,make,concept,2
services,concept,transmission,concept,1
then,concept,send,concept,3
value,concept,book,concept,1
add,concept,list,concept,1
send,concept,review,concept,1
update,concept,reply,concept,1
know,concept,john,agent,2
questions,concept,time,concept,1
mail,concept,enron,concept,1
provide,concept,anyone,concept,1
wholesale,concept,houston,location,2
information,concept,area,concept,1
right,concept,turn,concept,1
good,concept,thing,concept,1
make,concept,november,concept,1
america,concept,want,concept,1
back,concept,issues,concept,2
options,concept,run,concept,1
buying,concept,enron,concept,3
given,concept,give,concept,1
yet,concept,working,concept,2
correct,concept,error,concept,1
year,concept,appreciate,concept,1
appropriate,concept,contact,concept,1
discuss,concept,some,concept,1
phillip,agent,book,concept,1
november,concept,bill,agent,1
special,concept,board,concept,1
took,concept,november,concept,1
thing,concept,prior,concept,1
like,concept,markets,concept,1
some,concept,make,concept,1
love,concept,called,concept,1
information,concept,event,concept,2
november,concept,pjm,concept,1
last,concept,why,concept,1
thank,concept,help,concept,2
buying,concept,back,concept,1
think,concept,different,concept,1
changes,concept,still,concept,1
response,concept,ferc,concept,1
company,concept,back,concept,2
management,concept,gas,concept,4
going,concept,contract,concept,1
filed,concept,business,concept,1
agreements,concept,let,concept,1
contact,concept,like,concept,1
commercial,concept,department,concept,1
pretty,concept,people,concept,1
events,concept,requested,concept,2
department,concept,back,concept,1
agreement,concept,public,concept,1
customer,concept,take,concept,1
floor,concept,though,concept,1
going,concept,pick,concept,1
company,concept,sure,concept,1
still,concept,help,concept,1
let,concept,information,concept,3
business,concept,some,concept,1
change,concept,email,concept,1
members,concept,contract,concept,1
books,concept,looks,concept,2
working,concept,supply,concept,1
think,concept,right,concept,2
order,concept,let,concept,1
need,concept,var,concept,1
without,concept,lot,concept,1
through,concept,way,concept,1
know,concept,organization,concept,1
some,concept,issues,concept,1
customers,concept,sure,concept,1
physical,concept,given,concept,1
off,concept,think,concept,1
pacific,concept,california,location,2
issues,concept,good,concept,1
trade,concept,effective,concept,1
know,concept,happy,concept,2
sure,concept,system,concept,1
trading,concept,some,concept,1
going,concept,socal,concept,1
items,concept,available,concept,1
under,concept,need,concept,1
thank,concept,chris,agent,2
tomorrow,concept,right,concept,2
pjm,concept,meeting,concept,1
need,concept,special,concept,2
some,concept,company,concept,2
sure,concept,copy,concept,1
order,concept,pick,concept,1
de,concept,afternoon,concept,1
like,concept,eol,concept,1
change,concept,under,concept,1
order,concept,curve,concept,1
contact,concept,number,concept,1
email,concept,sender,concept,1
good,concept,always,concept,1
then,concept,reply,concept,1
energy,concept,order,concept,2
party,concept,next,concept,1
correct,concept,update,concept,1
ken,agent,game,concept,2
discuss,concept,meeting,concept,1
provided,concept,electric,concept,1
people,concept,days,concept,3
money,concept,time,concept,1
information,concept,happy,concept,1
retail,concept,services,concept,1
opportunity,concept,pick,concept,1
date,concept,work,concept,1
gary,agent,help,concept,1
want,concept,email,concept,1
contact,concept,provide,concept,1
enron,concept,amount,concept,2
take,concept,issues,concept,1
november,concept,via,concept,1
mail,concept,account,concept,1
know,concept,members,concept,1
right,concept,call,concept,1
markets,concept,de,concept,1
make,concept,look,concept,1
take,concept,time,concept,1
still,concept,need,concept,4
system,concept,canada,concept,1
let,concept,today,concept,1
pretty,concept,though,concept,1
order,concept,help,concept,1
services,concept,information,concept,1
still,concept,pretty,concept,1
going,concept,back,concept,1
notify,concept,sender,concept,2
think,concept,traders,concept,1
why,concept,anyone,concept,1
last,concept,back,concept,1
week,concept,game,concept,1
course,concept,plan,concept,2
ferc,concept,copies,concept,1
call,concept,think,concept,1
several,concept,days,concept,1
yet,concept,going,concept,1
customers,concept,know,concept,1
daily,concept,least,concept,1
federal,concept,delivery,concept,1
questions,concept,comments,concept,2
way,concept,send,concept,1
through,concept,right,concept,1
contract,concept,weeks,concept,1
work,concept,last,concept,3
number,concept,people,concept,1
like,concept,today,concept,1
actually,concept,ok,concept,1
provide,concept,contact,concept,1
change,concept,password,concept,1
bad,concept,job,concept,1
want,concept,let,concept,2
through,concept,enron,concept,1
questions,concept,review,concept,1
good,concept,like,concept,1
discuss,concept,staff,concept,1
know,concept,need,concept,7
gas,concept,houston,location,1
four,concept,back,concept,1
central,concept,access,concept,2
houston,location,real,concept,1
message,concept,without,concept,1
call,concept,week,concept,2
problems,concept,changes,concept,1
date,concept,specific,concept,1
questions,concept,let,concept,1
correct,concept,options,concept,1
let,concept,want,concept,1
water,concept,system,concept,2
know,concept,deal,concept,1
fact,concept,today,concept,7
ready,concept,employee,concept,1
energy,concept,wholesale,concept,1
john,agent,zufferli,concept,3
like,concept,said,concept,1
did,concept,number,concept,1
contact,concept,immediately,concept,1
report,concept,yet,concept,1
everyone,concept,last,concept,1
some,concept,business,concept,1
understand,concept,last,concept,1
fuel,concept,management,concept,1
net,concept,against,concept,1
take,concept,down,concept,1
east,concept,texas,location,2
contracts,concept,questions,concept,1
use,concept,id,concept,2
back,concept,time,concept,2
issue,concept,firm,concept,1
contact,concept,area,concept,2
customers,concept,business,concept,1
review,concept,use,concept,1
customer,concept,issues,concept,1
send,concept,status,concept,2
looks,concept,back,concept,1
change,concept,send,concept,1
volume,concept,gas,concept,2
going,concept,later,concept,1
east,concept,power,concept,2
course,concept,good,concept,1
well,concept,job,concept,1
looks,concept,going,concept,1
know,concept,way,concept,1
pretty,concept,week,concept,1
message,concept,some,concept,1
morning,concept,taking,concept,1
john,agent,planning,concept,1
monday,concept,next,concept,1
epmi,concept,longer,concept,1
appreciate,concept,sure,concept,1
some,concept,back,concept,1
time,concept,off,concept,1
time,concept,energy,concept,1
var,concept,specific,concept,1
good,concept,ask,concept,1
public,concept,system,concept,2
hey,concept,coming,concept,1
like,concept,appropriate,concept,1
use,concept,taking,concept,1
added,concept,notice,concept,1
thing,concept,copy,concept,1
delivery,concept,points,concept,4
deal,concept,question,concept,1
john,agent,like,concept,1
firm,concept,hours,concept,1
thank,concept,review,concept,1
then,concept,need,concept,1
day,concept,turn,concept,1
process,concept,having,concept,1
tell,concept,game,concept,1
session,concept,contract,concept,1
sorry,concept,send,concept,1
line,concept,need,concept,1
federal,concept,monday,concept,1
good,concept,company,concept,1
system,concept,energy,concept,1
appropriate,concept,know,concept,2
called,concept,today,concept,1
board,concept,members,concept,2
then,concept,plant,concept,1
york,concept,sunday,concept,1
greg,agent,friend,concept,1
